,Unnamed: 0,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop,Region,Cases,Deaths,Confirmed cases in the last 14 days,Attainment of goals / Health / Level (DALE),Attainment of goals / Health / Distribution,Attainment of goals / Health / Overall goal attainment,Health expenditure per capita in international dollars,Performance / On level of health,Performance / Overall health system performance,date
42,42,Fiji,18,0,0,0,10,8,0,20.0,0.0,900,1004,Oceania,18,0,3,106,71,78,87,124,96,04-24-2020
43,43,Finland,4395,111,177,5,2500,1718,61,793.0,32.0,74500,13446,Europe,4284,172,1679,20,27,22,18,44,31,04-24-2020
44,44,France,158183,0,21856,0,42088,94239,5053,2423.0,335.0,463662,7103,Europe,120804,21856,34470,3,12,6,4,4,1,04-24-2020
45,45,Gabon,167,0,2,0,24,141,1,75.0,0.9,572,257,Africa,167,2,123,144,136,141,95,143,139,04-24-2020
46,46,Gambia,10,0,1,0,2,7,0,4.0,0.4,316,131,Africa,10,1,6,143,155,153,158,109,146,04-24-2020
47,47,Georgia,431,6,5,0,132,294,6,108.0,1.0,8375,2099,Europe,425,5,207,44,61,76,125,84,114,04-24-2020
48,48,Germany,153584,455,5577,2,106800,41207,2908,1833.0,67.0,2072669,24738,Europe,150383,5321,36858,22,20,14,3,41,25,04-24-2020
49,49,Ghana,1279,125,10,1,134,1135,4,41.0,0.3,88188,2838,Africa,1154,9,776,149,149,139,166,158,135,04-24-2020
50,50,Greece,2490,27,130,5,577,1783,48,239.0,12.0,59241,5684,Europe,2463,125,508,7,6,23,30,11,14,04-24-2020
51,51,Grenada,15,0,0,0,7,8,4,133.0,0.0,92,818,America,15,0,3,49,82,68,67,49,85,04-24-2020
52,52,Guatemala,384,42,11,1,30,343,5,21.0,0.6,7200,402,America,384,11,258,129,106,113,130,99,78,04-24-2020
53,53,Guinea,862,0,6,0,170,686,0,66.0,0.5,0,0,Africa,862,6,668,167,166,172,159,160,161,04-24-2020
54,54,Guyana,70,0,7,0,12,51,5,89.0,9.0,375,477,America,70,7,33,98,126,116,109,104,128,04-24-2020
55,55,Haiti,72,0,5,0,2,65,0,6.0,0.4,690,61,America,72,5,42,153,152,145,155,139,138,04-24-2020
56,56,Honduras,562,43,47,0,50,465,10,57.0,5.0,3107,314,America,519,47,137,92,119,129,100,48,131,04-24-2020
57,57,Hungary,2383,99,250,11,401,1732,61,247.0,26.0,58251,6030,Europe,2383,250,1193,62,40,43,59,105,66,04-24-2020
58,58,Iceland,1789,0,10,0,1542,237,5,5243.0,29.0,45286,132709,Europe,1789,10,141,19,24,16,14,27,15,04-24-2020
59,59,India,23502,463,722,1,5012,17768,0,17.0,0.5,541789,393,Asia,23077,718,16665,19,13,121,133,118,112,04-24-2020
60,60,Indonesia,8211,436,689,42,1002,6520,0,30.0,3.0,64054,234,Asia,7775,647,4482,103,156,106,154,90,92,04-24-2020
61,61,Iran,88194,1168,5574,93,66599,16021,3121,1050.0,66.0,399927,4761,Asia,87026,5481,20806,96,113,114,94,58,93,04-24-2020
62,62,Iraq,1677,0,83,0,1171,423,0,42.0,2.0,64882,1613,Asia,1677,83,445,126,130,124,117,75,103,04-24-2020
63,63,Ireland,17607,0,794,0,9233,7580,147,3566.0,161.0,111584,22598,Europe,17607,794,10214,27,13,25,25,32,19,04-24-2020
64,64,Israel,14882,79,193,1,5685,9004,139,1719.0,22.0,240303,27763,Asia,14882,193,4914,23,7,24,19,40,28,04-24-2020
65,65,Italy,189973,0,25549,0,57576,106848,2267,3142.0,423.0,1579909,26131,Europe,189973,25549,46347,6,14,11,11,3,2,04-24-2020
66,66,Jamaica,257,5,6,0,28,223,0,87.0,2.0,2213,747,America,252,6,189,36,87,69,89,8,53,04-24-2020
67,67,Japan,12368,0,328,0,1494,10546,259,98.0,3.0,135983,1075,Asia,12240,317,7573,1,3,1,13,9,10,04-24-2020
68,68,Jordan,437,0,7,0,318,112,5,43.0,0.7,36000,3528,Asia,437,7,65,101,83,84,98,100,83,04-24-2020
69,69,Kazakhstan,2376,87,25,5,602,1749,29,127.0,1.0,153492,8175,Asia,2334,22,1532,122,52,62,112,135,64,04-24-2020
70,70,Kenya,336,16,14,0,94,228,2,6.0,0.3,16738,311,Africa,320,14,136,162,135,142,152,178,140,04-24-2020
71,71,Kuwait,2614,215,15,1,613,1986,60,612.0,4.0,0,0,Asia,2399,14,1489,68,54,46,41,68,45,04-24-2020
72,72,Kyrgyzstan,656,25,8,0,322,326,11,101.0,1.0,39615,6072,Asia,656,8,358,123,122,135,146,134,151,04-24-2020
73,73,Laos,19,0,0,0,4,15,0,3.0,0.0,1461,201,Asia,19,0,3,147,147,154,157,155,165,04-24-2020
74,74,Latvia,784,6,12,1,267,505,6,416.0,6.0,43080,22840,Europe,778,11,189,82,56,67,77,121,105,04-24-2020
75,75,Lebanon,696,8,22,0,140,534,46,102.0,3.0,25337,3712,Asia,688,22,106,95,88,93,46,97,91,04-24-2020
76,76,Liberia,117,16,8,0,25,84,0,23.0,2.0,0,0,Africa,101,8,70,181,191,187,181,176,186,04-24-2020
77,77,Libya,60,0,2,0,18,40,0,9.0,0.3,1337,195,Africa,60,2,36,107,102,97,84,94,87,04-24-2020
78,78,Lithuania,1410,12,40,0,430,940,17,518.0,15.0,90992,33425,Europe,1410,40,455,63,48,52,71,93,73,04-24-2020
79,79,Luxembourg,3665,0,83,0,728,2854,27,5855.0,133.0,36891,58933,Europe,3665,83,550,18,22,5,5,31,16,04-24-2020
80,80,Madagascar,122,1,0,0,61,61,1,4.0,0.0,2357,85,Africa,121,0,28,172,168,167,190,173,159,04-24-2020
81,81,Malawi,33,0,3,0,3,27,1,2.0,0.2,519,27,Africa,33,3,25,189,187,182,161,187,185,04-24-2020
82,82,Malaysia,5691,88,96,1,3663,1932,41,176.0,3.0,121722,3761,Asia,5603,95,1375,89,49,55,93,86,49,04-24-2020
83,83,Maldives,116,8,0,0,16,100,2,215.0,0.0,5296,9798,Asia,110,0,91,130,134,128,76,147,147,04-24-2020
84,84,Mali,309,0,21,0,77,211,0,15.0,1.0,2023,100,Africa,309,21,250,183,180,178,179,170,163,04-24-2020
85,85,Malta,447,2,3,0,223,221,2,1012.0,7.0,27422,62105,Europe,445,3,108,21,38,31,37,2,5,04-24-2020
86,86,Mauritania,7,0,1,0,6,0,0,2.0,0.2,969,208,Africa,7,1,0,158,163,169,141,151,162,04-24-2020
87,87,Mauritius,331,0,9,0,266,56,3,260.0,7.0,12835,10092,Africa,331,9,17,78,77,90,69,113,84,04-24-2020
88,88,Mexico,11633,1089,1069,99,2627,7937,378,90.0,8.0,51297,398,America,11633,1069,8192,55,65,51,55,63,61,04-24-2020
89,89,Moldova,3110,184,84,4,755,2271,212,771.0,21.0,11763,2916,Europe,2926,80,1637,88,64,91,108,106,101,04-24-2020
90,90,Monaco,94,0,4,0,35,55,2,2395.0,102.0,0,0,Europe,94,4,10,9,30,18,12,12,13,04-24-2020
91,91,Mongolia,36,1,0,0,9,27,0,11.0,0.0,7234,2207,Asia,36,0,20,131,148,136,145,138,145,04-24-2020
92,92,Morocco,3692,124,155,0,478,3059,1,100.0,4.0,22816,618,Africa,3568,155,2194,110,111,94,99,17,29,04-24-2020
93,93,Mozambique,46,0,0,0,12,34,0,1.0,0.0,1325,42,Africa,46,0,29,180,190,185,160,168,184,04-24-2020
94,94,Myanmar,139,7,5,0,9,125,0,3.0,0.09,5775,106,Asia,132,5,105,139,162,175,136,129,190,04-24-2020
95,95,Namibia,16,0,0,0,7,9,0,6.0,0.0,590,232,Africa,16,0,0,177,173,165,66,189,168,04-24-2020
96,96,Nepal,48,0,0,0,10,38,0,2.0,0.0,9200,316,Asia,48,0,39,142,161,160,170,98,150,04-24-2020
97,97,Netherlands,36535,806,4289,112,0,31996,963,2132.0,250.0,187000,10913,Europe,35729,4177,13967,13,15,8,9,19,17,04-24-2020
98,98,Nicaragua,11,0,3,0,7,1,0,2.0,0.5,0,0,America,10,2,4,117,96,101,104,74,71,04-24-2020
99,99,Niger,671,0,24,0,256,391,0,28.0,1.0,4832,200,Africa,671,24,261,190,184,188,185,177,170,04-24-2020
100,100,Nigeria,981,0,31,0,197,753,2,5.0,0.2,8003,39,Africa,981,31,693,163,188,184,176,175,187,04-24-2020
101,101,Norway,7444,43,199,5,32,7213,53,1373.0,37.0,155125,28614,Europe,7345,180,1185,15,4,3,16,18,11,04-24-2020
102,102,Oman,1790,74,9,0,325,1456,3,351.0,2.0,0,0,Asia,1716,9,1259,72,59,59,62,1,8,04-24-2020
103,103,Pakistan,11155,98,237,2,2527,8391,111,50.0,1.0,131365,595,Asia,11155,237,6554,124,183,133,142,85,122,04-24-2020
104,104,Panama,5166,174,146,2,271,4749,86,1197.0,34.0,23534,5454,America,5166,146,2414,47,93,70,53,67,95,04-24-2020
105,105,Paraguay,220,7,9,0,70,141,1,31.0,1.0,6917,970,America,220,9,91,71,57,73,91,52,57,04-24-2020
106,106,Peru,20914,0,572,0,7422,12920,396,634.0,17.0,185238,5618,America,20914,572,15658,105,103,115,78,119,129,04-24-2020
107,107,Philippines,7192,211,477,15,762,5953,1,66.0,4.0,76956,702,Asia,6981,462,2905,113,50,54,124,126,60,04-24-2020
108,108,Poland,10759,248,463,9,1944,8352,160,284.0,12.0,265201,7007,Europe,10511,454,4936,45,5,34,58,89,50,04-24-2020
109,109,Portugal,22797,444,854,34,1228,20715,188,2236.0,84.0,315758,30967,Europe,22353,820,8397,29,34,32,28,13,12,04-24-2020
110,110,Qatar,8525,761,10,0,809,7706,72,2959.0,3.0,75888,26340,Asia,7764,10,5388,66,55,47,27,53,44,04-24-2020
111,111,Romania,10417,321,552,7,2817,7048,241,541.0,29.0,121602,6321,Europe,10096,527,4894,80,78,72,107,111,99,04-24-2020
112,112,Russia,68622,5849,615,60,5568,62439,2300,470.0,4.0,2550000,17474,Europe,62773,555,52642,91,69,100,75,127,130,04-24-2020
113,113,Rwanda,154,0,0,0,87,67,0,12.0,0.0,6959,537,Africa,154,0,41,185,185,171,177,181,172,04-24-2020
114,114,Senegal,545,66,7,1,262,276,1,33.0,0.4,466,28,Africa,479,6,229,151,105,118,143,132,59,04-24-2020
115,115,Seychelles,11,0,0,0,6,5,0,112.0,0.0,0,0,Africa,11,0,1,108,73,83,52,83,56,04-24-2020
116,116,Singapore,12075,897,12,0,924,11139,26,2064.0,2.0,94796,16203,Asia,11178,12,9269,30,29,27,38,14,6,04-24-2020
117,117,Slovakia,1360,35,17,2,355,988,8,249.0,3.0,61261,11221,Europe,1325,15,624,42,39,39,45,88,62,04-24-2020
118,118,Slovenia,1373,7,80,1,211,1082,23,660.0,38.0,45703,21984,Europe,1366,79,242,34,23,29,29,62,38,04-24-2020
119,119,Somalia,328,0,16,0,8,304,2,21.0,1.0,0,0,Africa,328,14,316,173,179,189,191,154,179,04-24-2020
120,120,Spain,219764,6740,22524,367,92355,104885,7705,4700.0,482.0,930230,19896,Europe,213024,22157,60578,5,11,19,24,6,7,04-24-2020
121,121,Sudan,174,12,16,3,14,144,0,4.0,0.4,0,0,Africa,162,13,148,154,159,148,169,149,134,04-24-2020
122,122,Suriname,10,0,1,0,6,3,0,17.0,2.0,404,689,America,10,1,0,77,94,105,72,77,110,04-24-2020
123,123,Sweden,17567,812,2152,131,550,14865,547,1739.0,213.0,94500,9357,Europe,16755,2021,7614,4,28,4,7,21,23,04-24-2020
124,124,Switzerland,28677,181,1578,29,20600,6499,386,3313.0,182.0,235252,27182,Europe,28414,1267,4919,8,10,2,2,26,20,04-24-2020
125,125,Syria,42,0,3,0,6,33,0,2.0,0.2,0,0,Asia,42,3,23,114,107,112,119,91,108,04-24-2020
126,126,Thailand,2854,15,50,0,2490,314,61,41.0,0.7,142589,2043,Asia,2839,50,366,99,74,57,64,102,47,04-24-2020
127,127,Togo,90,2,6,0,59,25,0,11.0,0.7,4733,572,Africa,88,6,15,159,170,156,180,159,152,04-24-2020
128,128,Tunisia,918,0,38,0,190,690,32,78.0,3.0,19411,1642,Africa,918,38,275,90,114,77,79,46,52,04-24-2020
129,129,Turkey,101790,0,2491,0,18491,80808,1816,1207.0,30.0,791906,9390,Asia,101790,2491,59508,73,109,96,82,33,70,04-24-2020
130,130,Uganda,74,0,0,0,46,28,0,2.0,0.0,17388,380,Africa,74,0,21,186,138,162,168,179,149,04-24-2020
131,131,Ukraine,7647,477,193,6,601,6853,45,175.0,4.0,77752,1778,Europe,7647,193,5755,70,47,60,111,101,79,04-24-2020
132,132,Uruguay,557,8,12,0,354,191,10,160.0,3.0,15142,4359,America,557,12,124,37,68,50,33,50,65,04-24-2020
133,133,Uzbekistan,1778,20,8,1,598,1172,8,53.0,0.2,210000,6274,Asia,1778,7,1196,100,144,109,120,112,117,04-24-2020
134,134,Venezuela,311,13,10,0,126,175,4,11.0,0.4,347236,12211,America,298,10,127,52,76,65,68,29,54,04-24-2020
135,135,Vietnam,270,2,0,0,225,45,8,3.0,0.0,206253,2119,Asia,268,0,13,116,104,140,147,130,160,04-24-2020
136,136,Yemen,1,0,0,0,1,0,0,0.03,0.0,120,4,Asia,1,0,0,141,165,146,182,82,120,04-24-2020
137,137,Zambia,76,0,3,0,37,36,1,4.0,0.2,2586,141,Africa,76,3,37,188,171,174,148,190,182,04-24-2020
138,138,Zimbabwe,29,1,4,0,2,23,0,2.0,0.3,5450,367,Africa,29,3,18,184,98,147,110,191,155,04-24-2020
