,Unnamed: 0,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop,Region,Cases,Deaths,Confirmed cases in the last 14 days,Attainment of goals / Health / Level (DALE),Attainment of goals / Health / Distribution,Attainment of goals / Health / Overall goal attainment,Health expenditure per capita in international dollars,Performance / On level of health,Performance / Overall health system performance,date
16,16,Belize,18,0,2,0,6,10,1,45.0,5.0,936,2354,America,18,2,0,94,95,104,88,34,69,04-28-2020
17,17,Benin,64,0,1,0,33,30,0,5.0,0.08,0,0,Africa,64,1,29,157,132,143,171,136,97,04-28-2020
18,18,Bhutan,7,0,0,0,5,2,0,9.0,0.0,9865,12785,Asia,7,0,2,138,158,144,135,73,124,04-28-2020
19,19,Bolivia,1014,64,53,3,98,863,3,87.0,5.0,5791,496,America,1014,53,660,133,118,117,101,142,126,04-28-2020
20,20,Botswana,22,0,1,0,0,21,0,9.0,0.4,6016,2558,Africa,22,1,9,187,146,168,85,188,169,04-28-2020
21,21,Brazil,67446,945,4603,60,31142,31701,8318,317.0,22.0,339552,1597,America,66501,4543,43071,111,108,125,54,78,125,04-28-2020
22,22,Bulgaria,1387,24,58,0,222,1107,39,200.0,8.0,27000,3886,Europe,1363,58,678,60,53,74,96,92,102,04-28-2020
23,23,Burundi,11,0,1,0,4,6,0,0.9,0.08,284,24,Africa,15,1,10,179,154,161,186,171,143,04-28-2020
24,24,Cambodia,122,0,0,0,119,3,1,7.0,0.0,11721,701,Asia,122,0,0,148,150,166,140,157,174,04-28-2020
25,25,Cameroon,1705,0,58,0,805,842,12,64.0,2.0,0,0,Africa,1621,58,801,156,160,163,131,172,164,04-28-2020
26,26,Canada,48500,0,2707,0,18268,27525,557,1285.0,72.0,733705,19440,America,48489,2707,22826,12,18,7,10,35,30,04-28-2020
27,27,Chad,46,0,0,0,15,31,0,3.0,0.0,0,0,Africa,46,0,23,161,175,177,175,161,178,04-28-2020
28,28,Chile,13813,0,198,0,7327,6288,426,723.0,10.0,161235,8434,America,13813,198,6288,32,1,33,44,23,33,04-28-2020
29,29,Colombia,5597,0,253,0,1210,4134,118,110.0,5.0,90899,1786,America,5597,253,2745,74,44,41,49,51,22,04-28-2020
30,30,Congo,207,0,8,0,19,180,0,38.0,1.0,0,0,Africa,207,8,137,150,142,155,122,167,166,04-28-2020
31,31,Croatia,2039,0,59,0,1166,814,21,497.0,14.0,32817,7994,Europe,2039,59,389,38,33,36,56,57,43,04-28-2020
32,32,Cuba,1389,0,56,0,525,808,12,123.0,5.0,41651,3677,America,1389,56,663,33,41,40,118,36,39,04-28-2020
33,33,Cyprus,822,0,15,0,148,659,15,681.0,12.0,50220,41595,Europe,822,20,160,25,31,28,39,22,24,04-28-2020
34,34,Denmark,8851,153,427,0,5959,2465,72,1528.0,74.0,166846,28805,Europe,8698,427,2380,28,21,20,8,65,34,04-28-2020
35,35,Djibouti,1035,0,2,0,477,556,0,1048.0,2.0,12250,12399,Africa,1035,2,737,166,169,170,163,163,157,04-28-2020
36,36,Dominica,16,0,0,0,13,3,0,222.0,0.0,383,5320,America,16,0,0,26,35,42,70,59,35,04-28-2020
37,37,Ecuador,23240,0,663,0,1557,21020,146,1317.0,38.0,61529,3487,America,23240,663,15711,93,133,107,97,96,111,04-28-2020
38,38,Egypt,4782,0,337,0,1236,3209,0,47.0,3.0,90000,879,Africa,4782,337,2592,115,141,110,115,43,63,04-28-2020
39,39,Eritrea,39,0,0,0,13,26,0,11.0,0.0,0,0,Africa,39,0,5,169,167,176,187,148,158,04-28-2020
40,40,Estonia,1660,13,50,0,240,1370,9,1251.0,38.0,49527,37336,Europe,1647,50,315,69,43,48,60,115,77,04-28-2020
41,41,Ethiopia,126,2,3,0,50,73,0,1.0,0.03,15668,136,Africa,124,3,50,182,176,186,189,169,180,04-28-2020
42,42,Fiji,18,0,0,0,12,6,0,20.0,0.0,1007,1123,Oceania,18,0,2,106,71,78,87,124,96,04-28-2020
43,43,Finland,4695,0,193,0,2500,2002,56,847.0,35.0,82437,14878,Europe,4695,193,1631,20,27,22,18,44,31,04-28-2020
44,44,France,165842,0,23293,0,45513,97036,4608,2541.0,357.0,463662,7103,Europe,128339,23293,30263,3,12,6,4,4,1,04-28-2020
45,45,Gabon,211,0,3,0,43,165,1,95.0,1.0,724,325,Africa,211,3,154,144,136,141,95,143,139,04-28-2020
46,46,Gambia,10,0,1,0,8,1,0,4.0,0.4,401,166,Africa,10,1,1,143,155,153,158,109,146,04-28-2020
47,47,Georgia,511,14,6,0,156,349,6,128.0,2.0,11504,2884,Europe,497,6,225,44,61,76,125,84,114,04-28-2020
48,48,Germany,158758,0,6126,0,114500,38132,2409,1895.0,73.0,2072669,24738,Europe,156337,5913,31239,22,20,14,3,41,25,04-28-2020
49,49,Ghana,1550,0,11,0,155,1384,4,50.0,0.4,100622,3238,Africa,1550,11,984,149,149,139,166,158,135,04-28-2020
50,50,Greece,2534,0,136,0,577,1821,43,243.0,13.0,66094,6341,Europe,2534,136,389,7,6,23,30,11,14,04-28-2020
51,51,Grenada,18,0,0,0,7,11,4,160.0,0.0,175,1555,America,18,0,4,49,82,68,67,49,85,04-28-2020
52,52,Guatemala,530,30,15,0,49,466,5,30.0,0.8,7200,402,America,530,15,363,129,106,113,130,99,78,04-28-2020
53,53,Guinea,1163,0,7,0,246,910,0,89.0,0.5,0,0,Africa,1163,7,844,167,166,172,159,160,161,04-28-2020
54,54,Guyana,74,0,8,0,15,51,5,94.0,10.0,464,590,America,74,8,27,98,126,116,109,104,128,04-28-2020
55,55,Haiti,76,2,6,0,8,62,0,7.0,0.5,776,68,America,76,6,36,153,152,145,155,139,138,04-28-2020
56,56,Honduras,702,41,64,3,79,559,10,71.0,6.0,3643,368,America,693,61,286,92,119,129,100,48,131,04-28-2020
57,57,Hungary,2649,66,291,11,516,1842,49,274.0,30.0,67172,6953,Europe,2649,291,1137,62,40,43,59,105,66,04-28-2020
58,58,Iceland,1792,0,10,0,1624,158,1,5251.0,29.0,46377,135906,Europe,1792,10,81,19,24,16,14,27,15,04-28-2020
59,59,India,29451,0,939,0,7137,21375,0,21.0,0.7,716733,519,Asia,29435,934,19072,19,13,121,133,118,112,04-28-2020
60,60,Indonesia,9511,415,773,8,1254,7484,0,35.0,3.0,79618,291,Asia,9096,765,4539,103,156,106,154,90,92,04-28-2020
61,61,Iran,92584,1112,5877,71,72439,14268,2983,1102.0,70.0,442590,5269,Asia,91472,5806,18169,96,113,114,94,58,93,04-28-2020
62,62,Iraq,1847,0,88,0,1286,473,0,46.0,2.0,73782,1834,Asia,1847,88,469,126,130,124,117,75,103,04-28-2020
63,63,Ireland,19648,0,1102,0,9233,9313,146,3979.0,223.0,127319,25785,Europe,19648,1102,9001,27,13,25,25,32,19,04-28-2020
64,64,Israel,15589,34,208,4,7375,8006,117,1801.0,24.0,302691,34971,Asia,15466,202,3880,23,7,24,19,40,28,04-28-2020
65,65,Italy,199414,0,26977,0,66624,105813,1956,3298.0,446.0,1789662,29600,Europe,199414,26977,39898,6,14,11,11,3,2,04-28-2020
66,66,Jamaica,364,14,7,0,29,328,3,123.0,2.0,3621,1223,America,364,7,291,36,87,69,89,8,53,04-28-2020
67,67,Japan,13614,0,385,0,1899,11330,300,108.0,3.0,150692,1191,Asia,13576,376,5931,1,3,1,13,9,10,04-28-2020
68,68,Jordan,449,0,7,0,342,100,5,44.0,0.7,63737,6247,Asia,449,7,58,101,83,84,98,100,83,04-28-2020
69,69,Kazakhstan,2982,147,25,0,725,2232,41,159.0,1.0,216276,11518,Asia,2860,25,1681,122,52,62,112,135,64,04-28-2020
70,70,Kenya,363,0,14,0,114,235,2,7.0,0.3,17992,335,Africa,363,14,155,162,135,142,152,178,140,04-28-2020
71,71,Kuwait,3288,0,22,0,1012,2254,64,770.0,5.0,179000,41915,Asia,3288,22,1988,68,54,46,41,68,45,04-28-2020
72,72,Kyrgyzstan,708,13,8,0,416,284,13,109.0,1.0,45627,6994,Asia,708,8,278,123,122,135,146,134,151,04-28-2020
73,73,Laos,19,0,0,0,7,12,0,3.0,0.0,1815,249,Asia,19,0,0,147,147,154,157,155,165,04-28-2020
74,74,Latvia,836,18,13,0,267,556,4,443.0,7.0,51561,27336,Europe,818,13,163,82,56,67,77,121,105,04-28-2020
75,75,Lebanon,717,7,24,0,145,548,44,105.0,4.0,30879,4524,Asia,710,24,78,95,88,93,46,97,91,04-28-2020
76,76,Liberia,133,9,16,4,25,92,0,26.0,3.0,0,0,Africa,133,16,74,181,191,187,181,176,186,04-28-2020
77,77,Libya,61,0,2,0,18,41,0,9.0,0.3,1623,236,Africa,61,2,35,107,102,97,84,94,87,04-28-2020
78,78,Lithuania,1344,0,44,3,536,764,17,494.0,16.0,111809,41072,Europe,1449,41,379,63,48,52,71,93,73,04-28-2020
79,79,Luxembourg,3729,0,88,0,3123,518,20,5957.0,141.0,39102,62465,Europe,3729,88,437,18,22,5,5,31,16,04-28-2020
80,80,Madagascar,128,0,0,0,75,53,1,5.0,0.0,2357,85,Africa,128,0,22,172,168,167,190,173,159,04-28-2020
81,81,Malawi,36,0,3,0,4,29,1,2.0,0.2,690,36,Africa,36,3,20,189,187,182,161,187,185,04-28-2020
82,82,Malaysia,5851,31,100,1,4032,1719,36,181.0,3.0,144686,4470,Asia,5820,99,1003,89,49,55,93,86,49,04-28-2020
83,83,Maldives,245,19,0,0,17,228,2,453.0,0.0,5296,9798,Asia,214,0,194,130,134,128,76,147,147,04-28-2020
84,84,Mali,408,0,23,0,113,272,0,20.0,1.0,2172,107,Africa,408,23,285,183,180,178,179,170,163,04-28-2020
85,85,Malta,458,8,4,0,303,151,1,1037.0,9.0,30528,69139,Europe,450,4,66,21,38,31,37,2,5,04-28-2020
86,86,Mauritania,7,0,1,0,6,0,0,2.0,0.2,1032,222,Africa,7,1,0,158,163,169,141,151,162,04-28-2020
87,87,Mauritius,334,0,10,0,302,22,3,263.0,8.0,14445,11358,Africa,334,10,10,78,77,90,69,113,84,04-28-2020
88,88,Mexico,15529,852,1434,83,9086,5009,378,120.0,11.0,71103,551,America,15529,1434,10515,55,65,51,55,63,61,04-28-2020
89,89,Moldova,3481,0,102,0,925,2454,212,863.0,25.0,11763,2916,Europe,3481,102,1769,88,64,91,108,106,101,04-28-2020
90,90,Monaco,95,0,4,0,42,49,1,2421.0,102.0,0,0,Europe,95,4,2,9,30,18,12,12,13,04-28-2020
91,91,Mongolia,38,0,0,0,10,28,0,12.0,0.0,7292,2224,Asia,38,0,22,131,148,136,145,138,145,04-28-2020
92,92,Morocco,4246,126,163,1,739,3344,1,115.0,4.0,30368,823,Africa,4120,162,2357,110,111,94,99,17,29,04-28-2020
93,93,Mozambique,76,0,0,0,12,64,0,2.0,0.0,1688,54,Africa,76,0,49,180,190,185,160,168,184,04-28-2020
94,94,Myanmar,146,0,5,0,16,125,0,3.0,0.09,7215,133,Asia,146,5,84,139,162,175,136,129,190,04-28-2020
95,95,Namibia,16,0,0,0,8,8,0,6.0,0.0,704,277,Africa,16,0,0,177,173,165,66,189,168,04-28-2020
96,96,Nepal,54,2,0,0,16,38,0,2.0,0.0,53534,1837,Asia,52,0,38,142,161,160,170,98,150,04-28-2020
97,97,Netherlands,38245,0,4518,0,0,33477,905,2232.0,264.0,193950,11319,Europe,38245,4518,11694,13,15,8,9,19,17,04-28-2020
98,98,Nicaragua,13,0,3,0,7,3,0,2.0,0.5,0,0,America,13,3,4,117,96,101,104,74,71,04-28-2020
99,99,Niger,701,0,29,0,385,287,0,29.0,1.0,5013,207,Africa,701,29,153,190,184,188,185,177,170,04-28-2020
100,100,Nigeria,1337,0,40,0,255,1042,2,6.0,0.2,10918,53,Africa,1337,40,994,163,188,184,176,175,187,04-28-2020
101,101,Norway,7599,0,206,1,32,7361,52,1402.0,38.0,164316,30310,Europe,7533,193,1045,15,4,3,16,18,11,04-28-2020
102,102,Oman,2131,82,10,0,364,1757,3,417.0,2.0,0,0,Asia,2049,10,1236,72,59,59,62,1,8,04-28-2020
103,103,Pakistan,14079,164,301,9,3233,10545,111,64.0,1.0,157223,712,Asia,14079,301,8363,124,183,133,142,85,122,04-28-2020
104,104,Panama,6021,242,167,2,455,5399,89,1395.0,39.0,27834,6451,America,6021,167,2549,47,93,70,53,67,95,04-28-2020
105,105,Paraguay,230,2,9,0,95,126,1,32.0,1.0,7925,1111,America,230,9,71,71,57,73,91,52,57,04-28-2020
106,106,Peru,28699,0,782,0,8425,19492,598,870.0,24.0,239563,7266,America,28699,782,21180,105,103,115,78,119,129,04-28-2020
107,107,Philippines,7958,181,530,19,975,6453,31,73.0,5.0,89889,820,Asia,7777,511,2845,113,50,54,124,126,60,04-28-2020
108,108,Poland,12089,187,570,8,2655,8864,160,319.0,15.0,297859,7870,Europe,11902,562,4968,45,5,34,58,89,50,04-28-2020
109,109,Portugal,24027,0,928,0,1357,21742,176,2356.0,91.0,360155,35321,Europe,24027,928,7093,29,34,32,28,13,12,04-28-2020
110,110,Qatar,11244,0,10,0,1066,10168,72,3903.0,3.0,85709,29749,Asia,11244,10,8013,66,55,47,27,53,44,04-28-2020
111,111,Romania,11616,277,650,9,3404,7562,243,604.0,34.0,150309,7813,Europe,11339,631,4706,80,78,72,107,111,99,04-28-2020
112,112,Russia,93558,6411,867,73,8456,84235,2300,641.0,6.0,3139258,21511,Europe,87147,795,68819,91,69,100,75,127,130,04-28-2020
113,113,Rwanda,207,0,0,0,93,114,0,16.0,0.0,6959,537,Africa,207,0,80,185,185,171,177,181,172,04-28-2020
114,114,Senegal,736,0,9,0,284,443,1,44.0,0.5,466,28,Africa,735,9,444,151,105,118,143,132,59,04-28-2020
115,115,Seychelles,11,0,0,0,6,5,0,112.0,0.0,0,0,Africa,11,0,1,108,73,83,52,83,56,04-28-2020
116,116,Singapore,14951,528,14,0,1095,13842,20,2556.0,2.0,121774,20815,Asia,14423,14,11505,30,29,27,38,14,6,04-28-2020
117,117,Slovakia,1384,3,20,2,423,941,6,253.0,4.0,75866,13896,Europe,1381,18,612,42,39,39,45,88,62,04-28-2020
118,118,Slovenia,1408,6,86,3,223,1099,24,677.0,41.0,50290,24190,Europe,1407,83,195,34,23,29,29,62,38,04-28-2020
119,119,Somalia,480,0,26,0,14,440,2,30.0,2.0,0,0,Africa,480,26,455,173,179,189,191,154,179,04-28-2020
120,120,Spain,232128,2706,23822,301,123903,84403,7764,4965.0,510.0,1345560,28779,Europe,209465,23190,41399,5,11,19,24,6,7,04-28-2020
121,121,Sudan,275,0,22,0,21,232,0,6.0,0.5,0,0,Africa,275,22,246,154,159,148,169,149,134,04-28-2020
122,122,Suriname,10,0,1,0,7,2,0,17.0,2.0,404,689,America,10,1,0,77,94,105,72,77,110,04-28-2020
123,123,Sweden,18926,0,2274,0,1005,15647,399,1874.0,225.0,94500,9357,Europe,18926,2274,7978,4,28,4,7,21,23,04-28-2020
124,124,Switzerland,29264,100,1677,12,22200,5387,185,3381.0,194.0,256500,29637,Europe,29081,1352,3582,8,10,2,2,26,20,04-28-2020
125,125,Syria,43,0,3,0,19,21,0,2.0,0.2,0,0,Asia,43,3,18,114,107,112,119,91,108,04-28-2020
126,126,Thailand,2938,7,54,2,2652,232,61,42.0,0.8,178083,2551,Asia,2938,54,325,99,74,57,64,102,47,04-28-2020
127,127,Togo,99,1,6,0,62,31,0,12.0,0.7,6141,742,Africa,99,6,22,159,170,156,180,159,152,04-28-2020
128,128,Tunisia,967,0,39,0,279,649,18,82.0,3.0,21081,1784,Africa,967,39,241,90,114,77,79,46,52,04-28-2020
129,129,Turkey,112261,0,2900,0,33791,75570,1736,1331.0,34.0,918885,10895,Asia,112261,2900,51212,73,109,96,82,33,70,04-28-2020
130,130,Uganda,79,0,0,0,52,27,0,2.0,0.0,27432,600,Africa,79,0,25,186,138,162,168,179,149,04-28-2020
131,131,Ukraine,9410,401,239,19,992,8179,121,215.0,5.0,98719,2257,Europe,9009,220,5907,70,47,60,111,101,79,04-28-2020
132,132,Uruguay,620,14,15,0,386,219,11,178.0,4.0,17505,5039,America,620,15,148,37,68,50,33,50,65,04-28-2020
133,133,Uzbekistan,1939,35,8,0,958,973,8,58.0,0.2,242536,7247,Asia,1904,8,906,100,144,109,120,112,117,04-28-2020
134,134,Venezuela,329,0,10,0,142,177,3,12.0,0.4,440966,15507,America,329,10,140,52,76,65,68,29,54,04-28-2020
135,135,Vietnam,270,0,0,0,225,45,8,3.0,0.0,212965,2188,Asia,270,0,3,116,104,140,147,130,160,04-28-2020
136,136,Yemen,1,0,0,0,1,0,0,0.03,0.0,120,4,Asia,1,0,0,141,165,146,182,82,120,04-28-2020
137,137,Zambia,95,6,3,0,42,50,1,5.0,0.2,5284,287,Africa,89,3,44,188,171,174,148,190,182,04-28-2020
138,138,Zimbabwe,32,1,4,0,5,23,0,2.0,0.3,6834,460,Africa,32,4,15,184,98,147,110,191,155,04-28-2020
