,Unnamed: 0,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop,Region,Cases,Deaths,Confirmed cases in the last 14 days,Attainment of goals / Health / Level (DALE),Attainment of goals / Health / Distribution,Attainment of goals / Health / Overall goal attainment,Health expenditure per capita in international dollars,Performance / On level of health,Performance / Overall health system performance,date
24,24,Cambodia,122,0,0,0,107,15,1,7.0,0.0,5768,345,Asia,122,0,8,148,150,166,140,157,174,04-22-2020
25,25,Cameroon,1017,0,42,0,305,670,33,38.0,2.0,0,0,Africa,1016,42,366,156,160,163,131,172,164,04-22-2020
26,26,Canada,36670,1614,1680,93,12197,22793,557,972.0,45.0,549349,14555,America,34777,1580,19281,12,18,7,10,35,30,04-22-2020
27,27,Chad,33,0,0,0,8,25,0,2.0,0.0,0,0,Africa,33,0,24,161,175,177,175,161,178,04-22-2020
28,28,Chile,10507,419,139,6,4676,5692,377,550.0,7.0,118827,6216,America,10088,133,5617,32,1,33,44,23,33,04-22-2020
29,29,Colombia,3792,0,179,0,711,2902,98,75.0,4.0,62746,1233,America,3792,179,2307,74,44,41,49,51,22,04-22-2020
30,30,Congo,160,17,6,0,16,138,0,29.0,1.0,0,0,Africa,160,6,115,150,142,155,122,167,166,04-22-2020
31,31,Croatia,1881,10,47,0,771,1063,18,458.0,11.0,26610,6482,Europe,1871,47,689,38,33,36,56,57,43,04-22-2020
32,32,Cuba,1087,52,36,2,285,766,9,96.0,3.0,28598,2525,America,1035,34,715,33,41,40,118,36,39,04-22-2020
33,33,Cyprus,772,5,12,0,81,679,15,639.0,10.0,34087,28233,Europe,767,17,321,25,31,28,39,22,24,04-22-2020
34,34,Denmark,7515,131,364,9,4312,2839,84,1297.0,63.0,96244,16616,Europe,7384,355,3015,28,21,20,8,65,34,04-22-2020
35,35,Djibouti,846,0,2,0,102,742,0,856.0,2.0,8144,8243,Africa,846,2,787,166,169,170,163,163,157,04-22-2020
36,36,Dominica,16,0,0,0,8,8,0,222.0,0.0,345,4793,America,16,0,2,26,35,42,70,59,35,04-22-2020
37,37,Ecuador,10128,660,507,33,1150,8471,124,574.0,29.0,32453,1839,America,9468,474,5822,93,133,107,97,96,111,04-22-2020
38,38,Egypt,3333,189,250,11,821,2262,0,33.0,2.0,55000,537,Africa,3144,239,2074,115,141,110,115,43,63,04-22-2020
39,39,Eritrea,39,0,0,0,3,36,0,11.0,0.0,0,0,Africa,39,0,10,169,167,176,187,148,158,04-22-2020
40,40,Estonia,1535,7,40,0,165,1330,9,1157.0,30.0,40930,30855,Europe,1528,40,431,69,43,48,60,115,77,04-22-2020
41,41,Ethiopia,111,3,3,0,16,92,1,1.0,0.03,7953,69,Africa,108,3,65,182,176,186,189,169,180,04-22-2020
42,42,Fiji,18,1,0,0,3,15,0,20.0,0.0,0,0,Oceania,17,0,3,106,71,78,87,124,96,04-22-2020
43,43,Finland,3868,85,98,4,2000,1770,67,698.0,18.0,59200,10685,Europe,3783,94,1856,20,27,22,18,44,31,04-22-2020
44,44,France,155383,2489,20265,547,37409,97709,5683,2380.0,310.0,463662,7103,Europe,112606,19718,42128,3,12,6,4,4,1,04-22-2020
45,45,Gabon,109,0,1,0,7,101,0,49.0,0.4,572,257,Africa,109,1,88,144,136,141,95,143,139,04-22-2020
46,46,Gambia,10,0,1,0,2,7,0,4.0,0.4,316,131,Africa,10,1,6,143,155,153,158,109,146,04-22-2020
47,47,Georgia,402,8,4,0,95,303,6,101.0,1.0,7611,1908,Europe,394,4,220,44,61,76,125,84,114,04-22-2020
48,48,Germany,146653,911,4706,64,91500,50447,2889,1750.0,56.0,1728357,20629,Europe,141672,4404,46281,22,20,14,3,41,25,04-22-2020
49,49,Ghana,1042,0,9,0,99,934,4,34.0,0.3,68591,2207,Africa,1042,9,828,149,149,139,166,158,135,04-22-2020
50,50,Greece,2245,10,116,3,269,1860,61,215.0,11.0,54344,5214,Europe,2235,110,500,7,6,23,30,11,14,04-22-2020
51,51,Grenada,14,0,0,0,6,8,4,124.0,0.0,92,818,America,14,0,2,49,82,68,67,49,85,04-22-2020
52,52,Guatemala,289,32,7,0,21,261,3,16.0,0.4,7200,402,America,289,7,219,129,106,113,130,99,78,04-22-2020
53,53,Guinea,579,0,5,0,87,487,0,44.0,0.4,0,0,Africa,579,5,458,167,166,172,159,160,161,04-22-2020
54,54,Guyana,65,0,7,0,9,49,4,83.0,9.0,322,409,America,65,7,36,98,126,116,109,104,128,04-22-2020
55,55,Haiti,47,0,3,0,0,44,0,4.0,0.3,498,44,America,47,3,26,153,152,145,155,139,138,04-22-2020
56,56,Honduras,477,5,46,0,25,406,10,48.0,5.0,2535,256,America,477,46,179,92,119,129,100,48,131,04-22-2020
57,57,Hungary,1984,68,199,10,267,1518,60,205.0,21.0,48057,4975,Europe,1984,199,1240,62,40,43,59,105,66,04-22-2020
58,58,Iceland,1773,2,10,1,1362,401,4,5196.0,29.0,43143,126429,Europe,1771,9,285,19,24,16,14,27,15,04-22-2020
59,59,India,18539,924,592,33,3273,14674,0,13.0,0.4,401586,291,Asia,17265,543,13198,19,13,121,133,118,112,04-22-2020
60,60,Indonesia,6760,185,590,8,747,5423,0,25.0,2.0,43749,160,Asia,6575,582,4302,103,156,106,154,90,92,04-22-2020
61,61,Iran,83505,1294,5209,91,59273,19023,3389,994.0,62.0,353012,4203,Asia,82211,5118,23985,96,113,114,94,58,93,04-22-2020
62,62,Iraq,1574,35,82,0,1043,449,0,39.0,2.0,59055,1468,Asia,1539,82,578,126,130,124,117,75,103,04-22-2020
63,63,Ireland,15652,401,687,77,77,14888,294,3170.0,139.0,90646,18358,Europe,15251,610,10140,27,13,25,25,32,19,04-22-2020
64,64,Israel,13713,222,177,5,4049,9487,149,1584.0,20.0,240303,27763,Asia,13491,172,5061,23,7,24,19,40,28,04-22-2020
65,65,Italy,181228,2256,24114,454,48877,108237,2573,2997.0,399.0,1398024,23122,Europe,178972,23660,50024,6,14,11,11,3,2,04-22-2020
66,66,Jamaica,196,23,5,0,27,164,0,66.0,2.0,1809,611,America,196,5,138,36,87,69,89,8,53,04-22-2020
67,67,Japan,10797,0,236,0,1159,9402,217,85.0,2.0,112816,892,Asia,10751,171,7097,1,3,1,13,9,10,04-22-2020
68,68,Jordan,425,8,7,0,282,136,5,42.0,0.7,29000,2842,Asia,417,7,72,101,83,84,98,100,83,04-22-2020
69,69,Kazakhstan,1852,176,19,2,447,1386,22,99.0,1.0,117949,6282,Asia,1735,19,1204,122,52,62,112,135,64,04-22-2020
70,70,Kenya,281,11,14,0,69,198,2,5.0,0.3,13872,258,Africa,270,14,128,162,135,142,152,178,140,04-22-2020
71,71,Kuwait,1995,80,9,2,367,1619,39,467.0,2.0,0,0,Asia,1915,7,1359,68,54,46,41,68,45,04-22-2020
72,72,Kyrgyzstan,568,14,7,2,201,360,5,87.0,1.0,26147,4008,Asia,568,7,352,123,122,135,146,134,151,04-22-2020
73,73,Laos,19,0,0,0,2,17,0,3.0,0.0,1349,185,Asia,19,0,8,147,147,154,157,155,165,04-22-2020
74,74,Latvia,739,12,5,0,88,646,5,392.0,3.0,36668,19440,Europe,727,5,194,82,56,67,77,121,105,04-22-2020
75,75,Lebanon,677,4,21,0,103,553,27,99.0,3.0,20929,3066,Asia,673,21,146,95,88,93,46,97,91,04-22-2020
76,76,Liberia,99,8,8,0,7,84,0,20.0,2.0,0,0,Africa,91,8,78,181,191,187,181,176,186,04-22-2020
77,77,Libya,51,0,1,0,11,39,0,7.0,0.1,725,106,Africa,49,1,31,107,102,97,84,94,87,04-22-2020
78,78,Lithuania,1326,28,37,2,242,1047,17,487.0,14.0,66352,24374,Europe,1326,36,515,63,48,52,71,93,73,04-22-2020
79,79,Luxembourg,3558,8,75,2,637,2846,32,5684.0,120.0,33798,53992,Europe,3550,73,746,18,22,5,5,31,16,04-22-2020
80,80,Madagascar,121,0,0,0,41,80,1,4.0,0.0,2357,85,Africa,121,0,49,172,168,167,190,173,159,04-22-2020
81,81,Malawi,17,0,2,0,3,12,1,0.9,0.1,429,22,Africa,17,2,13,189,187,182,161,187,185,04-22-2020
82,82,Malaysia,5425,36,89,0,3295,2041,45,168.0,3.0,108216,3344,Asia,5389,89,1727,89,49,55,93,86,49,04-22-2020
83,83,Maldives,69,17,0,0,16,53,1,128.0,0.0,4139,7657,Asia,52,0,33,130,134,128,76,147,147,04-22-2020
84,84,Mali,224,0,14,0,42,168,0,11.0,0.7,0,0,Africa,224,14,179,183,180,178,179,170,163,04-22-2020
85,85,Malta,431,4,3,0,126,302,2,976.0,7.0,24919,56436,Europe,427,3,193,21,38,31,37,2,5,04-22-2020
86,86,Mauritania,7,0,1,0,6,0,0,2.0,0.2,913,196,Africa,7,1,1,158,163,169,141,151,162,04-22-2020
87,87,Mauritius,328,0,9,0,224,95,3,258.0,7.0,9755,7670,Africa,328,9,101,78,77,90,69,113,84,04-22-2020
88,88,Mexico,8261,764,686,36,2627,4948,207,64.0,5.0,49570,384,America,8261,686,6118,55,65,51,55,63,61,04-22-2020
89,89,Moldova,2548,76,70,3,457,2021,212,632.0,17.0,11763,2916,Europe,2472,67,1608,88,64,91,108,106,101,04-22-2020
90,90,Monaco,94,0,3,0,22,69,3,2395.0,76.0,0,0,Europe,98,3,25,9,30,18,12,12,13,04-22-2020
91,91,Mongolia,33,1,0,0,7,26,0,10.0,0.0,1554,474,Asia,32,0,18,131,148,136,145,138,145,04-22-2020
92,92,Morocco,3046,191,143,2,350,2553,1,83.0,4.0,16386,444,Africa,2855,141,1834,110,111,94,99,17,29,04-22-2020
93,93,Mozambique,39,0,0,0,8,31,0,1.0,0.0,1037,33,Africa,39,0,29,180,190,185,160,168,184,04-22-2020
94,94,Myanmar,117,6,5,0,7,105,0,2.0,0.09,4786,88,Asia,111,5,90,139,162,175,136,129,190,04-22-2020
95,95,Namibia,16,0,0,0,6,10,0,6.0,0.0,524,206,Africa,16,0,0,177,173,165,66,189,168,04-22-2020
96,96,Nepal,31,0,0,0,4,27,0,1.0,0.0,29567,1015,Asia,31,0,22,142,161,160,170,98,150,04-22-2020
97,97,Netherlands,33405,750,3751,67,250,29404,1158,1950.0,219.0,171415,10004,Europe,32655,3684,14804,13,15,8,9,19,17,04-22-2020
98,98,Nicaragua,10,0,2,0,6,2,0,2.0,0.3,0,0,America,12,1,7,117,96,101,104,74,71,04-22-2020
99,99,Niger,648,0,20,0,117,511,0,27.0,0.8,4715,195,Africa,648,20,464,190,184,188,185,177,170,04-22-2020
100,100,Nigeria,627,0,21,0,170,436,2,3.0,0.1,7153,35,Africa,627,21,395,163,188,184,176,175,187,04-22-2020
101,101,Norway,7127,49,181,16,32,6914,58,1315.0,33.0,143255,26425,Europe,7068,154,1428,15,4,3,16,18,11,04-22-2020
102,102,Oman,1410,144,7,0,238,1165,3,276.0,1.0,0,0,Asia,1266,7,968,72,59,59,62,1,8,04-22-2020
103,103,Pakistan,8418,70,176,8,1970,6272,46,38.0,0.8,104302,472,Asia,8418,176,5141,124,183,133,142,85,122,04-22-2020
104,104,Panama,4467,194,126,6,165,4176,98,1035.0,29.0,19091,4425,America,4467,126,2479,47,93,70,53,67,95,04-22-2020
105,105,Paraguay,208,2,8,0,46,154,1,29.0,1.0,4950,694,America,206,8,93,71,57,73,91,52,57,04-22-2020
106,106,Peru,16325,697,445,45,6968,8912,385,495.0,13.0,148011,4489,America,15628,400,13347,105,103,115,78,119,129,04-22-2020
107,107,Philippines,6459,200,428,19,613,5418,1,59.0,4.0,59928,547,Asia,6259,409,3013,113,50,54,124,126,60,04-22-2020
108,108,Poland,9593,306,380,20,1133,8080,160,253.0,10.0,214236,5661,Europe,9287,360,5185,45,5,34,58,89,50,04-22-2020
109,109,Portugal,20863,657,735,21,610,19518,215,2046.0,72.0,235878,23133,Europe,20206,714,8928,29,34,32,28,13,12,04-22-2020
110,110,Qatar,6015,567,9,1,555,5451,37,2088.0,3.0,64620,22429,Asia,5448,8,3844,66,55,47,27,53,44,04-22-2020
111,111,Romania,8936,190,478,27,2017,6441,261,465.0,25.0,98491,5120,Europe,8746,434,4882,80,78,72,107,111,99,04-22-2020
112,112,Russia,47121,4268,405,44,3446,43270,700,323.0,3.0,2053319,14070,Europe,42853,361,37464,91,69,100,75,127,130,04-22-2020
113,113,Rwanda,147,0,0,0,76,71,0,11.0,0.0,6959,537,Africa,147,0,43,185,185,171,177,181,172,04-22-2020
114,114,Senegal,377,10,5,2,235,137,1,23.0,0.3,0,0,Africa,367,4,145,151,105,118,143,132,59,04-22-2020
115,115,Seychelles,11,0,0,0,5,6,0,112.0,0.0,0,0,Africa,11,0,1,108,73,83,52,83,56,04-22-2020
116,116,Singapore,8014,1426,11,0,801,7202,23,1370.0,2.0,94796,16203,Asia,6588,11,5279,30,29,27,38,14,6,04-22-2020
117,117,Slovakia,1173,12,13,1,251,909,8,215.0,2.0,46734,8560,Europe,1161,12,676,42,39,39,45,88,62,04-22-2020
118,118,Slovenia,1335,5,77,3,193,1065,26,642.0,37.0,41802,20107,Europe,1330,74,333,34,23,29,29,62,38,04-22-2020
119,119,Somalia,164,0,7,0,3,154,2,10.0,0.4,0,0,Africa,164,7,157,173,179,189,191,154,179,04-22-2020
120,120,Spain,200210,1536,20852,399,80587,98771,7371,4282.0,446.0,930230,19896,Europe,195944,20453,65185,5,11,19,24,6,7,04-22-2020
121,121,Sudan,92,26,12,2,8,72,0,2.0,0.3,0,0,Africa,66,10,54,154,159,148,169,149,134,04-22-2020
122,122,Suriname,10,0,1,0,6,3,0,17.0,2.0,0,0,America,10,1,0,77,94,105,72,77,110,04-22-2020
123,123,Sweden,14777,392,1580,40,550,12647,521,1463.0,156.0,74600,7387,Europe,14385,1540,7555,4,28,4,7,21,23,04-22-2020
124,124,Switzerland,27944,204,1429,36,18600,7915,386,3229.0,165.0,224442,25933,Europe,27658,1134,6636,8,10,2,2,26,20,04-22-2020
125,125,Syria,39,0,3,0,5,31,0,2.0,0.2,0,0,Asia,39,3,20,114,107,112,119,91,108,04-22-2020
126,126,Thailand,2792,27,47,0,1999,746,61,40.0,0.7,142589,2043,Asia,2765,47,545,99,74,57,64,102,47,04-22-2020
127,127,Togo,84,0,6,1,53,25,0,10.0,0.7,4381,529,Africa,84,5,40,159,170,156,180,159,152,04-22-2020
128,128,Tunisia,884,5,38,0,148,698,34,75.0,3.0,17287,1463,Africa,879,38,326,90,114,77,79,46,52,04-22-2020
129,129,Turkey,90980,4674,2140,123,13430,75410,1909,1079.0,25.0,673980,7991,Asia,86306,2017,59237,73,109,96,82,33,70,04-22-2020
130,130,Uganda,55,0,0,0,38,17,0,1.0,0.0,12565,275,Africa,55,0,3,186,138,162,168,179,149,04-22-2020
131,131,Ukraine,5710,261,151,10,359,5200,45,131.0,3.0,58093,1328,Europe,5710,151,4459,70,47,60,111,101,79,04-22-2020
132,132,Uruguay,528,11,10,0,298,220,13,152.0,3.0,13207,3802,America,592,10,186,37,68,50,33,50,65,04-22-2020
133,133,Uzbekistan,1627,62,5,0,261,1361,8,49.0,0.1,136000,4063,Asia,1565,5,1223,100,144,109,120,112,117,04-22-2020
134,134,Venezuela,256,0,9,0,117,130,4,9.0,0.3,336169,11822,America,256,9,108,52,76,65,68,29,54,04-22-2020
135,135,Vietnam,268,0,0,0,214,54,8,3.0,0.0,206253,2119,Asia,276,0,35,116,104,140,147,130,160,04-22-2020
136,136,Yemen,1,0,0,0,0,1,0,0.03,0.0,0,0,Asia,1,0,1,141,165,146,182,82,120,04-22-2020
137,137,Zambia,65,4,3,0,35,27,1,4.0,0.2,2586,141,Africa,61,3,22,188,171,174,148,190,182,04-22-2020
138,138,Zimbabwe,25,0,3,0,2,20,0,2.0,0.2,2851,192,Africa,25,3,16,184,98,147,110,191,155,04-22-2020
