,Unnamed: 0,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop,Region,Cases,Deaths,Confirmed cases in the last 14 days,Attainment of goals / Health / Level (DALE),Attainment of goals / Health / Distribution,Attainment of goals / Health / Overall goal attainment,Health expenditure per capita in international dollars,Performance / On level of health,Performance / Overall health system performance,date
22,22,Bulgaria,800,53,38,2,122,640,37,115.0,5.0,18502,2663,Europe,747,36,325,60,53,74,96,92,102,04-21-2020
23,23,Burundi,5,0,1,0,0,4,0,0.4,0.08,0,0,Africa,5,1,3,179,154,161,186,171,143,04-21-2020
24,24,Cambodia,122,0,0,0,98,24,1,7.0,0.0,5768,345,Asia,122,0,12,148,150,166,140,157,174,04-21-2020
25,25,Cameroon,996,148,22,5,164,810,0,38.0,0.8,0,0,Africa,855,17,622,156,160,163,131,172,164,04-21-2020
26,26,Canada,29929,1550,1191,181,9674,19064,557,793.0,32.0,487625,12920,America,28364,1010,18769,12,18,7,10,35,30,04-21-2020
27,27,Chad,27,4,0,0,5,22,0,2.0,0.0,0,0,Africa,27,0,20,161,175,177,175,161,178,04-21-2020
28,28,Chile,8807,534,105,11,3299,5403,384,461.0,5.0,98424,5149,America,8273,94,5242,32,1,33,44,23,33,04-21-2020
29,29,Colombia,3233,128,144,13,550,2539,98,64.0,3.0,52085,1024,America,3105,131,2040,74,44,41,49,51,22,04-21-2020
30,30,Congo,117,0,5,0,11,101,0,21.0,0.9,0,0,Africa,117,5,95,150,142,155,122,167,166,04-21-2020
31,31,Croatia,1791,50,35,2,529,1227,31,436.0,9.0,20158,4910,Europe,1741,34,778,38,33,36,56,57,43,04-21-2020
32,32,Cuba,862,48,27,3,171,664,16,76.0,2.0,21837,1928,America,814,24,602,33,41,40,118,36,39,04-21-2020
33,33,Cyprus,735,20,12,0,77,646,8,609.0,10.0,17923,14845,Europe,715,17,395,25,31,28,39,22,24,04-21-2020
34,34,Denmark,6879,198,321,12,3023,3535,92,1188.0,55.0,82380,14223,Europe,6681,309,3574,28,21,20,8,65,34,04-21-2020
35,35,Djibouti,591,156,2,0,73,516,0,598.0,2.0,6430,6508,Africa,435,2,401,166,169,170,163,163,157,04-21-2020
36,36,Dominica,16,0,0,0,8,8,0,222.0,0.0,345,4793,America,16,0,4,26,35,42,70,59,35,04-21-2020
37,37,Ecuador,8225,367,403,15,838,6984,168,466.0,23.0,27868,1580,America,7858,388,5100,93,133,107,97,96,111,04-21-2020
38,38,Egypt,2673,168,196,13,596,1881,0,26.0,2.0,25000,244,Africa,2505,183,1795,115,141,110,115,43,63,04-21-2020
39,39,Eritrea,35,0,0,0,0,35,0,10.0,0.0,0,0,Africa,35,0,17,169,167,176,187,148,158,04-21-2020
40,40,Estonia,1434,34,36,1,133,1265,10,1081.0,27.0,36024,27156,Europe,1402,35,623,69,43,48,60,115,77,04-21-2020
41,41,Ethiopia,92,7,3,0,15,74,1,0.8,0.03,5389,47,Africa,85,3,56,182,176,186,189,169,180,04-21-2020
42,42,Fiji,17,1,0,0,0,17,0,19.0,0.0,0,0,Oceania,16,0,9,106,71,78,87,124,96,04-21-2020
43,43,Finland,3369,132,75,3,1700,1594,76,608.0,14.0,49700,8970,Europe,3237,72,1791,20,27,22,18,44,31,04-21-2020
44,44,France,165027,17164,17920,753,32812,114295,6248,2528.0,275.0,333807,5114,Europe,106206,17167,49217,3,12,6,4,4,1,04-21-2020
45,45,Gabon,80,0,1,0,4,75,0,36.0,0.4,0,0,Africa,87,1,69,144,136,141,95,143,139,04-21-2020
46,46,Gambia,9,0,1,0,2,6,0,4.0,0.4,281,116,Africa,9,1,5,143,155,153,158,109,146,04-21-2020
47,47,Georgia,348,42,3,0,76,269,6,87.0,0.8,5027,1260,Europe,306,3,191,44,61,76,125,84,114,04-21-2020
48,48,Germany,137698,2945,4052,248,77000,56646,4288,1643.0,48.0,1728357,20629,Europe,130450,3569,56928,22,20,14,3,41,25,04-21-2020
49,49,Ghana,641,0,8,0,83,550,2,21.0,0.3,50719,1632,Africa,641,8,446,149,149,139,166,158,135,04-21-2020
50,50,Greece,2207,15,105,3,269,1833,69,212.0,10.0,50771,4871,Europe,2192,102,817,7,6,23,30,11,14,04-21-2020
51,51,Grenada,14,0,0,0,0,14,2,124.0,0.0,92,818,America,14,0,4,49,82,68,67,49,85,04-21-2020
52,52,Guatemala,196,16,5,0,19,172,3,11.0,0.3,7200,402,America,196,5,150,129,106,113,130,99,78,04-21-2020
53,53,Guinea,438,34,1,0,49,388,0,33.0,0.08,0,0,Africa,404,1,374,167,166,172,159,160,161,04-21-2020
54,54,Guyana,55,0,6,0,8,41,5,70.0,8.0,213,271,America,55,6,36,98,126,116,109,104,128,04-21-2020
55,55,Haiti,41,0,3,0,0,38,0,4.0,0.3,365,32,America,41,3,25,153,152,145,155,139,138,04-21-2020
56,56,Honduras,426,7,35,4,9,382,10,43.0,4.0,2012,203,America,426,35,207,92,119,129,100,48,131,04-21-2020
57,57,Hungary,1652,73,142,8,199,1311,60,171.0,15.0,38489,3984,Europe,1652,142,1067,62,40,43,59,105,66,04-21-2020
58,58,Iceland,1739,12,8,0,1144,587,6,5096.0,23.0,38204,111955,Europe,1727,8,507,19,24,16,14,27,15,04-21-2020
59,59,India,13430,1060,448,26,1768,11214,0,10.0,0.3,302956,220,Asia,12380,414,10415,19,13,121,133,118,112,04-21-2020
60,60,Indonesia,5516,380,496,27,548,4472,0,20.0,2.0,36000,132,Asia,5136,469,3459,103,156,106,154,90,92,04-21-2020
61,61,Iran,77995,1606,4869,92,52229,20897,3594,929.0,58.0,310340,3695,Asia,76389,4777,28796,96,113,114,94,58,93,04-21-2020
62,62,Iraq,1434,19,80,1,856,498,0,36.0,2.0,49260,1225,Asia,1415,79,721,126,130,124,117,75,103,04-21-2020
63,63,Ireland,13271,724,486,42,77,12708,156,2688.0,98.0,90646,18358,Europe,12547,444,9100,27,13,25,25,32,19,04-21-2020
64,64,Israel,12758,257,142,12,2818,9798,181,1474.0,16.0,187250,21634,Asia,12501,130,6910,23,7,24,19,40,28,04-21-2020
65,65,Italy,168941,3786,22170,525,40164,106607,2936,2794.0,367.0,1178403,19490,Europe,165155,21647,54581,6,14,11,11,3,2,04-21-2020
66,66,Jamaica,143,18,5,0,21,117,0,48.0,2.0,1424,481,America,125,5,81,36,87,69,89,8,53,04-21-2020
67,67,Japan,8626,0,178,0,901,7547,168,68.0,1.0,94236,745,Asia,8582,136,6404,1,3,1,13,9,10,04-21-2020
68,68,Jordan,402,1,7,0,259,136,5,39.0,0.7,20500,2009,Asia,401,7,123,101,83,84,98,100,83,04-21-2020
69,69,Kazakhstan,1402,107,17,1,277,1108,22,75.0,0.9,85735,4566,Asia,1331,16,983,122,52,62,112,135,64,04-21-2020
70,70,Kenya,234,9,11,1,53,170,2,4.0,0.2,9630,179,Africa,225,10,144,162,135,142,152,178,140,04-21-2020
71,71,Kuwait,1524,119,3,0,225,1296,32,357.0,0.7,0,0,Asia,1405,3,1088,68,54,46,41,68,45,04-21-2020
72,72,Kyrgyzstan,466,17,5,0,91,370,5,71.0,0.8,26147,4008,Asia,466,5,354,123,122,135,146,134,151,04-21-2020
73,73,Laos,19,0,0,0,2,17,0,3.0,0.0,1288,177,Asia,19,0,9,147,147,154,157,155,165,04-21-2020
74,74,Latvia,675,9,5,0,57,613,3,358.0,3.0,31302,16595,Europe,666,5,220,82,56,67,77,121,105,04-21-2020
75,75,Lebanon,663,5,21,0,86,556,30,97.0,3.0,18115,2654,Asia,658,21,179,95,88,93,46,97,91,04-21-2020
76,76,Liberia,59,0,6,0,4,49,0,12.0,1.0,0,0,Africa,59,6,53,181,191,187,181,176,186,04-21-2020
77,77,Libya,48,0,1,0,11,36,0,7.0,0.1,634,92,Africa,48,1,38,107,102,97,84,94,87,04-21-2020
78,78,Lithuania,1128,37,32,2,178,918,14,414.0,12.0,48537,17829,Europe,1091,29,510,63,48,52,71,93,73,04-21-2020
79,79,Luxembourg,3444,71,69,0,552,2823,35,5502.0,110.0,31660,50577,Europe,3373,69,1054,18,22,5,5,31,16,04-21-2020
80,80,Madagascar,111,1,0,0,33,78,1,4.0,0.0,0,0,Africa,110,0,56,172,168,167,190,173,159,04-21-2020
81,81,Malawi,16,0,2,0,0,14,1,0.8,0.1,343,18,Africa,16,2,16,189,187,182,161,187,185,04-21-2020
82,82,Malaysia,5182,110,84,1,2766,2332,56,160.0,3.0,87183,2694,Asia,5072,83,2164,89,49,55,93,86,49,04-21-2020
83,83,Maldives,25,3,0,0,16,9,0,46.0,0.0,3432,6349,Asia,21,0,2,130,134,128,76,147,147,04-21-2020
84,84,Mali,171,23,13,0,34,124,0,8.0,0.6,0,0,Africa,148,13,120,183,180,178,179,170,163,04-21-2020
85,85,Malta,412,13,3,0,82,327,4,933.0,7.0,21164,47932,Europe,399,3,211,21,38,31,37,2,5,04-21-2020
86,86,Mauritania,7,0,1,0,2,4,0,2.0,0.2,713,153,Africa,7,1,2,158,163,169,141,151,162,04-21-2020
87,87,Mauritius,324,0,9,0,81,234,3,255.0,7.0,8279,6510,Africa,324,9,170,78,77,90,69,113,84,04-21-2020
88,88,Mexico,5847,448,449,43,2125,3273,207,45.0,3.0,40091,311,America,5847,449,4469,55,65,51,55,63,61,04-21-2020
89,89,Moldova,2154,105,54,8,235,1865,80,534.0,13.0,9208,2283,Europe,2049,46,1626,88,64,91,108,106,101,04-21-2020
90,90,Monaco,93,0,3,0,12,78,2,2370.0,76.0,0,0,Europe,93,3,38,9,30,18,12,12,13,04-21-2020
91,91,Mongolia,31,1,0,0,5,26,0,9.0,0.0,1077,329,Asia,30,0,16,131,148,136,145,138,145,04-21-2020
92,92,Morocco,2283,259,130,3,249,1904,1,62.0,4.0,11996,325,Africa,2024,127,1370,110,111,94,99,17,29,04-21-2020
93,93,Mozambique,31,2,0,0,2,29,0,1.0,0.0,855,27,Africa,29,0,19,180,190,185,160,168,184,04-21-2020
94,94,Myanmar,85,11,4,0,2,79,0,2.0,0.07,3236,59,Asia,74,4,58,139,162,175,136,129,190,04-21-2020
95,95,Namibia,16,0,0,0,4,12,0,6.0,0.0,362,142,Africa,16,0,3,177,173,165,66,189,168,04-21-2020
96,96,Nepal,16,0,0,0,2,14,0,0.5,0.0,15800,542,Asia,16,0,11,142,161,160,170,98,150,04-21-2020
97,97,Netherlands,29214,1061,3315,181,250,25649,1279,1705.0,193.0,147948,8634,Europe,28153,3134,14539,13,15,8,9,19,17,04-21-2020
98,98,Nicaragua,9,0,1,0,4,4,0,1.0,0.2,0,0,America,12,1,7,117,96,101,104,74,71,04-21-2020
99,99,Niger,584,0,14,0,90,480,0,24.0,0.6,4427,183,Africa,584,14,510,190,184,188,185,177,170,04-21-2020
100,100,Nigeria,442,35,13,1,152,277,2,2.0,0.06,5000,24,Africa,407,12,256,163,188,184,176,175,187,04-21-2020
101,101,Norway,6896,99,152,2,32,6712,64,1272.0,28.0,133707,24664,Europe,6677,130,2012,15,4,3,16,18,11,04-21-2020
102,102,Oman,1019,109,4,0,176,839,3,200.0,0.8,0,0,Asia,910,4,700,72,59,59,62,1,8,04-21-2020
103,103,Pakistan,6919,536,128,17,1645,5146,46,31.0,0.6,78979,358,Asia,6505,124,4214,124,183,133,142,85,122,04-21-2020
104,104,Panama,3751,0,103,0,75,3573,106,869.0,24.0,16854,3906,America,3751,103,2434,47,93,70,53,67,95,04-21-2020
105,105,Paraguay,174,13,8,0,30,136,1,24.0,1.0,4267,598,America,174,8,105,71,57,73,91,52,57,04-21-2020
106,106,Peru,12491,1016,274,20,6120,6097,169,379.0,8.0,121468,3684,America,11475,254,10152,105,103,115,78,119,129,04-21-2020
107,107,Philippines,5660,207,362,13,435,4863,1,52.0,3.0,48171,440,Asia,5453,349,3142,113,50,54,124,126,60,04-21-2020
108,108,Poland,7918,336,314,28,774,6830,160,209.0,8.0,169071,4467,Europe,7582,286,5028,45,5,34,58,89,50,04-21-2020
109,109,Portugal,18841,750,629,30,493,17719,229,1848.0,62.0,208314,20430,Europe,18091,599,9840,29,34,32,28,13,12,04-21-2020
110,110,Qatar,4103,392,7,0,415,3681,37,1424.0,2.0,56381,19570,Asia,3711,7,2876,66,55,47,27,53,44,04-21-2020
111,111,Romania,7707,491,392,20,1357,5958,243,401.0,20.0,79629,4139,Europe,7216,372,4756,80,78,72,107,111,99,04-21-2020
112,112,Russia,27938,3448,232,34,2304,25402,8,191.0,2.0,1613413,11056,Europe,24490,198,21713,91,69,100,75,127,130,04-21-2020
113,113,Rwanda,138,2,0,0,60,78,0,11.0,0.0,6237,482,Africa,136,0,54,185,185,171,177,181,172,04-21-2020
114,114,Senegal,335,21,2,0,194,139,1,20.0,0.1,0,0,Africa,314,2,124,151,105,118,143,132,59,04-21-2020
115,115,Seychelles,11,0,0,0,0,11,0,112.0,0.0,0,0,Africa,11,0,1,108,73,83,52,83,56,04-21-2020
116,116,Singapore,4427,728,10,0,683,3734,29,757.0,2.0,72680,12423,Asia,3699,10,2699,30,29,27,38,14,6,04-21-2020
117,117,Slovakia,977,114,8,2,167,802,5,179.0,1.0,34458,6311,Europe,863,6,463,42,39,39,45,88,62,04-21-2020
118,118,Slovenia,1268,20,61,0,174,1033,31,610.0,29.0,38137,18344,Europe,1248,61,407,34,23,29,29,62,38,04-21-2020
119,119,Somalia,80,0,5,0,2,73,2,5.0,0.3,0,0,Africa,80,5,75,173,179,189,191,154,179,04-21-2020
120,120,Spain,184948,4289,19315,503,74797,90836,7371,3956.0,413.0,930230,19896,Europe,177633,18579,75497,5,11,19,24,6,7,04-21-2020
121,121,Sudan,32,0,5,0,4,23,0,0.7,0.1,0,0,Africa,32,5,25,154,159,148,169,149,134,04-21-2020
122,122,Suriname,10,0,1,0,6,3,0,17.0,2.0,0,0,America,10,1,0,77,94,105,72,77,110,04-21-2020
123,123,Sweden,12540,613,1333,130,550,10657,522,1242.0,132.0,74600,7387,Europe,11927,1203,6980,4,28,4,7,21,23,04-21-2020
124,124,Switzerland,26732,396,1281,42,15900,9551,386,3089.0,148.0,206400,23849,Europe,26336,973,9266,8,10,2,2,26,20,04-21-2020
125,125,Syria,33,0,2,0,5,26,0,2.0,0.1,0,0,Asia,33,2,23,114,107,112,119,91,108,04-21-2020
126,126,Thailand,2672,29,46,3,1593,1033,61,38.0,0.7,100498,1440,Asia,2672,46,901,99,74,57,64,102,47,04-21-2020
127,127,Togo,81,0,5,2,45,31,0,10.0,0.6,3618,437,Africa,81,3,45,159,170,156,180,159,152,04-21-2020
128,128,Tunisia,822,42,37,2,43,742,89,70.0,3.0,13930,1179,Africa,780,35,386,90,114,77,79,46,52,04-21-2020
129,129,Turkey,74193,4801,1643,125,7089,65461,1854,880.0,19.0,518143,6144,Asia,69392,1518,53713,73,109,96,82,33,70,04-21-2020
130,130,Uganda,55,0,0,0,20,35,0,1.0,0.0,7693,168,Africa,55,0,11,186,138,162,168,179,149,04-21-2020
131,131,Ukraine,4161,397,116,8,186,3859,45,95.0,3.0,42823,979,Europe,4161,116,3367,70,47,60,111,101,79,04-21-2020
132,132,Uruguay,502,9,9,0,286,207,13,145.0,3.0,11239,3235,America,539,9,201,37,68,50,33,50,65,04-21-2020
133,133,Uzbekistan,1349,47,4,0,129,1216,8,40.0,0.1,100000,2988,Asia,1302,4,1115,100,144,109,120,112,117,04-21-2020
134,134,Venezuela,197,0,9,0,111,77,6,7.0,0.3,225009,7913,America,197,9,54,52,76,65,68,29,54,04-21-2020
135,135,Vietnam,268,0,0,0,177,91,8,3.0,0.0,206253,2119,Asia,275,0,40,116,104,140,147,130,160,04-21-2020
136,136,Yemen,1,0,0,0,0,1,0,0.03,0.0,0,0,Asia,1,0,1,141,165,146,182,82,120,04-21-2020
137,137,Zambia,48,0,2,0,30,16,1,3.0,0.1,1696,92,Africa,48,2,12,188,171,174,148,190,182,04-21-2020
138,138,Zimbabwe,23,0,3,0,1,19,0,2.0,0.2,716,48,Africa,23,3,15,184,98,147,110,191,155,04-21-2020
