,Unnamed: 0,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop,Region,Cases,Deaths,Confirmed cases in the last 14 days,Attainment of goals / Health / Level (DALE),Attainment of goals / Health / Distribution,Attainment of goals / Health / Overall goal attainment,Health expenditure per capita in international dollars,Performance / On level of health,Performance / Overall health system performance,date
12,12,Bangladesh,7667,564,168,5,160,7339,1,47.0,1.0,64666,393,Asia,7103,163.0,5872,140,125,131,144,103,88,04-29-2020
13,13,Barbados,80,0,7,0,39,34,4,278.0,24.0,2005,6977,America,80,7.0,5,53,36,38,36,87,46,04-29-2020
14,14,Belarus,14027,846,89,5,2386,11552,92,1484.0,9.0,176625,18692,Europe,13181,84.0,9453,83,46,53,74,116,72,04-29-2020
15,15,Belgium,48519,660,7594,93,11576,29349,769,4186.0,655.0,237963,20532,Europe,47859,7501.0,14286,16,26,13,15,28,21,04-29-2020
16,16,Belize,18,0,2,0,9,7,1,45.0,5.0,995,2502,America,18,2.0,0,94,95,104,88,34,69,04-29-2020
17,17,Benin,64,0,1,0,33,30,0,5.0,0.08,0,0,Africa,69,2.0,34,157,132,143,171,136,97,04-29-2020
18,18,Bhutan,7,0,0,0,5,2,0,9.0,0.0,10045,13018,Asia,7,0.0,2,138,158,144,135,73,124,04-29-2020
19,19,Bolivia,1110,57,59,4,117,934,3,95.0,5.0,5791,496,America,1110,59.0,669,133,118,117,101,142,126,04-29-2020
20,20,Botswana,23,0,1,0,5,17,0,10.0,0.4,6548,2784,Africa,23,1.0,10,187,146,168,85,188,169,04-29-2020
21,21,Brazil,79685,324,5513,2,34132,40040,8318,375.0,26.0,339552,1597,America,78162,5466.0,49842,111,108,125,54,78,125,04-29-2020
22,22,Bulgaria,1488,41,65,1,266,1157,38,214.0,9.0,45208,6506,Europe,1447,64.0,700,60,53,74,96,92,102,04-29-2020
23,23,Burundi,11,0,1,0,4,6,0,0.9,0.08,284,24,Africa,15,1.0,10,179,154,161,186,171,143,04-29-2020
24,24,Cambodia,122,0,0,0,119,3,1,7.0,0.0,11975,716,Asia,122,0.0,0,148,150,166,140,157,174,04-29-2020
25,25,Cameroon,1832,0,61,0,934,837,12,69.0,2.0,0,0,Africa,1832,61.0,977,156,160,163,131,172,164,04-29-2020
26,26,Canada,51597,0,2996,0,20327,28274,557,1367.0,79.0,779613,20656,America,51587,2996.0,23223,12,18,7,10,35,30,04-29-2020
27,27,Chad,52,0,2,0,19,31,0,3.0,0.1,0,0,Africa,52,2.0,25,161,175,177,175,161,178,04-29-2020
28,28,Chile,16023,1138,227,11,8580,7216,392,838.0,12.0,180517,9443,America,14885,216.0,6612,32,1,33,44,23,33,04-29-2020
29,29,Colombia,6211,4,278,0,1411,4522,118,122.0,5.0,95085,1869,America,6211,278.0,3106,74,44,41,49,51,22,04-29-2020
30,30,Congo,220,13,9,1,19,192,0,40.0,2.0,0,0,Africa,220,9.0,103,150,142,155,122,167,166,04-29-2020
31,31,Croatia,2076,14,69,2,1348,659,20,506.0,17.0,36221,8823,Europe,2062,67.0,321,38,33,36,56,57,43,04-29-2020
32,32,Cuba,1467,0,58,0,617,792,14,130.0,5.0,45344,4003,America,1467,58.0,653,33,41,40,118,36,39,04-29-2020
33,33,Cyprus,843,0,15,0,148,680,15,698.0,12.0,53219,44079,Europe,843,20.0,128,25,31,28,39,22,24,04-29-2020
34,34,Denmark,9158,150,452,9,6546,2160,62,1581.0,78.0,193165,33349,Europe,9008,443.0,2327,28,21,20,8,65,34,04-29-2020
35,35,Djibouti,1077,0,2,0,599,476,0,1090.0,2.0,12985,13143,Africa,1077,2.0,642,166,169,170,163,163,157,04-29-2020
36,36,Dominica,16,0,0,0,13,3,0,222.0,0.0,383,5320,America,16,0.0,0,26,35,42,70,59,35,04-29-2020
37,37,Ecuador,24675,0,883,0,1557,22235,146,1399.0,50.0,61529,3487,America,24675,883.0,16817,93,133,107,97,96,111,04-29-2020
38,38,Egypt,5268,0,380,0,1335,3553,0,51.0,4.0,90000,879,Africa,5268,380.0,2763,115,141,110,115,43,63,04-29-2020
39,39,Eritrea,39,0,0,0,19,20,0,11.0,0.0,0,0,Africa,39,0.0,4,169,167,176,187,148,158,04-29-2020
40,40,Estonia,1689,23,52,2,249,1388,9,1273.0,39.0,52741,39758,Europe,1666,50.0,264,69,43,48,60,115,77,04-29-2020
41,41,Ethiopia,131,1,3,0,59,69,0,1.0,0.03,17842,155,Africa,130,3.0,45,182,176,186,189,169,180,04-29-2020
42,42,Fiji,18,0,0,0,12,6,0,20.0,0.0,1007,1123,Oceania,18,0.0,2,106,71,78,87,124,96,04-29-2020
43,43,Finland,4995,89,211,5,3000,1784,48,902.0,38.0,93900,16947,Europe,4906,206.0,1669,20,27,22,18,44,31,04-29-2020
44,44,France,166420,0,24087,0,48228,94105,4207,2550.0,369.0,463662,7103,Europe,128442,24087.0,22236,3,12,6,4,4,1,04-29-2020
45,45,Gabon,276,0,3,0,67,206,1,124.0,1.0,724,325,Africa,276,3.0,189,144,136,141,95,143,139,04-29-2020
46,46,Gambia,11,1,1,0,8,2,0,5.0,0.4,401,166,Africa,11,1.0,2,143,155,153,158,109,146,04-29-2020
47,47,Georgia,539,22,6,0,178,355,6,135.0,2.0,13673,3428,Europe,517,6.0,211,44,61,76,125,84,114,04-29-2020
48,48,Germany,161845,306,6470,3,123500,31875,2415,1932.0,77.0,2547052,30400,Europe,159119,6288.0,28669,22,20,14,3,41,25,04-29-2020
49,49,Ghana,2074,403,17,1,212,1845,4,67.0,0.5,113497,3653,Africa,1671,16.0,1030,149,149,139,166,158,135,04-29-2020
50,50,Greece,2576,0,139,0,577,1860,41,247.0,13.0,72130,6920,Europe,2576,139.0,384,7,6,23,30,11,14,04-29-2020
51,51,Grenada,20,0,0,0,13,7,4,178.0,0.0,1406,12495,America,20,0.0,6,49,82,68,67,49,85,04-29-2020
52,52,Guatemala,585,28,16,0,65,504,5,33.0,0.9,7200,402,America,585,16.0,389,129,106,113,130,99,78,04-29-2020
53,53,Guinea,1351,0,7,0,313,1031,0,103.0,0.5,0,0,Africa,1351,7.0,947,167,166,172,159,160,161,04-29-2020
54,54,Guyana,78,4,8,0,18,52,3,99.0,10.0,519,660,America,78,8.0,23,98,126,116,109,104,128,04-29-2020
55,55,Haiti,76,0,7,1,8,61,0,7.0,0.6,776,68,America,76,6.0,35,153,152,145,155,139,138,04-29-2020
56,56,Honduras,771,33,71,5,79,621,10,78.0,7.0,3643,368,America,771,71.0,345,92,119,129,100,48,131,04-29-2020
57,57,Hungary,2775,48,312,12,581,1882,54,287.0,32.0,72951,7552,Europe,2775,312.0,1123,62,40,43,59,105,66,04-29-2020
58,58,Iceland,1797,0,10,0,1656,131,0,5266.0,29.0,47573,139411,Europe,1797,10.0,70,19,24,16,14,27,15,04-29-2020
59,59,India,33610,548,1079,0,8437,24094,0,24.0,0.8,830201,602,Asia,33050,1074.0,20670,19,13,121,133,118,112,04-29-2020
60,60,Indonesia,10118,347,792,8,1522,7804,0,37.0,3.0,94599,346,Asia,9771,784.0,4635,103,156,106,154,90,92,04-29-2020
61,61,Iran,94640,983,6028,71,75103,13509,2976,1127.0,72.0,463295,5516,Asia,93657,5957.0,17268,96,113,114,94,58,93,04-29-2020
62,62,Iraq,2003,0,92,0,1346,565,0,50.0,2.0,86708,2156,Asia,2003,92.0,588,126,130,124,117,75,103,04-29-2020
63,63,Ireland,20253,0,1190,0,13386,5677,129,4102.0,241.0,153954,31179,Europe,20253,1190.0,7706,27,13,25,25,32,19,04-29-2020
64,64,Israel,15870,36,219,4,8412,7239,117,1834.0,25.0,364467,42108,Asia,15834,215.0,3333,23,7,24,19,40,28,04-29-2020
65,65,Italy,203591,0,27682,0,71252,104657,1795,3367.0,458.0,1910761,31603,Europe,203591,27682.0,38436,6,14,11,11,3,2,04-29-2020
66,66,Jamaica,396,0,7,0,29,360,3,134.0,2.0,3993,1348,America,396,7.0,271,36,87,69,89,8,53,04-29-2020
67,67,Japan,13965,70,425,12,2368,11172,306,110.0,3.0,164255,1299,Asia,14088,415.0,5506,1,3,1,13,9,10,04-29-2020
68,68,Jordan,451,0,8,0,356,87,5,44.0,0.8,63737,6247,Asia,451,8.0,50,101,83,84,98,100,83,04-29-2020
69,69,Kazakhstan,3356,218,25,0,858,2473,41,179.0,1.0,249527,13289,Asia,3205,25.0,1874,122,52,62,112,135,64,04-29-2020
70,70,Kenya,396,12,17,2,144,235,2,7.0,0.3,20268,377,Africa,384,15.0,159,162,135,142,152,178,140,04-29-2020
71,71,Kuwait,4024,284,26,2,1539,2459,66,942.0,6.0,179000,41915,Asia,3740,24.0,2335,68,54,46,41,68,45,04-29-2020
72,72,Kyrgyzstan,746,17,8,0,462,276,12,114.0,1.0,51472,7889,Asia,746,8.0,280,123,122,135,146,134,151,04-29-2020
73,73,Laos,19,0,0,0,8,11,0,3.0,0.0,1927,265,Asia,19,0.0,0,147,147,154,157,155,165,04-29-2020
74,74,Latvia,858,9,15,0,348,495,3,455.0,8.0,57886,30689,Europe,849,15.0,183,82,56,67,77,121,105,04-29-2020
75,75,Lebanon,725,4,24,0,150,551,44,106.0,4.0,34499,5054,Asia,721,24.0,63,95,88,93,46,97,91,04-29-2020
76,76,Liberia,141,0,16,0,45,80,0,28.0,3.0,0,0,Africa,141,16.0,82,181,191,187,181,176,186,04-29-2020
77,77,Libya,61,0,2,0,18,41,0,9.0,0.3,1623,236,Africa,61,2.0,13,107,102,97,84,94,87,04-29-2020
78,78,Lithuania,1385,10,45,0,589,751,17,509.0,17.0,125555,46121,Europe,1375,45.0,389,63,48,52,71,93,73,04-29-2020
79,79,Luxembourg,3769,0,89,0,3134,546,21,6021.0,142.0,41758,66708,Europe,3769,89.0,396,18,22,5,5,31,16,04-29-2020
80,80,Madagascar,128,0,0,0,92,36,1,5.0,0.0,3228,117,Africa,128,0.0,18,172,168,167,190,173,159,04-29-2020
81,81,Malawi,36,0,3,0,7,26,1,2.0,0.2,744,39,Africa,36,3.0,20,189,187,182,161,187,185,04-29-2020
82,82,Malaysia,6002,57,102,2,4171,1729,40,185.0,3.0,160296,4953,Asia,5945,100.0,873,89,49,55,93,86,49,04-29-2020
83,83,Maldives,396,118,1,0,17,378,2,733.0,2.0,5296,9798,Asia,277,0.0,256,130,134,128,76,147,147,04-29-2020
84,84,Mali,482,0,25,0,129,328,0,24.0,1.0,2172,107,Africa,482,25.0,334,183,180,178,179,170,163,04-29-2020
85,85,Malta,465,2,4,0,351,110,1,1053.0,9.0,32989,74713,Europe,463,4.0,64,21,38,31,37,2,5,04-29-2020
86,86,Mauritania,8,0,1,0,6,1,0,2.0,0.2,1032,222,Africa,7,1.0,0,158,163,169,141,151,162,04-29-2020
87,87,Mauritius,332,0,10,0,310,12,3,261.0,8.0,14445,11358,Africa,334,10.0,10,78,77,90,69,113,84,04-29-2020
88,88,Mexico,17799,1047,1732,163,11423,4644,378,138.0,13.0,81912,635,America,17799,1732.0,11952,55,65,51,55,63,61,04-29-2020
89,89,Moldova,3897,126,116,5,1182,2599,237,966.0,29.0,11763,2916,Europe,3771,111.0,1722,88,64,91,108,106,101,04-29-2020
90,90,Monaco,95,0,4,0,58,33,1,2421.0,102.0,0,0,Europe,95,4.0,2,9,30,18,12,12,13,04-29-2020
91,91,Mongolia,38,0,0,0,10,28,0,12.0,0.0,7455,2274,Asia,38,0.0,8,131,148,136,145,138,145,04-29-2020
92,92,Morocco,4359,38,168,0,969,3222,1,118.0,5.0,33922,919,Africa,4321,168.0,2297,110,111,94,99,17,29,04-29-2020
93,93,Mozambique,76,0,0,0,12,64,0,2.0,0.0,1896,61,Africa,76,0.0,47,180,190,185,160,168,184,04-29-2020
94,94,Myanmar,150,0,6,0,27,117,0,3.0,0.1,7718,142,Asia,150,6.0,76,139,162,175,136,129,190,04-29-2020
95,95,Namibia,16,0,0,0,8,8,0,6.0,0.0,704,277,Africa,16,0.0,0,177,173,165,66,189,168,04-29-2020
96,96,Nepal,57,0,0,0,16,41,0,2.0,0.0,57189,1963,Asia,57,0.0,41,142,161,160,170,98,150,04-29-2020
97,97,Netherlands,39316,514,4795,84,0,34271,783,2295.0,280.0,219744,12824,Europe,38802,4711.0,10649,13,15,8,9,19,17,04-29-2020
98,98,Nicaragua,13,0,3,0,7,3,0,2.0,0.5,0,0,America,14,4.0,5,117,96,101,104,74,71,04-29-2020
99,99,Niger,713,0,32,0,435,246,0,29.0,1.0,5148,213,Africa,713,32.0,129,190,184,188,185,177,170,04-29-2020
100,100,Nigeria,1728,0,51,0,307,1370,2,8.0,0.2,13689,66,Africa,1728,51.0,1321,163,188,184,176,175,187,04-29-2020
101,101,Norway,7710,0,207,0,32,7471,40,1422.0,38.0,169124,31197,Europe,7667,202.0,990,15,4,3,16,18,11,04-29-2020
102,102,Oman,2348,74,11,1,495,1842,17,460.0,2.0,40459,7923,Asia,2274,10.0,1364,72,59,59,62,1,8,04-29-2020
103,103,Pakistan,16117,592,358,15,4105,11654,111,73.0,2.0,174160,788,Asia,15759,346.0,9254,124,183,133,142,85,122,04-29-2020
104,104,Panama,6378,178,178,2,527,5673,92,1478.0,41.0,29837,6915,America,6378,178.0,2627,47,93,70,53,67,95,04-29-2020
105,105,Paraguay,249,10,9,0,111,129,1,35.0,1.0,8891,1247,America,249,9.0,75,71,57,73,91,52,57,04-29-2020
106,106,Peru,33931,0,943,0,10037,22951,623,1029.0,29.0,296262,8985,America,33931,943.0,22456,105,103,115,78,119,129,04-29-2020
107,107,Philippines,8488,276,568,10,1043,6877,31,77.0,5.0,104146,950,Asia,8212,558.0,2759,113,50,54,124,126,60,04-29-2020
108,108,Poland,12781,141,628,4,3236,8917,160,338.0,17.0,338027,8931,Europe,12640,624.0,5058,45,5,34,58,89,50,04-29-2020
109,109,Portugal,25045,540,989,16,1519,22537,172,2456.0,97.0,395771,38814,Europe,24505,973.0,6414,29,34,32,28,13,12,04-29-2020
110,110,Qatar,13409,845,10,0,1372,12027,72,4654.0,3.0,94500,32801,Asia,12564,10.0,8853,66,55,47,27,53,44,04-29-2020
111,111,Romania,12240,262,695,2,4017,7528,221,636.0,36.0,175374,9116,Europe,11978,675.0,4762,80,78,72,107,111,99,04-29-2020
112,112,Russia,106498,7099,1073,101,11619,93806,2300,730.0,7.0,3490000,23915,Europe,99399,972.0,74909,91,69,100,75,127,130,04-29-2020
113,113,Rwanda,225,0,0,0,98,127,0,17.0,0.0,8464,653,Africa,225,0.0,89,185,185,171,177,181,172,04-29-2020
114,114,Senegal,933,51,9,0,334,590,1,56.0,0.5,466,28,Africa,882,9.0,568,151,105,118,143,132,59,04-29-2020
115,115,Seychelles,11,0,0,0,6,5,0,112.0,0.0,0,0,Africa,11,0.0,0,108,73,83,52,83,56,04-29-2020
116,116,Singapore,16169,528,14,0,1188,14967,22,2764.0,2.0,143919,24600,Asia,15641,14.0,11942,30,29,27,38,14,6,04-29-2020
117,117,Slovakia,1396,5,23,1,524,849,8,256.0,4.0,85922,15738,Europe,1391,22.0,528,42,39,39,45,88,62,04-29-2020
118,118,Slovenia,1429,11,91,2,233,1105,22,687.0,44.0,52948,25469,Europe,1418,89.0,170,34,23,29,29,62,38,04-29-2020
119,119,Somalia,582,0,28,0,20,534,2,37.0,2.0,0,0,Africa,582,28.0,502,173,179,189,191,154,179,04-29-2020
120,120,Spain,239639,2740,24543,268,137984,77112,2676,5125.0,525.0,1455306,31126,Europe,212917,24275.0,32843,5,11,19,24,6,7,04-29-2020
121,121,Sudan,375,0,28,0,32,315,0,9.0,0.6,0,0,Africa,375,28.0,343,154,159,148,169,149,134,04-29-2020
122,122,Suriname,10,0,1,0,8,1,0,17.0,2.0,404,689,America,10,1.0,0,77,94,105,72,77,110,04-29-2020
123,123,Sweden,21092,790,2586,124,1005,17501,531,2088.0,256.0,119500,11833,Europe,20302,2462.0,8375,4,28,4,7,21,23,04-29-2020
124,124,Switzerland,29586,179,1737,21,23100,4749,167,3419.0,201.0,266200,30758,Europe,29324,1407.0,2988,8,10,2,2,26,20,04-29-2020
125,125,Syria,43,0,3,0,21,19,0,2.0,0.2,0,0,Asia,43,3.0,10,114,107,112,119,91,108,04-29-2020
126,126,Thailand,2954,7,54,0,2684,216,61,42.0,0.8,178083,2551,Asia,2954,54.0,282,99,74,57,64,102,47,04-29-2020
127,127,Togo,116,7,9,2,65,42,0,14.0,1.0,6882,831,Africa,109,7.0,28,159,170,156,180,159,152,04-29-2020
128,128,Tunisia,980,0,40,0,294,646,20,83.0,3.0,22062,1867,Africa,980,40.0,200,90,114,77,79,46,52,04-29-2020
129,129,Turkey,117589,0,3081,0,44040,70468,1574,1394.0,37.0,991613,11757,Asia,117589,3081.0,48197,73,109,96,82,33,70,04-29-2020
130,130,Uganda,81,0,0,0,52,29,0,2.0,0.0,29279,640,Africa,81,0.0,26,186,138,162,168,179,149,04-29-2020
131,131,Ukraine,10406,540,261,11,1238,8907,138,238.0,6.0,111859,2558,Europe,9866,250.0,5705,70,47,60,111,101,79,04-29-2020
132,132,Uruguay,630,5,15,0,412,203,11,181.0,4.0,19016,5474,America,630,15.0,137,37,68,50,33,50,65,04-29-2020
133,133,Uzbekistan,2017,15,9,0,1126,882,8,60.0,0.3,242536,7247,Asia,2002,9.0,700,100,144,109,120,112,117,04-29-2020
134,134,Venezuela,331,0,10,0,142,179,2,12.0,0.4,458737,16132,America,331,10.0,134,52,76,65,68,29,54,04-29-2020
135,135,Vietnam,270,0,0,0,219,51,8,3.0,0.0,261004,2681,Asia,270,0.0,2,116,104,140,147,130,160,04-29-2020
136,136,Yemen,6,0,2,2,1,3,0,0.2,0.07,120,4,Asia,6,0.0,5,141,165,146,182,82,120,04-29-2020
137,137,Zambia,97,0,3,0,54,40,1,5.0,0.2,5284,287,Africa,97,3.0,49,188,171,174,148,190,182,04-29-2020
138,138,Zimbabwe,40,8,4,0,5,31,0,3.0,0.3,7642,514,Africa,40,4.0,17,184,98,147,110,191,155,04-29-2020
