,Unnamed: 0,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop,Region,Cases,Deaths,Confirmed cases in the last 14 days,Attainment of goals / Health / Level (DALE),Attainment of goals / Health / Distribution,Attainment of goals / Health / Overall goal attainment,Health expenditure per capita in international dollars,Performance / On level of health,Performance / Overall health system performance,date
41,41,Ethiopia,114,3,3,0,16,95,0,1.0,0.03,8698,76,Africa,111,3,67,182,176,186,189,169,180,04-23-2020
42,42,Fiji,18,0,0,0,3,15,0,20.0,0.0,0,0,Oceania,18,0,4,106,71,78,87,124,96,04-23-2020
43,43,Finland,4014,146,141,43,2000,1873,63,724.0,25.0,61800,11154,Europe,3868,98,1692,20,27,22,18,44,31,04-23-2020
44,44,France,158050,2667,20796,531,39181,98073,5433,2421.0,319.0,463662,7103,Europe,114657,20265,40267,3,12,6,4,4,1,04-23-2020
45,45,Gabon,120,0,1,0,7,112,2,54.0,0.4,572,257,Africa,120,1,99,144,136,141,95,143,139,04-23-2020
46,46,Gambia,10,0,1,0,2,7,0,4.0,0.4,316,131,Africa,10,1,6,143,155,153,158,109,146,04-23-2020
47,47,Georgia,408,6,4,0,97,307,6,102.0,1.0,7611,1908,Europe,402,4,214,44,61,76,125,84,114,04-23-2020
48,48,Germany,148206,1141,5024,162,95200,47982,2889,1769.0,60.0,1728357,20629,Europe,143457,4598,44232,22,20,14,3,41,25,04-23-2020
49,49,Ghana,1042,0,9,0,99,934,4,34.0,0.3,68591,2207,Africa,1042,9,755,149,149,139,166,158,135,04-23-2020
50,50,Greece,2401,156,121,5,577,1703,59,230.0,12.0,55666,5341,Europe,2245,116,490,7,6,23,30,11,14,04-23-2020
51,51,Grenada,14,0,0,0,6,8,4,124.0,0.0,92,818,America,14,0,2,49,82,68,67,49,85,04-23-2020
52,52,Guatemala,294,5,7,0,24,263,3,16.0,0.4,7200,402,America,294,7,220,129,106,113,130,99,78,04-23-2020
53,53,Guinea,688,66,6,1,127,555,0,52.0,0.5,0,0,Africa,622,5,494,167,166,172,159,160,161,04-23-2020
54,54,Guyana,66,1,7,0,9,50,5,84.0,9.0,328,417,America,66,7,35,98,126,116,109,104,128,04-23-2020
55,55,Haiti,57,0,3,0,0,54,0,5.0,0.3,618,54,America,57,3,33,153,152,145,155,139,138,04-23-2020
56,56,Honduras,494,17,46,0,29,419,10,50.0,5.0,2535,256,America,494,46,189,92,119,129,100,48,131,04-23-2020
57,57,Hungary,2098,114,213,14,287,1598,82,217.0,22.0,50052,5181,Europe,2098,213,1281,62,40,43,59,105,66,04-23-2020
58,58,Iceland,1778,5,10,0,1417,351,5,5210.0,29.0,43831,128445,Europe,1773,10,211,19,24,16,14,27,15,04-23-2020
59,59,India,18985,446,603,11,3273,15109,0,14.0,0.4,401586,291,Asia,18600,590,14179,19,13,121,133,118,112,04-23-2020
60,60,Indonesia,7135,375,616,26,842,5677,0,26.0,2.0,50370,184,Asia,6760,590,4269,103,156,106,154,90,92,04-23-2020
61,61,Iran,84802,1297,5297,88,60965,18540,3357,1010.0,63.0,365723,4354,Asia,83505,5209,23005,96,113,114,94,58,93,04-23-2020
62,62,Iraq,1602,28,83,1,1096,423,0,40.0,2.0,60837,1513,Asia,1574,82,543,126,130,124,117,75,103,04-23-2020
63,63,Ireland,16040,388,730,43,9233,6077,315,3248.0,148.0,111584,22598,Europe,15652,687,10288,27,13,25,25,32,19,04-23-2020
64,64,Israel,13942,229,184,7,4507,9251,139,1611.0,21.0,240303,27763,Asia,13713,177,4809,23,7,24,19,40,28,04-23-2020
65,65,Italy,183957,2729,24648,534,51600,107709,2471,3043.0,408.0,1450150,23985,Europe,181228,24114,48681,6,14,11,11,3,2,04-23-2020
66,66,Jamaica,223,0,6,1,27,190,0,75.0,2.0,1889,638,America,223,6,164,36,87,69,89,8,53,04-23-2020
67,67,Japan,11135,0,263,0,1239,9633,217,88.0,2.0,116725,923,Asia,11118,186,7301,1,3,1,13,9,10,04-23-2020
68,68,Jordan,428,3,7,0,297,124,5,42.0,0.7,33000,3234,Asia,425,7,76,101,83,84,98,100,83,04-23-2020
69,69,Kazakhstan,1995,143,19,0,489,1487,22,106.0,1.0,126727,6749,Asia,1949,19,1279,122,52,62,112,135,64,04-23-2020
70,70,Kenya,296,15,14,0,74,208,2,6.0,0.3,14704,273,Africa,281,14,123,162,135,142,152,178,140,04-23-2020
71,71,Kuwait,2080,85,11,2,412,1657,46,487.0,3.0,0,0,Asia,1995,9,1330,68,54,46,41,68,45,04-23-2020
72,72,Kyrgyzstan,590,22,7,0,216,367,5,90.0,1.0,26147,4008,Asia,590,7,362,123,122,135,146,134,151,04-23-2020
73,73,Laos,19,0,0,0,2,17,0,3.0,0.0,1349,185,Asia,19,0,7,147,147,154,157,155,165,04-23-2020
74,74,Latvia,748,9,9,4,133,606,3,397.0,5.0,37972,20132,Europe,739,5,197,82,56,67,77,121,105,04-23-2020
75,75,Lebanon,677,0,21,0,108,548,27,99.0,3.0,21424,3139,Asia,677,21,136,95,88,93,46,97,91,04-23-2020
76,76,Liberia,101,2,8,0,7,86,0,20.0,2.0,0,0,Africa,99,8,85,181,191,187,181,176,186,04-23-2020
77,77,Libya,51,0,1,0,15,35,0,7.0,0.1,808,118,Africa,51,1,33,107,102,97,84,94,87,04-23-2020
78,78,Lithuania,1350,24,38,1,298,1014,17,496.0,14.0,70753,25990,Europe,1350,37,507,63,48,52,71,93,73,04-23-2020
79,79,Luxembourg,3618,60,78,3,670,2870,32,5780.0,125.0,34962,55852,Europe,3558,75,715,18,22,5,5,31,16,04-23-2020
80,80,Madagascar,121,0,0,0,44,77,1,4.0,0.0,2357,85,Africa,121,0,44,172,168,167,190,173,159,04-23-2020
81,81,Malawi,18,1,2,0,3,13,1,0.9,0.1,429,22,Africa,17,2,12,189,187,182,161,187,185,04-23-2020
82,82,Malaysia,5482,57,92,3,3349,2041,43,169.0,3.0,108216,3344,Asia,5425,89,1632,89,49,55,93,86,49,04-23-2020
83,83,Maldives,83,14,0,0,16,67,2,154.0,0.0,4139,7657,Asia,69,0,50,130,134,128,76,147,147,04-23-2020
84,84,Mali,258,12,14,0,57,187,0,13.0,0.7,0,0,Africa,246,14,199,183,180,178,179,170,163,04-23-2020
85,85,Malta,443,12,3,0,150,290,2,1003.0,7.0,25645,58080,Europe,431,3,190,21,38,31,37,2,5,04-23-2020
86,86,Mauritania,7,0,1,0,6,0,0,2.0,0.2,913,196,Africa,7,1,1,158,163,169,141,151,162,04-23-2020
87,87,Mauritius,328,0,9,0,243,76,3,258.0,7.0,9755,7670,Africa,328,9,84,78,77,90,69,113,84,04-23-2020
88,88,Mexico,8772,511,712,26,2627,5433,378,68.0,6.0,49570,384,America,8772,712,6333,55,65,51,55,63,61,04-23-2020
89,89,Moldova,2614,66,72,2,505,2037,212,648.0,18.0,11763,2916,Europe,2548,70,1583,88,64,91,108,106,101,04-23-2020
90,90,Monaco,94,0,3,0,26,65,2,2395.0,76.0,0,0,Europe,98,3,21,9,30,18,12,12,13,04-23-2020
91,91,Mongolia,34,1,0,0,8,26,0,10.0,0.0,6800,2074,Asia,34,0,19,131,148,136,145,138,145,04-23-2020
92,92,Morocco,3209,163,145,2,393,2671,1,87.0,4.0,18100,490,Africa,3046,143,1926,110,111,94,99,17,29,04-23-2020
93,93,Mozambique,39,0,0,0,8,31,0,1.0,0.0,1163,37,Africa,39,0,29,180,190,185,160,168,184,04-23-2020
94,94,Myanmar,121,2,5,0,7,109,0,2.0,0.09,5198,96,Asia,119,5,97,139,162,175,136,129,190,04-23-2020
95,95,Namibia,16,0,0,0,6,10,0,6.0,0.0,524,206,Africa,16,0,0,177,173,165,66,189,168,04-23-2020
96,96,Nepal,43,12,0,0,4,39,0,1.0,0.0,29567,1015,Asia,31,0,22,142,161,160,170,98,150,04-23-2020
97,97,Netherlands,34134,729,3916,165,0,29968,1087,1992.0,229.0,171415,10004,Europe,33405,3751,14602,13,15,8,9,19,17,04-23-2020
98,98,Nicaragua,10,0,2,0,6,2,0,2.0,0.3,0,0,America,13,2,7,117,96,101,104,74,71,04-23-2020
99,99,Niger,655,7,20,0,124,511,0,27.0,0.8,4715,195,Africa,655,20,402,190,184,188,185,177,170,04-23-2020
100,100,Nigeria,665,0,22,0,188,455,2,3.0,0.1,8003,39,Africa,665,22,427,163,188,184,176,175,187,04-23-2020
101,101,Norway,7191,35,182,1,32,6977,58,1326.0,34.0,145279,26798,Europe,7113,154,1358,15,4,3,16,18,11,04-23-2020
102,102,Oman,1508,98,8,1,238,1262,3,295.0,2.0,0,0,Asia,1508,8,1137,72,59,59,62,1,8,04-23-2020
103,103,Pakistan,9565,673,201,25,2073,7291,46,43.0,0.9,111806,506,Asia,9216,192,5352,124,183,133,142,85,122,04-23-2020
104,104,Panama,4658,191,136,10,204,4318,98,1080.0,32.0,20996,4866,America,4658,136,2558,47,93,70,53,67,95,04-23-2020
105,105,Paraguay,208,0,8,0,53,147,1,29.0,1.0,5501,771,America,208,8,95,71,57,73,91,52,57,04-23-2020
106,106,Peru,17837,1512,484,39,6982,10371,380,541.0,15.0,155724,4723,America,16325,445,13764,105,103,115,78,119,129,04-23-2020
107,107,Philippines,6599,140,437,9,654,5508,1,60.0,4.0,64845,592,Asia,6459,428,2799,113,50,54,124,126,60,04-23-2020
108,108,Poland,9856,263,401,21,1297,8158,160,260.0,11.0,224355,5928,Europe,9593,380,5180,45,5,34,58,89,50,04-23-2020
109,109,Portugal,21379,516,762,27,917,19700,213,2097.0,75.0,271962,26672,Europe,20863,735,9133,29,34,32,28,13,12,04-23-2020
110,110,Qatar,6533,518,9,0,614,5910,37,2268.0,3.0,66725,23160,Asia,6015,9,4183,66,55,47,27,53,44,04-23-2020
111,111,Romania,9242,306,498,20,2153,6591,245,480.0,26.0,101552,5279,Europe,8936,451,4879,80,78,72,107,111,99,04-23-2020
112,112,Russia,52763,5642,456,51,3873,48434,700,362.0,3.0,2142604,14682,Europe,47121,405,40778,91,69,100,75,127,130,04-23-2020
113,113,Rwanda,150,3,0,0,84,66,0,12.0,0.0,6959,537,Africa,147,0,42,185,185,171,177,181,172,04-23-2020
114,114,Senegal,412,35,5,0,242,165,1,25.0,0.3,466,28,Africa,377,5,151,151,105,118,143,132,59,04-23-2020
115,115,Seychelles,11,0,0,0,5,6,0,112.0,0.0,0,0,Africa,11,0,1,108,73,83,52,83,56,04-23-2020
116,116,Singapore,9125,1111,11,0,839,8275,23,1560.0,2.0,94796,16203,Asia,6588,11,5213,30,29,27,38,14,6,04-23-2020
117,117,Slovakia,1199,26,14,1,258,927,7,220.0,3.0,49428,9053,Europe,1173,13,639,42,39,39,45,88,62,04-23-2020
118,118,Slovenia,1344,9,77,0,197,1070,25,646.0,37.0,42976,20672,Europe,1335,74,314,34,23,29,29,62,38,04-23-2020
119,119,Somalia,286,49,8,0,4,274,2,18.0,0.5,0,0,Africa,237,8,230,173,179,189,191,154,179,04-23-2020
120,120,Spain,204178,3968,21282,430,82514,100382,7705,4367.0,455.0,930230,19896,Europe,200210,20852,65178,5,11,19,24,6,7,04-23-2020
121,121,Sudan,107,0,12,0,8,87,0,2.0,0.3,0,0,Africa,92,12,80,154,159,148,169,149,134,04-23-2020
122,122,Suriname,10,0,1,0,6,3,0,17.0,2.0,0,0,America,10,1,0,77,94,105,72,77,110,04-23-2020
123,123,Sweden,15322,545,1765,185,550,13007,515,1517.0,175.0,94500,9357,Europe,14777,1580,7571,4,28,4,7,21,23,04-23-2020
124,124,Switzerland,28063,119,1478,49,19400,7185,386,3243.0,171.0,227554,26293,Europe,27826,1141,6252,8,10,2,2,26,20,04-23-2020
125,125,Syria,42,3,3,0,6,33,0,2.0,0.2,0,0,Asia,39,3,20,114,107,112,119,91,108,04-23-2020
126,126,Thailand,2811,19,48,1,2108,655,61,40.0,0.7,142589,2043,Asia,2792,47,534,99,74,57,64,102,47,04-23-2020
127,127,Togo,84,0,6,0,53,25,0,10.0,0.7,4381,529,Africa,84,6,26,159,170,156,180,159,152,04-23-2020
128,128,Tunisia,884,0,38,0,148,698,35,75.0,3.0,17287,1463,Africa,884,38,310,90,114,77,79,46,52,04-23-2020
129,129,Turkey,95591,4611,2259,119,14918,78414,1865,1133.0,27.0,713409,8459,Asia,90980,2140,60763,73,109,96,82,33,70,04-23-2020
130,130,Uganda,58,2,0,0,38,20,0,1.0,0.0,13742,300,Africa,56,0,4,186,138,162,168,179,149,04-23-2020
131,131,Ukraine,6125,415,161,10,367,5597,45,140.0,4.0,61997,1418,Europe,6125,161,4806,70,47,60,111,101,79,04-23-2020
132,132,Uruguay,535,0,11,1,313,211,13,154.0,3.0,13396,3856,America,602,10,187,37,68,50,33,50,65,04-23-2020
133,133,Uzbekistan,1678,51,6,1,357,1315,8,50.0,0.2,150000,4482,Asia,1657,5,1260,100,144,109,120,112,117,04-23-2020
134,134,Venezuela,285,0,10,0,117,158,4,10.0,0.4,347236,12211,America,256,9,97,52,76,65,68,29,54,04-23-2020
135,135,Vietnam,268,0,0,0,216,52,8,3.0,0.0,206253,2119,Asia,276,0,31,116,104,140,147,130,160,04-23-2020
136,136,Yemen,1,0,0,0,0,1,0,0.03,0.0,0,0,Asia,1,0,1,141,165,146,182,82,120,04-23-2020
137,137,Zambia,70,5,3,0,35,32,1,4.0,0.2,2586,141,Africa,65,3,26,188,171,174,148,190,182,04-23-2020
138,138,Zimbabwe,25,0,3,0,2,20,0,2.0,0.2,3308,223,Africa,25,3,16,184,98,147,110,191,155,04-23-2020
