,Unnamed: 0,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop,Region,Cases,Deaths,Confirmed cases in the last 14 days,Attainment of goals / Health / Level (DALE),Attainment of goals / Health / Distribution,Attainment of goals / Health / Overall goal attainment,Health expenditure per capita in international dollars,Performance / On level of health,Performance / Overall health system performance,date
18,18,Bhutan,7,0,0,0,5,2,0,9.0,0.0,10548,13670,Asia,7,0,2,138,158,144,135,73,124,05-02-2020
19,19,Bolivia,1229,62,66,4,134,1029,3,105.0,6.0,5791,496,America,1229,66,736,133,118,117,101,142,126,05-02-2020
20,20,Botswana,23,0,1,0,8,14,0,10.0,0.4,7675,3264,Africa,23,1,8,187,146,168,85,188,169,05-02-2020
21,21,Brazil,96559,4450,6750,340,40937,48872,8318,454.0,32.0,339552,1597,America,91589,6329,57907,111,108,125,54,78,125,05-02-2020
22,22,Bulgaria,1594,39,72,4,287,1235,43,229.0,10.0,47636,6856,Europe,1588,69,742,60,53,74,96,92,102,05-02-2020
23,23,Burundi,15,4,1,0,7,7,0,1.0,0.08,284,24,Africa,15,1,9,179,154,161,186,171,143,05-02-2020
24,24,Cambodia,122,0,0,0,120,2,1,7.0,0.0,12222,731,Asia,122,0,0,148,150,166,140,157,174,05-02-2020
25,25,Cameroon,2077,245,64,3,953,1060,12,78.0,2.0,0,0,Africa,2069,61,1053,156,160,163,131,172,164,05-02-2020
26,26,Canada,56714,1653,3566,175,23801,29347,557,1503.0,94.0,832222,22050,America,55061,3391,23189,12,18,7,10,35,30,05-02-2020
27,27,Chad,117,44,10,5,39,68,0,7.0,0.6,0,0,Africa,73,5,40,161,175,177,175,161,178,05-02-2020
28,28,Chile,18435,1427,247,13,9572,8616,425,964.0,13.0,199400,10431,America,17008,234,7756,32,1,33,44,23,33,05-02-2020
29,29,Colombia,7285,279,324,10,1666,5295,118,143.0,6.0,108950,2141,America,7006,314,3567,74,44,41,49,51,22,05-02-2020
30,30,Comoros,3,2,0,0,0,3,0,3.0,0.0,0,0,Africa,1,0,1,146,143,137,165,141,118,05-02-2020
31,31,Congo,229,0,9,0,25,195,0,41.0,2.0,0,0,Africa,229,10,86,150,142,155,122,167,166,05-02-2020
32,32,Croatia,2088,3,77,2,1463,548,17,509.0,19.0,37557,9148,Europe,2085,75,271,38,33,36,56,57,43,05-02-2020
33,33,Cuba,1611,74,66,2,765,780,10,142.0,6.0,51506,4547,America,1537,64,614,33,41,40,118,36,39,05-02-2020
34,34,Cyprus,864,7,15,0,296,553,15,716.0,12.0,62267,51573,Europe,857,20,122,25,31,28,39,22,24,05-02-2020
35,35,Denmark,9407,96,475,15,6889,2043,60,1624.0,82.0,221912,38312,Europe,9311,460,2238,28,21,20,8,65,34,05-02-2020
36,36,Djibouti,1112,15,2,0,686,424,0,1126.0,2.0,13856,14024,Africa,1097,2,365,166,169,170,163,163,157,05-02-2020
37,37,Dominica,16,0,0,0,13,3,0,222.0,0.0,383,5320,America,16,0,0,26,35,42,70,59,35,05-02-2020
38,38,Ecuador,27464,1128,1371,308,2132,23961,149,1557.0,78.0,73929,4190,America,26336,1063,17886,93,133,107,97,96,111,05-02-2020
39,39,Egypt,6193,298,415,9,1522,4256,0,61.0,4.0,90000,879,Africa,5895,406,3051,115,141,110,115,43,63,05-02-2020
40,40,Eritrea,39,0,0,0,26,13,0,11.0,0.0,0,0,Africa,39,0,4,169,167,176,187,148,158,05-02-2020
41,41,Estonia,1699,5,53,1,256,1390,7,1281.0,40.0,54464,41057,Europe,1694,52,235,69,43,48,60,115,77,05-02-2020
42,42,Ethiopia,133,0,3,0,69,61,0,1.0,0.03,20770,181,Africa,133,3,37,182,176,186,189,169,180,05-02-2020
43,43,Fiji,18,0,0,0,14,4,0,20.0,0.0,1007,1123,Oceania,18,0,1,106,71,78,87,124,96,05-02-2020
44,44,Finland,5176,125,220,2,3000,1956,52,934.0,40.0,101800,18373,Europe,5051,218,1562,20,27,22,18,44,31,05-02-2020
45,45,France,168396,1050,24760,166,50562,93074,3827,2580.0,379.0,1100228,16856,Europe,130185,24594,20933,3,12,6,4,4,1,05-02-2020
46,46,Gabon,335,59,5,2,85,245,1,151.0,2.0,724,325,Africa,308,4,200,144,136,141,95,143,139,05-02-2020
47,47,Gambia,17,5,1,0,9,7,0,7.0,0.4,401,166,Africa,12,1,3,143,155,153,158,109,146,05-02-2020
48,48,Georgia,582,16,8,1,207,367,6,146.0,2.0,15904,3987,Europe,582,8,212,44,61,76,125,84,114,05-02-2020
49,49,Germany,164967,890,6812,76,129000,29155,2105,1969.0,81.0,2547052,30400,Europe,161703,6575,24264,22,20,14,3,41,25,05-02-2020
50,50,Ghana,2169,95,18,1,229,1922,4,70.0,0.6,113497,3653,Africa,2074,17,1433,149,149,139,166,158,135,05-02-2020
51,51,Greece,2620,8,143,3,1374,1103,37,251.0,14.0,78207,7503,Europe,2591,140,384,7,6,23,30,11,14,05-02-2020
52,52,Grenada,21,1,0,0,13,8,4,187.0,0.0,1406,12495,America,20,0,6,49,82,68,67,49,85,05-02-2020
53,53,Guatemala,644,45,16,0,72,556,5,36.0,0.9,7200,402,America,644,16,409,129,106,113,130,99,78,05-02-2020
54,54,Guinea,1586,49,7,0,405,1174,0,121.0,0.5,0,0,Africa,1537,7,1060,167,166,172,159,160,161,05-02-2020
55,55,Guyana,82,0,9,0,22,51,2,104.0,11.0,579,736,America,82,9,19,98,126,116,109,104,128,05-02-2020
56,56,Haiti,85,0,8,0,10,67,0,7.0,0.7,848,74,America,85,8,41,153,152,145,155,139,138,05-02-2020
57,57,Honduras,899,95,75,0,112,712,10,91.0,8.0,3643,368,America,899,75,442,92,119,129,100,48,131,05-02-2020
58,58,Hungary,2942,79,335,12,625,1982,52,305.0,35.0,79551,8235,Europe,2942,335,1108,62,40,43,59,105,66,05-02-2020
59,59,Iceland,1798,0,10,0,1706,82,0,5269.0,29.0,50002,146529,Europe,1798,10,44,19,24,16,14,27,15,05-02-2020
60,60,India,39699,2442,1323,100,10819,27557,0,29.0,1.0,976363,708,Asia,37336,1218,22958,19,13,121,133,118,112,05-02-2020
61,61,Indonesia,10843,292,831,31,1665,8347,0,40.0,3.0,107943,395,Asia,10551,800,4628,103,156,106,154,90,92,05-02-2020
62,62,Iran,96448,802,6156,65,77350,12942,2787,1148.0,73.0,484541,5769,Asia,95646,6091,16152,96,113,114,94,58,93,05-02-2020
63,63,Iraq,2219,66,95,1,1473,651,0,55.0,2.0,98253,2443,Asia,2153,94,671,126,130,124,117,75,103,05-02-2020
64,64,Ireland,21176,343,1286,21,13386,6504,99,4289.0,260.0,169377,34302,Europe,20833,1265,6853,27,13,25,25,32,19,05-02-2020
65,65,Israel,16185,84,229,4,9593,6363,105,1870.0,26.0,390022,45060,Asia,16101,225,3119,23,7,24,19,40,28,05-02-2020
66,66,Italy,209328,1900,28710,474,79914,100704,1539,3462.0,475.0,2108837,34879,Europe,207428,28236,34994,6,14,11,11,3,2,05-02-2020
67,67,Jamaica,432,10,8,0,31,393,1,146.0,3.0,4779,1614,America,432,8,269,36,87,69,89,8,53,05-02-2020
68,68,Japan,14305,0,455,0,2975,10875,328,113.0,4.0,174150,1377,Asia,14544,458,4749,1,3,1,13,9,10,05-02-2020
69,69,Jordan,460,1,9,1,367,84,5,45.0,0.9,82092,8046,Asia,459,8,52,101,83,84,98,100,83,05-02-2020
70,70,Kazakhstan,3857,260,25,0,985,2847,41,205.0,1.0,282862,15065,Asia,3671,25,2080,122,52,62,112,135,64,05-02-2020
71,71,Kenya,435,24,22,1,152,261,2,8.0,0.4,21702,404,Africa,411,21,165,162,135,142,152,178,140,05-02-2020
72,72,Kuwait,4619,242,33,3,1703,2883,69,1082.0,8.0,179000,41915,Asia,4377,30,2719,68,54,46,41,68,45,05-02-2020
73,73,Kyrgyzstan,769,13,8,0,527,234,12,118.0,1.0,51472,7889,Asia,769,8,263,123,122,135,146,134,151,05-02-2020
74,74,Laos,19,0,0,0,9,10,0,3.0,0.0,2165,298,Asia,19,0,0,147,147,154,157,155,165,05-02-2020
75,75,Latvia,871,1,16,0,348,507,2,462.0,8.0,63102,33455,Europe,870,16,188,82,56,67,77,121,105,05-02-2020
76,76,Lebanon,733,4,25,1,197,511,43,107.0,4.0,37880,5550,Asia,729,24,61,95,88,93,46,97,91,05-02-2020
77,77,Liberia,152,0,18,0,45,89,0,30.0,4.0,0,0,Africa,152,18,76,181,191,187,181,176,186,05-02-2020
78,78,Libya,63,0,3,0,22,38,0,9.0,0.4,2155,314,Africa,63,3,14,107,102,97,84,94,87,05-02-2020
79,79,Lithuania,1406,7,46,1,632,728,17,516.0,17.0,138270,50792,Europe,1399,45,265,63,48,52,71,93,73,05-02-2020
80,80,Luxembourg,3812,10,92,0,3318,402,23,6090.0,147.0,47460,75817,Europe,3802,92,322,18,22,5,5,31,16,05-02-2020
81,81,Madagascar,135,3,0,0,97,38,1,5.0,0.0,3393,123,Africa,135,0,18,172,168,167,190,173,159,05-02-2020
82,82,Malawi,38,1,3,0,9,26,1,2.0,0.2,831,43,Africa,37,3,20,189,187,182,161,187,185,05-02-2020
83,83,Malaysia,6176,105,103,0,4326,1747,31,191.0,3.0,184213,5692,Asia,6071,103,820,89,49,55,93,86,49,05-02-2020
84,84,Maldives,519,28,1,0,18,500,2,960.0,2.0,8008,14815,Asia,491,1,462,130,134,128,76,147,147,05-02-2020
85,85,Mali,544,36,26,0,206,312,0,27.0,1.0,2172,107,Africa,508,26,318,183,180,178,179,170,163,05-02-2020
86,86,Malta,468,1,4,0,379,85,1,1060.0,9.0,35117,79532,Europe,467,4,45,21,38,31,37,2,5,05-02-2020
87,87,Mauritania,8,0,1,0,6,1,0,2.0,0.2,1032,222,Africa,8,1,1,158,163,169,141,151,162,05-02-2020
88,88,Mauritius,332,0,10,0,314,8,3,261.0,8.0,16028,12603,Africa,334,10,10,78,77,90,69,113,84,05-02-2020
89,89,Mexico,20739,1515,1972,113,12377,6390,378,161.0,15.0,91188,707,America,20739,1972,13864,55,65,51,55,63,61,05-02-2020
90,90,Moldova,4052,72,124,2,1334,2594,237,1004.0,31.0,11763,2916,Europe,3980,122,1716,88,64,91,108,106,101,05-02-2020
91,91,Monaco,95,0,4,0,73,18,1,2421.0,102.0,0,0,Europe,95,4,1,9,30,18,12,12,13,05-02-2020
92,92,Mongolia,39,1,0,0,10,29,0,12.0,0.0,8022,2447,Asia,39,0,8,131,148,136,145,138,145,05-02-2020
93,93,Morocco,4729,160,173,2,1256,3300,1,128.0,5.0,39367,1067,Africa,4569,171,2005,110,111,94,99,17,29,05-02-2020
94,94,Mozambique,79,0,0,0,18,61,0,3.0,0.0,2337,75,Africa,79,0,45,180,190,185,160,168,184,05-02-2020
95,95,Myanmar,151,0,6,0,37,108,0,3.0,0.1,8281,152,Asia,151,6,57,139,162,175,136,129,190,05-02-2020
96,96,Namibia,16,0,0,0,8,8,0,6.0,0.0,704,277,Africa,16,0,0,177,173,165,66,189,168,05-02-2020
97,97,Nepal,59,0,0,0,16,43,0,2.0,0.0,61627,2115,Asia,59,0,29,142,161,160,170,98,150,05-02-2020
98,98,Netherlands,40236,445,4987,94,0,34999,708,2348.0,291.0,225899,13184,Europe,39791,4893,9342,13,15,8,9,19,17,05-02-2020
99,99,Nicaragua,14,0,3,0,7,4,0,2.0,0.5,0,0,America,14,4,5,117,96,101,104,74,71,05-02-2020
100,100,Niger,736,8,35,2,507,194,0,30.0,1.0,5271,218,Africa,728,33,101,190,184,188,185,177,170,05-02-2020
101,101,Nigeria,2388,218,85,17,351,1952,2,12.0,0.4,16588,80,Africa,2170,68,1677,163,188,184,176,175,187,05-02-2020
102,102,Norway,7809,26,211,1,32,7566,37,1440.0,39.0,172586,31835,Europe,7759,204,968,15,4,3,16,18,11,05-02-2020
103,103,Oman,2483,36,12,1,750,1721,17,486.0,2.0,40459,7923,Asia,2447,11,1378,72,59,59,62,1,8,05-02-2020
104,104,Pakistan,19022,930,437,20,4753,13832,111,86.0,2.0,193859,878,Asia,18114,417,10633,124,183,133,142,85,122,05-02-2020
105,105,Panama,6720,188,192,4,622,5906,85,1557.0,44.0,31895,7392,America,6720,192,2510,47,93,70,53,67,95,05-02-2020
106,106,Paraguay,333,67,10,0,115,208,5,47.0,1.0,10342,1450,America,333,10,131,71,57,73,91,52,57,05-02-2020
107,107,Peru,42534,2075,1200,76,12434,28900,671,1290.0,36.0,355604,10785,America,40459,1124,26970,105,103,115,78,119,129,05-02-2020
108,108,Philippines,8928,156,603,24,1124,7201,31,81.0,6.0,115012,1050,Asia,8772,579,2894,113,50,54,124,126,60,05-02-2020
109,109,Poland,13375,270,664,13,3762,8949,160,353.0,18.0,366013,9671,Europe,13105,651,4726,45,5,34,58,89,50,05-02-2020
110,110,Portugal,25190,203,1023,16,1671,22496,150,2470.0,100.0,426836,41860,Europe,25351,1007,6329,29,34,32,28,13,12,05-02-2020
111,111,Qatar,14872,776,12,0,1534,13326,72,5162.0,4.0,101728,35309,Asia,14096,12,9433,66,55,47,27,53,44,05-02-2020
112,112,Romania,12732,165,771,27,4547,7414,265,662.0,40.0,190540,9905,Europe,12567,744,4500,80,78,72,107,111,99,05-02-2020
113,113,Russia,124054,9623,1222,53,15013,107819,2300,850.0,8.0,3945518,27036,Europe,114431,1169,82423,91,69,100,75,127,130,05-02-2020
114,114,Rwanda,255,6,0,0,120,135,0,20.0,0.0,33303,2571,Africa,249,0,106,185,185,171,177,181,172,05-02-2020
115,115,Senegal,1115,91,9,0,368,738,1,67.0,0.5,466,28,Africa,1024,9,682,151,105,118,143,132,59,05-02-2020
116,116,Seychelles,11,0,0,0,6,5,0,112.0,0.0,0,0,Africa,11,0,0,108,73,83,52,83,56,05-02-2020
117,117,Singapore,17548,447,17,1,1347,16184,24,2999.0,3.0,143919,24600,Asia,17101,16,12051,30,29,27,38,14,6,05-02-2020
118,118,Slovakia,1407,4,24,1,608,775,5,258.0,4.0,94770,17358,Europe,1403,23,354,42,39,39,45,88,62,05-02-2020
119,119,Slovenia,1439,5,94,2,239,1106,21,692.0,45.0,55020,26465,Europe,1434,93,130,34,23,29,29,62,38,05-02-2020
120,120,Somalia,671,70,31,3,34,606,2,42.0,2.0,0,0,Africa,601,28,485,173,179,189,191,154,179,05-02-2020
121,121,Spain,245567,2588,25100,276,146233,74234,2386,5252.0,537.0,1528833,32699,Europe,215216,24824,26638,5,11,19,24,6,7,05-02-2020
122,122,Sudan,592,150,41,10,52,499,0,14.0,0.9,0,0,Africa,442,31,410,154,159,148,169,149,134,05-02-2020
123,123,Suriname,10,0,1,0,8,1,0,17.0,2.0,404,689,America,10,1,0,77,94,105,72,77,110,05-02-2020
124,124,Sweden,22082,562,2669,16,1005,18408,531,2186.0,264.0,119500,11833,Europe,21520,2653,8304,4,28,4,7,21,23,05-02-2020
125,125,Switzerland,29817,112,1762,8,24200,3855,141,3445.0,204.0,276000,31890,Europe,29622,1434,2625,8,10,2,2,26,20,05-02-2020
126,126,Syria,44,0,3,0,27,14,0,3.0,0.2,0,0,Asia,44,3,6,114,107,112,119,91,108,05-02-2020
127,127,Tajikistan,76,61,2,2,0,74,0,8.0,0.2,0,0,Asia,15,0,15,120,124,127,126,145,154,05-02-2020
128,128,Thailand,2966,6,54,0,2732,180,61,42.0,0.8,178083,2551,Asia,2960,54,260,99,74,57,64,102,47,05-02-2020
129,129,Togo,123,0,9,0,66,48,0,15.0,1.0,7100,858,Africa,123,9,40,159,170,156,180,159,152,05-02-2020
130,130,Tunisia,1009,11,42,1,323,644,25,85.0,4.0,24055,2035,Africa,998,41,134,90,114,77,79,46,52,05-02-2020
131,131,Turkey,124375,1983,3336,78,58259,62780,1445,1475.0,40.0,1111366,13177,Asia,122392,3258,43846,73,109,96,82,33,70,05-02-2020
132,132,Uganda,88,3,0,0,52,36,0,2.0,0.0,36302,794,Africa,85,0,30,186,138,162,168,179,149,05-02-2020
133,133,Ukraine,11411,550,279,7,1498,9634,151,261.0,6.0,122752,2807,Europe,11411,279,6305,70,47,60,111,101,79,05-02-2020
134,134,Uruguay,652,4,17,0,440,195,10,188.0,5.0,21164,6093,America,648,17,140,37,68,50,33,50,65,05-02-2020
135,135,Uzbekistan,2118,32,9,0,1271,838,8,63.0,0.3,242536,7247,Asia,2094,9,644,100,144,109,120,112,117,05-02-2020
136,136,Venezuela,345,10,10,0,148,187,2,12.0,0.4,477790,16802,America,335,10,108,52,76,65,68,29,54,05-02-2020
137,137,Vietnam,270,0,0,0,219,51,8,3.0,0.0,261004,2681,Asia,270,0,2,116,104,140,147,130,160,05-02-2020
138,138,Yemen,10,3,2,0,1,7,0,0.3,0.07,120,4,Asia,7,2,6,141,165,146,182,82,120,05-02-2020
139,139,Zambia,119,10,3,0,75,41,1,6.0,0.2,5284,287,Africa,109,3,57,188,171,174,148,190,182,05-02-2020
140,140,Zimbabwe,34,0,4,0,5,25,0,2.0,0.3,7642,514,Africa,34,4,10,184,98,147,110,191,155,05-02-2020
