,Unnamed: 0,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop,Region,Cases,Deaths,Confirmed cases in the last 14 days,Attainment of goals / Health / Level (DALE),Attainment of goals / Health / Distribution,Attainment of goals / Health / Overall goal attainment,Health expenditure per capita in international dollars,Performance / On level of health,Performance / Overall health system performance,date
46,46,Gambia,10,0,1,0,8,1,0,4.0,0.4,401,166,Africa,10,1,1,143,155,153,158,109,146,04-26-2020
47,47,Georgia,485,29,6,1,139,340,6,122.0,2.0,9699,2431,Europe,456,5,214,44,61,76,125,84,114,04-26-2020
48,48,Germany,156513,0,5877,0,109800,40836,2570,1868.0,70.0,2072669,24738,Europe,154175,5640,33696,22,20,14,3,41,25,04-26-2020
49,49,Ghana,1550,271,11,1,155,1384,4,50.0,0.4,100622,3238,Africa,1279,10,871,149,149,139,166,158,135,04-26-2020
50,50,Greece,2506,0,130,0,577,1799,47,240.0,12.0,63087,6053,Europe,2506,130,425,7,6,23,30,11,14,04-26-2020
51,51,Grenada,18,0,0,0,7,11,4,160.0,0.0,175,1555,America,18,0,4,49,82,68,67,49,85,04-26-2020
52,52,Guatemala,473,43,13,2,45,415,5,26.0,0.7,7200,402,America,473,13,320,129,106,113,130,99,78,04-26-2020
53,53,Guinea,996,0,7,0,208,781,0,76.0,0.5,0,0,Africa,996,7,746,167,166,172,159,160,161,04-26-2020
54,54,Guyana,74,1,8,1,12,54,5,94.0,10.0,442,562,America,74,8,29,98,126,116,109,104,128,04-26-2020
55,55,Haiti,72,0,6,0,6,60,0,6.0,0.5,719,63,America,72,6,39,153,152,145,155,139,138,04-26-2020
56,56,Honduras,627,36,59,4,65,503,10,63.0,6.0,3457,349,America,627,59,234,92,119,129,100,48,131,04-26-2020
57,57,Hungary,2500,57,272,10,485,1743,61,259.0,28.0,63505,6574,Europe,2500,272,1090,62,40,43,59,105,66,04-26-2020
58,58,Iceland,1790,0,10,0,1570,210,4,5246.0,29.0,45971,134716,Europe,1790,10,101,19,24,16,14,27,15,04-26-2020
59,59,India,26917,634,826,1,5939,20152,0,20.0,0.6,625309,453,Asia,26496,824,18140,19,13,121,133,118,112,04-26-2020
60,60,Indonesia,8882,275,743,23,1107,7032,0,32.0,3.0,72099,264,Asia,8607,720,4765,103,156,106,154,90,92,04-26-2020
61,61,Iran,90481,1153,5710,60,69657,15114,3079,1077.0,68.0,421313,5016,Asia,89328,5650,19299,96,113,114,94,58,93,04-26-2020
62,62,Iraq,1763,0,86,0,1224,453,0,44.0,2.0,68224,1696,Asia,1763,86,445,126,130,124,117,75,103,04-26-2020
63,63,Ireland,18561,0,1063,0,9233,8265,142,3759.0,215.0,127319,25785,Europe,18561,1063,9633,27,13,25,25,32,19,04-26-2020
64,64,Israel,15398,100,199,0,6602,8597,132,1779.0,23.0,302691,34971,Asia,15298,199,4555,23,7,24,19,40,28,04-26-2020
65,65,Italy,195351,0,26384,0,63120,105847,2102,3231.0,436.0,1707743,28245,Europe,195351,26384,43080,6,14,11,11,3,2,04-26-2020
66,66,Jamaica,305,17,7,0,28,270,0,103.0,2.0,2868,969,America,305,7,236,36,87,69,89,8,53,04-26-2020
67,67,Japan,13231,0,360,0,1656,11215,287,105.0,3.0,147454,1166,Asia,13182,348,6434,1,3,1,13,9,10,04-26-2020
68,68,Jordan,444,0,7,0,332,105,5,44.0,0.7,63737,6247,Asia,444,7,63,101,83,84,98,100,83,04-26-2020
69,69,Kazakhstan,2693,92,25,0,677,1991,31,143.0,1.0,196298,10454,Asia,2652,25,1772,122,52,62,112,135,64,04-26-2020
70,70,Kenya,343,0,14,0,98,231,2,6.0,0.3,17492,325,Africa,343,14,152,162,135,142,152,178,140,04-26-2020
71,71,Kuwait,3075,183,20,1,806,2249,61,720.0,5.0,0,0,Asia,2892,19,1738,68,54,46,41,68,45,04-26-2020
72,72,Kyrgyzstan,682,17,8,0,370,304,13,105.0,1.0,45627,6994,Asia,682,8,305,123,122,135,146,134,151,04-26-2020
73,73,Laos,19,0,0,0,7,12,0,3.0,0.0,1735,238,Asia,19,0,1,147,147,154,157,155,165,04-26-2020
74,74,Latvia,812,8,12,0,267,533,6,430.0,6.0,47671,25274,Europe,804,12,174,82,56,67,77,121,105,04-26-2020
75,75,Lebanon,707,3,24,0,145,538,44,104.0,4.0,27827,4077,Asia,704,24,85,95,88,93,46,97,91,04-26-2020
76,76,Liberia,120,0,11,0,25,84,0,24.0,2.0,0,0,Africa,120,11,72,181,191,187,181,176,186,04-26-2020
77,77,Libya,61,0,2,0,18,41,0,9.0,0.3,1623,236,Africa,61,2,36,107,102,97,84,94,87,04-26-2020
78,78,Lithuania,1438,12,41,0,467,930,17,528.0,15.0,104488,38382,Europe,1438,41,385,63,48,52,71,93,73,04-26-2020
79,79,Luxembourg,3711,0,85,0,3088,538,26,5928.0,136.0,38514,61526,Europe,3711,85,441,18,22,5,5,31,16,04-26-2020
80,80,Madagascar,123,0,0,0,62,61,1,4.0,0.0,2357,85,Africa,124,0,22,172,168,167,190,173,159,04-26-2020
81,81,Malawi,34,1,3,0,4,27,1,2.0,0.2,617,32,Africa,33,3,21,189,187,182,161,187,185,04-26-2020
82,82,Malaysia,5780,38,98,0,3862,1820,36,179.0,3.0,131491,4063,Asia,5742,98,1212,89,49,55,93,86,49,04-26-2020
83,83,Maldives,177,0,0,0,17,160,2,327.0,0.0,5296,9798,Asia,137,0,118,130,134,128,76,147,147,04-26-2020
84,84,Mali,370,0,21,0,91,258,0,18.0,1.0,2172,107,Africa,370,25,265,183,180,178,179,170,163,04-26-2020
85,85,Malta,448,0,4,0,282,162,2,1015.0,9.0,27981,63371,Europe,448,4,78,21,38,31,37,2,5,04-26-2020
86,86,Mauritania,7,0,1,0,6,0,0,2.0,0.2,1032,222,Africa,7,1,0,158,163,169,141,151,162,04-26-2020
87,87,Mauritius,331,0,9,0,295,27,3,260.0,7.0,13374,10516,Africa,331,9,12,78,77,90,69,113,84,04-26-2020
88,88,Mexico,13842,970,1305,84,7149,5388,378,107.0,10.0,65500,508,America,13842,1305,9623,55,65,51,55,63,61,04-26-2020
89,89,Moldova,3304,0,94,0,895,2315,212,819.0,23.0,11763,2916,Europe,3304,94,1744,88,64,91,108,106,101,04-26-2020
90,90,Monaco,94,0,4,0,42,48,1,2395.0,102.0,0,0,Europe,94,4,2,9,30,18,12,12,13,04-26-2020
91,91,Mongolia,38,1,0,0,9,29,0,12.0,0.0,7292,2224,Asia,38,0,22,131,148,136,145,138,145,04-26-2020
92,92,Morocco,4047,150,160,1,557,3330,1,110.0,4.0,26472,717,Africa,3897,159,2352,110,111,94,99,17,29,04-26-2020
93,93,Mozambique,76,6,0,0,12,64,0,2.0,0.0,1644,53,Africa,70,0,50,180,190,185,160,168,184,04-26-2020
94,94,Myanmar,146,2,5,0,10,131,0,3.0,0.09,6531,120,Asia,146,5,115,139,162,175,136,129,190,04-26-2020
95,95,Namibia,16,0,0,0,8,8,0,6.0,0.0,675,266,Africa,16,0,0,177,173,165,66,189,168,04-26-2020
96,96,Nepal,52,3,0,0,16,36,0,2.0,0.0,51367,1763,Asia,49,0,40,142,161,160,170,98,150,04-26-2020
97,97,Netherlands,37845,655,4475,66,0,33120,959,2209.0,261.0,193950,11319,Europe,37190,4409,12777,13,15,8,9,19,17,04-26-2020
98,98,Nicaragua,12,0,3,0,7,2,0,2.0,0.5,0,0,America,12,3,5,117,96,101,104,74,71,04-26-2020
99,99,Niger,684,0,27,0,325,332,0,28.0,1.0,5013,207,Africa,684,27,193,190,184,188,185,177,170,04-26-2020
100,100,Nigeria,1182,0,35,0,222,925,2,6.0,0.2,10061,49,Africa,1182,35,864,163,188,184,176,175,187,04-26-2020
101,101,Norway,7499,6,201,0,32,7266,50,1383.0,37.0,155125,28614,Europe,7467,193,1147,15,4,3,16,18,11,04-26-2020
102,102,Oman,1998,93,10,0,333,1655,3,391.0,2.0,0,0,Asia,1905,10,1359,72,59,59,62,1,8,04-26-2020
103,103,Pakistan,12723,0,269,0,2866,9588,111,58.0,1.0,144365,654,Asia,12723,269,7685,124,183,133,142,85,122,04-26-2020
104,104,Panama,5538,200,159,5,338,5041,85,1283.0,37.0,25400,5887,America,5538,159,2304,47,93,70,53,67,95,04-26-2020
105,105,Paraguay,228,5,9,0,85,134,1,32.0,1.0,7322,1027,America,228,9,94,71,57,73,91,52,57,04-26-2020
106,106,Peru,25331,0,700,0,7797,16834,545,768.0,21.0,218195,6618,America,25331,700,18483,105,103,115,78,119,129,04-26-2020
107,107,Philippines,7579,285,501,7,862,6216,1,69.0,5.0,84789,774,Asia,7294,494,2866,113,50,54,124,126,60,04-26-2020
108,108,Poland,11395,122,526,2,2265,8604,160,301.0,14.0,290633,7679,Europe,11273,524,4917,45,5,34,58,89,50,04-26-2020
109,109,Portugal,23864,472,903,23,1329,21632,182,2340.0,89.0,330512,32414,Europe,23392,880,7405,29,34,32,28,13,12,04-26-2020
110,110,Qatar,10287,929,10,0,1012,9265,72,3571.0,3.0,82289,28562,Asia,9358,10,6630,66,55,47,27,53,44,04-26-2020
111,111,Romania,11036,401,608,7,3054,7374,236,574.0,32.0,136518,7096,Europe,10635,575,4645,80,78,72,107,111,99,04-26-2020
112,112,Russia,80949,6361,747,66,6767,73435,2300,555.0,5.0,2877699,19719,Europe,74588,681,61004,91,69,100,75,127,130,04-26-2020
113,113,Rwanda,183,0,0,0,88,95,0,14.0,0.0,6959,537,Africa,183,0,63,185,185,171,177,181,172,04-26-2020
114,114,Senegal,671,57,8,1,283,380,1,40.0,0.5,466,28,Africa,614,7,336,151,105,118,143,132,59,04-26-2020
115,115,Seychelles,11,0,0,0,6,5,0,112.0,0.0,0,0,Africa,11,0,1,108,73,83,52,83,56,04-26-2020
116,116,Singapore,13624,931,12,0,1002,12610,24,2329.0,2.0,121774,20815,Asia,12693,12,10394,30,29,27,38,14,6,04-26-2020
117,117,Slovakia,1379,6,18,1,394,967,5,253.0,3.0,70928,12991,Europe,1373,17,645,42,39,39,45,88,62,04-26-2020
118,118,Slovenia,1396,8,82,1,221,1093,23,671.0,39.0,48973,23557,Europe,1388,81,200,34,23,29,29,62,38,04-26-2020
119,119,Somalia,390,0,18,0,8,364,2,25.0,1.0,0,0,Africa,390,18,369,173,179,189,191,154,179,04-26-2020
120,120,Spain,223759,0,22902,0,95708,105149,7705,4786.0,490.0,930230,19896,Europe,219764,22524,57912,5,11,19,24,6,7,04-26-2020
121,121,Sudan,213,0,17,0,19,177,0,5.0,0.4,0,0,Africa,213,17,194,154,159,148,169,149,134,04-26-2020
122,122,Suriname,10,0,1,0,7,2,0,17.0,2.0,404,689,America,10,1,0,77,94,105,72,77,110,04-26-2020
123,123,Sweden,18640,463,2194,2,1005,15441,399,1846.0,217.0,94500,9357,Europe,18177,2192,8026,4,28,4,7,21,23,04-26-2020
124,124,Switzerland,28894,0,1607,8,21300,5987,204,3339.0,186.0,245300,28343,Europe,28811,1328,3991,8,10,2,2,26,20,04-26-2020
125,125,Syria,42,0,3,0,11,28,0,2.0,0.2,0,0,Asia,42,3,17,114,107,112,119,91,108,04-26-2020
126,126,Thailand,2922,15,51,0,2594,277,61,42.0,0.7,142589,2043,Asia,2922,51,371,99,74,57,64,102,47,04-26-2020
127,127,Togo,96,0,6,0,62,28,0,12.0,0.7,5584,675,Africa,96,6,20,159,170,156,180,159,152,04-26-2020
128,128,Tunisia,939,0,38,0,207,694,19,79.0,3.0,20408,1727,Africa,939,38,254,90,114,77,79,46,52,04-26-2020
129,129,Turkey,107773,0,2706,0,25582,79485,1782,1278.0,32.0,868565,10298,Asia,107773,2706,55606,73,109,96,82,33,70,04-26-2020
130,130,Uganda,75,0,0,0,46,29,0,2.0,0.0,20329,444,Africa,75,0,22,186,138,162,168,179,149,04-26-2020
131,131,Ukraine,8617,492,209,8,840,7568,107,197.0,5.0,89373,2044,Europe,8617,209,6106,70,47,60,111,101,79,04-26-2020
132,132,Uruguay,596,33,14,2,370,212,9,172.0,4.0,16496,4749,America,596,14,143,37,68,50,33,50,65,04-26-2020
133,133,Uzbekistan,1869,7,8,0,765,1096,8,56.0,0.2,242536,7247,Asia,1865,8,1069,100,144,109,120,112,117,04-26-2020
134,134,Venezuela,323,0,10,0,132,181,3,11.0,0.4,423592,14896,America,323,10,148,52,76,65,68,29,54,04-26-2020
135,135,Vietnam,270,0,0,0,225,45,8,3.0,0.0,206253,2119,Asia,272,0,10,116,104,140,147,130,160,04-26-2020
136,136,Yemen,1,0,0,0,1,0,0,0.03,0.0,120,4,Asia,1,0,0,141,165,146,182,82,120,04-26-2020
137,137,Zambia,88,4,3,0,42,43,1,5.0,0.2,2586,141,Africa,84,3,44,188,171,174,148,190,182,04-26-2020
138,138,Zimbabwe,31,0,4,0,2,25,0,2.0,0.3,6067,408,Africa,31,4,17,184,98,147,110,191,155,04-26-2020
