,Unnamed: 0,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop,Region,Cases,Deaths,Confirmed cases in the last 14 days,Attainment of goals / Health / Level (DALE),Attainment of goals / Health / Distribution,Attainment of goals / Health / Overall goal attainment,Health expenditure per capita in international dollars,Performance / On level of health,Performance / Overall health system performance,date
23,23,Burundi,11,0,1,0,4,6,0,0.9,0.08,284,24,Africa,15,1,10,179,154,161,186,171,143,04-27-2020
24,24,Cambodia,122,0,0,0,119,3,1,7.0,0.0,11576,692,Asia,122,0,0,148,150,166,140,157,174,04-27-2020
25,25,Cameroon,1621,0,56,0,786,779,12,61.0,2.0,0,0,Africa,1621,56,801,156,160,163,131,172,164,04-27-2020
26,26,Canada,46895,0,2560,0,17321,27014,557,1243.0,68.0,707508,18746,America,46884,2560,22519,12,18,7,10,35,30,04-27-2020
27,27,Chad,46,0,0,0,15,31,0,3.0,0.0,0,0,Africa,46,0,31,161,175,177,175,161,178,04-27-2020
28,28,Chile,13331,0,189,0,7024,6118,418,697.0,10.0,155975,8159,America,13331,189,6118,32,1,33,44,23,33,04-27-2020
29,29,Colombia,5379,0,244,0,1133,4002,117,106.0,5.0,87199,1714,America,5379,243,2603,74,44,41,49,51,22,04-27-2020
30,30,Congo,200,0,6,0,19,175,0,36.0,1.0,0,0,Africa,200,8,130,150,142,155,122,167,166,04-27-2020
31,31,Croatia,2039,9,59,4,1166,814,21,497.0,14.0,32817,7994,Europe,2030,55,430,38,33,36,56,57,43,04-27-2020
32,32,Cuba,1369,0,54,0,501,814,12,121.0,5.0,39828,3516,America,1369,54,700,33,41,40,118,36,39,04-27-2020
33,33,Cyprus,817,0,14,0,148,655,15,677.0,12.0,43542,36064,Europe,817,17,184,25,31,28,39,22,24,04-27-2020
34,34,Denmark,8698,123,427,5,5959,2312,72,1502.0,74.0,155810,26900,Europe,8575,422,2401,28,21,20,8,65,34,04-27-2020
35,35,Djibouti,1023,0,2,0,411,610,0,1035.0,2.0,11741,11884,Africa,1023,2,809,166,169,170,163,163,157,04-27-2020
36,36,Dominica,16,0,0,0,13,3,0,222.0,0.0,383,5320,America,16,0,0,26,35,42,70,59,35,04-27-2020
37,37,Ecuador,22719,0,576,0,1366,20777,127,1288.0,33.0,56513,3203,America,22719,576,15253,93,133,107,97,96,111,04-27-2020
38,38,Egypt,4534,0,317,0,1176,3041,0,44.0,3.0,90000,879,Africa,4319,307,2254,115,141,110,115,43,63,04-27-2020
39,39,Eritrea,39,0,0,0,13,26,0,11.0,0.0,0,0,Africa,39,0,5,169,167,176,187,148,158,04-27-2020
40,40,Estonia,1647,4,50,1,233,1364,7,1242.0,38.0,48406,36491,Europe,1643,49,334,69,43,48,60,115,77,04-27-2020
41,41,Ethiopia,124,1,3,0,50,71,0,1.0,0.03,14588,127,Africa,123,3,52,182,176,186,189,169,180,04-27-2020
42,42,Fiji,18,0,0,0,12,6,0,20.0,0.0,1007,1123,Oceania,18,0,2,106,71,78,87,124,96,04-27-2020
43,43,Finland,4695,119,193,3,2500,2002,56,847.0,35.0,82437,14878,Europe,4576,190,1602,20,27,22,18,44,31,04-27-2020
44,44,France,162100,0,22856,0,44903,94341,4682,2483.0,350.0,463662,7103,Europe,124575,22856,29172,3,12,6,4,4,1,04-27-2020
45,45,Gabon,176,0,3,0,30,143,1,79.0,1.0,572,257,Africa,176,3,119,144,136,141,95,143,139,04-27-2020
46,46,Gambia,10,0,1,0,8,1,0,4.0,0.4,401,166,Africa,10,1,1,143,155,153,158,109,146,04-27-2020
47,47,Georgia,496,10,6,0,149,341,6,124.0,2.0,11504,2884,Europe,486,6,229,44,61,76,125,84,114,04-27-2020
48,48,Germany,157946,176,5984,8,114500,37462,2570,1885.0,71.0,2072669,24738,Europe,155193,5750,32177,22,20,14,3,41,25,04-27-2020
49,49,Ghana,1550,0,11,0,155,1384,4,50.0,0.4,100622,3238,Africa,1550,11,984,149,149,139,166,158,135,04-27-2020
50,50,Greece,2517,0,134,0,577,1806,46,241.0,13.0,64608,6199,Europe,2506,130,392,7,6,23,30,11,14,04-27-2020
51,51,Grenada,18,0,0,0,7,11,4,160.0,0.0,175,1555,America,18,0,4,49,82,68,67,49,85,04-27-2020
52,52,Guatemala,500,27,15,2,49,436,5,28.0,0.8,7200,402,America,500,15,344,129,106,113,130,99,78,04-27-2020
53,53,Guinea,996,0,7,0,208,781,0,76.0,0.5,0,0,Africa,1094,7,844,167,166,172,159,160,161,04-27-2020
54,54,Guyana,74,0,8,0,12,54,5,94.0,10.0,442,562,America,74,8,29,98,126,116,109,104,128,04-27-2020
55,55,Haiti,74,0,6,0,7,61,0,6.0,0.5,769,67,America,72,6,39,153,152,145,155,139,138,04-27-2020
56,56,Honduras,661,34,61,2,79,521,10,67.0,6.0,3643,368,America,661,61,264,92,119,129,100,48,131,04-27-2020
57,57,Hungary,2583,83,280,8,498,1805,61,267.0,29.0,65625,6793,Europe,2583,280,1125,62,40,43,59,105,66,04-27-2020
58,58,Iceland,1792,0,10,0,1608,174,3,5251.0,29.0,46352,135833,Europe,1792,10,91,19,24,16,14,27,15,04-27-2020
59,59,India,28380,490,886,5,6523,20971,0,21.0,0.6,665819,482,Asia,27892,872,18740,19,13,121,133,118,112,04-27-2020
60,60,Indonesia,9096,214,765,22,1151,7180,0,33.0,3.0,75157,275,Asia,8882,743,4641,103,156,106,154,90,92,04-27-2020
61,61,Iran,91472,991,5806,96,70933,14733,3011,1089.0,69.0,432329,5147,Asia,90481,5710,18795,96,113,114,94,58,93,04-27-2020
62,62,Iraq,1820,0,87,0,1263,470,0,45.0,2.0,71471,1777,Asia,1820,87,468,126,130,124,117,75,103,04-27-2020
63,63,Ireland,19262,0,1087,0,9233,8942,142,3901.0,220.0,127319,25785,Europe,19262,1087,9607,27,13,25,25,32,19,04-27-2020
64,64,Israel,15466,23,202,1,6796,8468,129,1787.0,23.0,302691,34971,Asia,15398,199,4253,23,7,24,19,40,28,04-27-2020
65,65,Italy,197675,0,26644,0,64928,106103,2009,3269.0,441.0,1757659,29071,Europe,197675,26644,41312,6,14,11,11,3,2,04-27-2020
66,66,Jamaica,350,45,7,0,28,315,3,118.0,2.0,3262,1102,America,350,7,278,36,87,69,89,8,53,04-27-2020
67,67,Japan,13441,0,372,0,1809,11260,296,106.0,3.0,149074,1179,Asia,13385,351,6130,1,3,1,13,9,10,04-27-2020
68,68,Jordan,447,0,7,0,337,103,5,44.0,0.7,63737,6247,Asia,447,7,58,101,83,84,98,100,83,04-27-2020
69,69,Kazakhstan,2835,118,25,0,720,2090,35,151.0,1.0,205560,10948,Asia,2717,25,1756,122,52,62,112,135,64,04-27-2020
70,70,Kenya,363,8,14,0,114,235,2,7.0,0.3,17992,335,Africa,355,14,158,162,135,142,152,178,140,04-27-2020
71,71,Kuwait,3288,213,22,2,1012,2254,64,770.0,5.0,0,0,Asia,3075,20,1841,68,54,46,41,68,45,04-27-2020
72,72,Kyrgyzstan,695,13,8,0,395,292,13,107.0,1.0,45627,6994,Asia,695,8,276,123,122,135,146,134,151,04-27-2020
73,73,Laos,19,0,0,0,7,12,0,3.0,0.0,1796,247,Asia,19,0,0,147,147,154,157,155,165,04-27-2020
74,74,Latvia,818,6,13,1,267,538,5,434.0,7.0,49235,26103,Europe,812,12,161,82,56,67,77,121,105,04-27-2020
75,75,Lebanon,710,3,24,0,145,541,44,104.0,4.0,29367,4303,Asia,707,24,77,95,88,93,46,97,91,04-27-2020
76,76,Liberia,124,0,12,0,25,87,0,25.0,2.0,0,0,Africa,124,12,74,181,191,187,181,176,186,04-27-2020
77,77,Libya,61,0,2,0,18,41,0,9.0,0.3,1623,236,Africa,61,2,36,107,102,97,84,94,87,04-27-2020
78,78,Lithuania,1449,11,41,0,474,934,17,532.0,15.0,106775,39223,Europe,1449,41,387,63,48,52,71,93,73,04-27-2020
79,79,Luxembourg,3723,0,88,0,3104,531,22,5947.0,141.0,39003,62307,Europe,3723,88,442,18,22,5,5,31,16,04-27-2020
80,80,Madagascar,124,0,0,0,71,53,1,4.0,0.0,2357,85,Africa,124,0,18,172,168,167,190,173,159,04-27-2020
81,81,Malawi,36,2,3,0,4,29,1,2.0,0.2,617,32,Africa,34,3,21,189,187,182,161,187,185,04-27-2020
82,82,Malaysia,5820,40,99,1,3957,1764,37,180.0,3.0,144686,4470,Asia,5780,98,1097,89,49,55,93,86,49,04-27-2020
83,83,Maldives,214,0,0,0,17,197,2,396.0,0.0,5296,9798,Asia,214,0,194,130,134,128,76,147,147,04-27-2020
84,84,Mali,389,0,23,0,112,254,0,19.0,1.0,2172,107,Africa,389,23,273,183,180,178,179,170,163,04-27-2020
85,85,Malta,450,2,4,0,286,160,1,1019.0,9.0,29456,66712,Europe,448,4,70,21,38,31,37,2,5,04-27-2020
86,86,Mauritania,7,0,1,0,6,0,0,2.0,0.2,1032,222,Africa,7,1,0,158,163,169,141,151,162,04-27-2020
87,87,Mauritius,332,0,9,0,299,24,3,261.0,7.0,14445,11358,Africa,332,9,8,78,77,90,69,113,84,04-27-2020
88,88,Mexico,14677,835,1351,46,8354,4972,378,114.0,10.0,67635,525,America,14677,1351,10016,55,65,51,55,63,61,04-27-2020
89,89,Moldova,3408,0,101,5,925,2382,212,845.0,25.0,11763,2916,Europe,3408,96,1746,88,64,91,108,106,101,04-27-2020
90,90,Monaco,94,0,4,0,42,48,1,2395.0,102.0,0,0,Europe,94,4,1,9,30,18,12,12,13,04-27-2020
91,91,Mongolia,38,0,0,0,10,28,0,12.0,0.0,7292,2224,Asia,38,0,22,131,148,136,145,138,145,04-27-2020
92,92,Morocco,4115,50,161,0,669,3285,1,111.0,4.0,28416,770,Africa,4065,161,2404,110,111,94,99,17,29,04-27-2020
93,93,Mozambique,76,0,0,0,12,64,0,2.0,0.0,1644,53,Africa,76,0,55,180,190,185,160,168,184,04-27-2020
94,94,Myanmar,146,0,5,0,10,131,0,3.0,0.09,6678,123,Asia,146,5,105,139,162,175,136,129,190,04-27-2020
95,95,Namibia,16,0,0,0,8,8,0,6.0,0.0,704,277,Africa,16,0,0,177,173,165,66,189,168,04-27-2020
96,96,Nepal,52,0,0,0,16,36,0,2.0,0.0,51367,1763,Asia,52,0,40,142,161,160,170,98,150,04-27-2020
97,97,Netherlands,38245,400,4518,43,0,33477,934,2232.0,264.0,193950,11319,Europe,37845,4475,12258,13,15,8,9,19,17,04-27-2020
98,98,Nicaragua,13,0,3,0,7,3,0,2.0,0.5,0,0,America,13,3,4,117,96,101,104,74,71,04-27-2020
99,99,Niger,696,0,29,0,350,317,0,29.0,1.0,5013,207,Africa,696,29,167,190,184,188,185,177,170,04-27-2020
100,100,Nigeria,1273,0,40,0,239,994,2,6.0,0.2,10918,53,Africa,1273,40,950,163,188,184,176,175,187,04-27-2020
101,101,Norway,7527,0,202,1,32,7293,49,1388.0,37.0,155125,28614,Europe,7505,193,1090,15,4,3,16,18,11,04-27-2020
102,102,Oman,2049,51,10,0,364,1675,3,401.0,2.0,0,0,Asia,1998,10,1399,72,59,59,62,1,8,04-27-2020
103,103,Pakistan,13328,0,281,0,3029,10018,111,60.0,1.0,150756,682,Asia,13328,281,7954,124,183,133,142,85,122,04-27-2020
104,104,Panama,5779,241,165,6,369,5245,85,1339.0,38.0,26642,6175,America,5779,165,2379,47,93,70,53,67,95,04-27-2020
105,105,Paraguay,228,0,9,0,85,134,1,32.0,1.0,7630,1070,America,228,9,81,71,57,73,91,52,57,04-27-2020
106,106,Peru,27517,0,728,0,8088,18701,554,835.0,22.0,232747,7059,America,27517,728,19998,105,103,115,78,119,129,04-27-2020
107,107,Philippines,7777,198,511,10,932,6334,31,71.0,5.0,89889,820,Asia,7579,501,2931,113,50,54,124,126,60,04-27-2020
108,108,Poland,11761,144,539,4,2466,8756,160,311.0,14.0,297859,7870,Europe,11617,535,4943,45,5,34,58,89,50,04-27-2020
109,109,Portugal,24027,163,928,25,1357,21742,176,2356.0,91.0,330512,32414,Europe,23864,903,7279,29,34,32,28,13,12,04-27-2020
110,110,Qatar,11244,957,10,0,1066,10168,72,3903.0,3.0,85709,29749,Asia,10287,10,7308,66,55,47,27,53,44,04-27-2020
111,111,Romania,11339,303,631,12,3141,7567,227,589.0,33.0,143834,7477,Europe,11036,608,4736,80,78,72,107,111,99,04-27-2020
112,112,Russia,87147,6198,794,47,7346,79007,2300,597.0,5.0,3019434,20690,Europe,80949,747,65179,91,69,100,75,127,130,04-27-2020
113,113,Rwanda,191,0,0,0,92,99,0,15.0,0.0,6959,537,Africa,191,0,65,185,185,171,177,181,172,04-27-2020
114,114,Senegal,736,65,9,0,284,443,1,44.0,0.5,466,28,Africa,671,9,391,151,105,118,143,132,59,04-27-2020
115,115,Seychelles,11,0,0,0,6,5,0,112.0,0.0,0,0,Africa,11,0,1,108,73,83,52,83,56,04-27-2020
116,116,Singapore,14423,799,12,0,1060,13351,22,2465.0,2.0,121774,20815,Asia,13624,12,11092,30,29,27,38,14,6,04-27-2020
117,117,Slovakia,1381,2,18,0,403,960,7,253.0,3.0,74099,13572,Europe,1379,18,637,42,39,39,45,88,62,04-27-2020
118,118,Slovenia,1402,6,83,1,221,1098,22,674.0,40.0,49607,23862,Europe,1407,82,202,34,23,29,29,62,38,04-27-2020
119,119,Somalia,436,0,23,0,10,403,2,27.0,1.0,0,0,Africa,436,23,411,173,179,189,191,154,179,04-27-2020
120,120,Spain,229422,2793,23521,331,120832,85069,7764,4907.0,503.0,1345560,28779,Europe,207634,23190,43045,5,11,19,24,6,7,04-27-2020
121,121,Sudan,237,0,21,0,20,196,0,5.0,0.5,0,0,Africa,237,21,218,154,159,148,169,149,134,04-27-2020
122,122,Suriname,10,0,1,0,7,2,0,17.0,2.0,404,689,America,10,1,0,77,94,105,72,77,110,04-27-2020
123,123,Sweden,18926,286,2274,80,1005,15647,399,1874.0,225.0,94500,9357,Europe,18640,2194,8157,4,28,4,7,21,23,04-27-2020
124,124,Switzerland,29164,103,1640,30,21800,5724,185,3370.0,189.0,245300,28343,Europe,28978,1336,3758,8,10,2,2,26,20,04-27-2020
125,125,Syria,43,0,3,0,14,26,0,2.0,0.2,0,0,Asia,43,3,18,114,107,112,119,91,108,04-27-2020
126,126,Thailand,2931,9,52,1,2609,270,61,42.0,0.7,178083,2551,Asia,2922,51,343,99,74,57,64,102,47,04-27-2020
127,127,Togo,98,0,6,0,62,30,0,12.0,0.7,5951,719,Africa,98,6,22,159,170,156,180,159,152,04-27-2020
128,128,Tunisia,949,0,38,0,216,695,20,80.0,3.0,20818,1761,Africa,949,38,242,90,114,77,79,46,52,04-27-2020
129,129,Turkey,110130,0,2805,0,29140,78185,1776,1306.0,33.0,898742,10656,Asia,110130,2805,53174,73,109,96,82,33,70,04-27-2020
130,130,Uganda,79,0,0,0,46,33,0,2.0,0.0,22318,488,Africa,79,0,25,186,138,162,168,179,149,04-27-2020
131,131,Ukraine,9009,392,220,11,864,7925,110,206.0,5.0,93519,2138,Europe,9009,220,6232,70,47,60,111,101,79,04-27-2020
132,132,Uruguay,606,10,15,1,375,216,10,174.0,4.0,17063,4912,America,606,15,141,37,68,50,33,50,65,04-27-2020
133,133,Uzbekistan,1887,18,8,0,880,999,8,56.0,0.2,242536,7247,Asia,1887,8,1022,100,144,109,120,112,117,04-27-2020
134,134,Venezuela,325,0,10,0,137,178,3,11.0,0.4,423592,14896,America,325,10,144,52,76,65,68,29,54,04-27-2020
135,135,Vietnam,270,0,0,0,225,45,8,3.0,0.0,212965,2188,Asia,270,0,6,116,104,140,147,130,160,04-27-2020
136,136,Yemen,1,0,0,0,1,0,0,0.03,0.0,120,4,Asia,1,0,0,141,165,146,182,82,120,04-27-2020
137,137,Zambia,88,0,3,0,42,43,1,5.0,0.2,2586,141,Africa,88,3,45,188,171,174,148,190,182,04-27-2020
138,138,Zimbabwe,31,0,4,0,5,22,0,2.0,0.3,6395,430,Africa,31,4,17,184,98,147,110,191,155,04-27-2020
