,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
30,BurkinaFaso,672,0,46,0,545,81,0,32,2,0,0
31,Burundi,15,0,1,0,7,7,0,1,0.08,284,24
32,CAR,85,0,0,0,10,75,0,18,0,3498,724
33,CaboVerde,186,11,2,0,37,147,0,335,4,791,1423
34,Cambodia,122,0,0,0,120,2,1,7,0,12461,745
35,Cameroon,2104,0,64,0,953,1087,12,79,2,0,0
36,Canada,61165,393,3918,64,26305,30942,557,1621,104,919368,24359
37,CaribbeanNetherlands,6,0,0,0,0,6,0,229,0,110,4195
38,CaymanIslands,75,0,1,0,14,60,3,1141,15,2528,38465
39,Chad,117,0,10,0,39,68,0,7,0.6,0,0
40,ChannelIslands,544,0,41,0,406,97,0,3129,236,5342,30725
41,Chile,22016,1373,275,5,10710,11031,470,1152,14,222095,11618
42,China,82881,1,4633,0,77853,395,29,58,3,0,0
43,Colombia,7973,0,358,0,1807,5808,120,157,7,123029,2418
44,Comoros,3,0,0,0,0,3,0,3,0,0,0
45,Congo,236,0,10,0,26,200,0,43,2,0,0
46,CostaRica,742,0,6,0,399,337,5,146,1,13988,2746
47,Croatia,2112,11,83,3,1560,469,14,514,20,39973,9737
48,Cuba,1668,0,69,0,876,723,9,147,6,55542,4904
49,Curaçao,16,0,1,0,13,2,0,98,6,351,2139
50,Cyprus,878,4,15,0,296,567,15,727,12,65725,54437
51,Czechia,7878,59,254,2,3999,3625,59,736,24,269093,25128
52,DRC,705,23,34,0,90,581,0,8,0.4,0,0
53,Denmark,9821,151,503,10,7296,2022,49,1696,87,257738,44497
54,DiamondPrincess,712,0,13,0,645,54,4,0,0,0,0
55,Djibouti,1116,0,2,0,713,401,0,1130,2,14222,14395
56,Dominica,16,0,0,0,13,3,0,222,0,383,5320
57,DominicanRepublic,8480,245,354,8,1905,6221,144,782,33,33377,3077
58,Ecuador,31881,0,1569,0,3433,26879,159,1807,89,80171,4544
59,Egypt,7201,388,452,16,1730,5019,0,70,4,90000,879
60,ElSalvador,587,32,13,0,201,373,3,90,2,30387,4685
61,EquatorialGuinea,315,0,3,0,13,299,0,225,2,854,609
62,Eritrea,39,0,0,0,26,13,0,11,0,0,0
63,Estonia,1711,8,55,0,261,1395,6,1290,41,57423,43288
64,Eswatini,119,3,1,0,12,106,0,103,0.9,714,615
65,Ethiopia,145,5,4,1,91,50,0,1,0.03,25135,219
66,FaeroeIslands,187,0,0,0,185,2,0,3827,0,8157,166936
67,FalklandIslands,13,0,0,0,13,0,0,3736,0,388,111494
68,Fiji,18,0,0,0,14,4,0,20,0,1007,1123
69,Finland,5412,85,246,6,3500,1666,48,977,44,106300,19185
70,France,169462,0,25201,0,51371,92890,3696,2596,386,1100228,16856
71,FrenchGuiana,133,0,1,0,100,32,2,445,3,0,0
72,FrenchPolynesia,58,0,0,0,53,5,1,206,0,2665,9487
73,Gabon,367,0,6,0,93,268,1,165,3,724,325
74,Gambia,17,0,1,0,9,7,0,7,0.4,401,166
75,Georgia,604,11,9,0,240,355,6,151,2,20579,5159
76,Germany,166424,272,6993,0,135100,24331,1949,1986,83,2547052,30400
77,Ghana,2719,0,18,0,294,2407,4,88,0.6,129461,4166
78,Gibraltar,144,0,0,0,133,11,0,4274,0,2931,86997
79,Greece,2642,10,146,0,1374,1122,35,253,14,83750,8035
80,Greenland,11,0,0,0,11,0,0,194,0,1332,23463
81,Grenada,21,0,0,0,13,8,4,187,0,1406,12495
82,Guadeloupe,152,0,12,0,98,42,5,380,30,0,0
83,Guatemala,730,27,19,2,79,632,5,41,1,7200,402
84,Guinea,1710,0,9,0,450,1251,0,130,0.7,0,0
85,Guinea-Bissau,413,0,1,0,19,393,0,210,0.5,1500,762
86,Guyana,92,0,9,0,27,56,3,117,11,579,736
87,Haiti,100,0,11,0,10,79,0,9,1.0,1026,90
88,Honduras,1178,123,83,1,122,973,10,119,8,5243,529
89,HongKong,1041,0,4,0,920,117,1,139,0.5,154989,20674
90,Hungary,3065,30,363,12,709,1993,55,317,38,85557,8857
91,Iceland,1799,0,10,0,1733,56,0,5272,29,51345,150465
92,India,46476,39,1571,5,12849,32056,0,34,1,1191946,864
93,Indonesia,12071,484,872,8,2197,9002,0,44,3,121547,444
94,Iran,99970,1323,6340,63,80475,13155,2685,1190,75,519543,6186
95,Iraq,2346,0,98,0,1544,704,0,58,2,107586,2675
96,Ireland,21772,0,1319,0,13386,7067,93,4409,267,169377,34302
97,IsleofMan,325,0,23,0,271,31,21,3822,270,3401,39996
98,Israel,16268,22,237,2,10223,5808,89,1879,27,414349,47871
99,Italy,213013,1075,29315,236,85231,98467,1427,3523,485,2246666,37158
100,IvoryCoast,1432,0,17,0,693,722,0,54,0.6,10778,409
101,Jamaica,471,2,9,0,49,413,2,159,3,5633,1902
102,Japan,15078,0,536,0,4156,10386,328,119,4,184586,1459
103,Jordan,471,6,9,0,375,87,5,46,0.9,87618,8587
104,Kazakhstan,4179,130,29,0,1264,2886,40,223,2,320411,17064
105,Kenya,535,45,24,0,182,329,2,10,0.4,24784,461
106,Kuwait,5804,526,40,0,2032,3732,90,1359,9,196397,45988
107,Kyrgyzstan,843,13,11,1,600,232,13,129,2,56488,8658
108,Laos,19,0,0,0,9,10,0,3,0,2418,332
109,Latvia,896,0,17,1,348,531,4,475,9,66150,35071
110,Lebanon,741,1,25,0,206,510,43,109,4,42009,6155
111,Liberia,166,0,18,0,58,90,0,33,4,0,0
112,Libya,63,0,3,0,23,37,0,9,0.4,2338,340
113,Liechtenstein,82,0,1,0,55,26,0,2151,26,900,23605
114,Lithuania,1423,4,46,0,678,699,17,523,17,149106,54772
115,Luxembourg,3828,0,96,0,3405,327,21,6115,153,48339,77222
116,MSZaandam,9,0,2,0,0,7,0,0,0,0,0
117,Macao,45,0,0,0,39,6,1,69,0,0,0
118,Madagascar,151,2,0,0,101,50,1,5,0,3861,139
119,Malawi,41,0,3,0,9,29,1,2,0.2,907,47
120,Malaysia,6383,30,106,1,4567,1710,24,197,3,213220,6588
121,Maldives,557,16,1,0,17,539,2,1030,2,8327,15405
122,Mali,612,32,32,3,228,352,0,30,2,2172,107
123,Malta,482,2,5,1,403,74,1,1092,11,36945,83672
124,Martinique,181,0,14,0,83,84,5,482,37,0,0
125,Mauritania,8,0,1,0,6,1,0,2,0.2,1032,222
126,Mauritius,332,0,10,0,319,3,3,261,8,18959,14908
127,Mayotte,686,0,6,0,352,328,6,2515,22,3400,12463
128,Mexico,24905,1434,2271,117,15938,6696,378,193,18,100041,776
129,Moldova,4363,115,136,4,1544,2683,237,1082,34,20447,5069
130,Monaco,95,0,4,0,78,13,1,2421,102,0,0
131,Mongolia,41,1,0,0,13,28,0,13,0,8889,2711
132,Montenegro,324,1,8,0,253,63,2,516,13,7816,12445
133,Montserrat,11,0,1,0,7,3,1,2204,200,36,7212
134,Morocco,5219,166,181,2,1838,3200,1,141,5,47837,1296
135,Mozambique,80,0,0,0,19,61,0,3,0,2466,79
136,Myanmar,161,0,6,0,49,106,0,3,0.1,9037,166
137,Namibia,16,0,0,0,8,8,0,6,0,1122,442
138,Nepal,82,7,0,0,16,66,0,3,0,64492,2213
139,Netherlands,41087,317,5168,86,0,35669,644,2398,302,235909,13768
140,NewCaledonia,18,0,0,0,17,1,1,63,0,5052,17695
141,NewZealand,1486,0,20,0,1302,164,0,308,4,155928,32335
142,Nicaragua,15,0,5,0,7,3,0,2,0.8,0,0
143,Niger,755,0,37,0,534,184,0,31,2,5309,219
144,Nigeria,2802,0,93,0,417,2292,4,14,0.5,19512,95
145,NorthMacedonia,1526,8,86,1,1013,427,21,732,41,17359,8332
146,Norway,7928,24,215,1,32,7681,27,1462,40,189657,34984
147,Oman,2735,98,12,0,858,1865,17,536,2,40459,7923
148,Pakistan,22048,1107,514,38,5801,15733,111,100,2,222404,1007
149,Palestine,366,4,2,0,127,237,0,72,0.4,32200,6312
150,Panama,7387,190,203,3,726,6458,93,1712,47,35556,8241
151,PapuaNewGuinea,8,0,0,0,8,0,0,0.9,0,2402,268
152,Paraguay,415,19,10,0,130,275,7,58,1,10766,1509
153,Peru,47372,0,1344,0,14427,31601,694,1437,41,385492,11692
154,Philippines,9684,199,637,14,1408,7639,31,88,6,130889,1194
155,Poland,14431,425,716,18,4280,9435,160,381,19,394270,10418
156,Portugal,25702,178,1074,11,1743,22885,134,2521,105,450000,44132
157,Qatar,17142,951,12,0,1924,15206,72,5950,4,109762,38098
158,Romania,13837,325,841,23,5454,7542,244,719,44,205842,10700
159,Russia,155370,10102,1451,95,19865,134054,2300,1065,10,4460357,30564
160,Rwanda,261,0,0,0,128,133,0,20,0,35096,2710
161,Réunion,424,0,0,0,300,124,2,474,0,0,0
162,S.Korea,10804,3,254,2,9283,1267,55,211,5,640237,12488
163,SaintKittsandNevis,15,0,0,0,8,7,0,282,0,294,5526
164,SaintLucia,18,0,0,0,15,3,0,98,0,446,2429
165,SaintMartin,38,0,3,0,29,6,1,983,78,0,0
166,SaintPierreMiquelon,1,0,0,0,0,1,0,173,0,0,0
167,SanMarino,589,7,41,0,92,456,5,17359,1208,2538,74799
168,SaoTomeandPrincipe,23,0,3,0,4,16,0,105,14,175,799
169,SaudiArabia,30251,1595,200,9,5431,24620,143,869,6,376607,10818
170,Senegal,1329,58,11,1,470,848,6,79,0.7,17787,1062
171,Serbia,9677,120,200,3,1723,7754,51,1108,23,111278,12736
172,Seychelles,11,0,0,0,6,5,0,112,0,0,0
173,SierraLeone,199,21,11,2,43,145,0,25,1,0,0
174,Singapore,19410,632,18,0,1519,17873,24,3318,3,143919,24600
175,SintMaarten,76,0,13,0,44,19,7,1773,303,329,7673
176,Slovakia,1421,8,25,0,741,655,6,260,5,99864,18291
177,Slovenia,1445,6,98,1,244,1103,17,695,47,57504,27660
178,Somalia,835,79,38,3,75,722,2,53,2,0,0
179,SouthAfrica,7220,0,138,0,2746,4336,36,122,2,257541,4342
180,SouthSudan,52,6,0,0,0,52,0,5,0,1247,111
181,Spain,250561,2260,25613,185,154718,70230,2254,5359,548,1932455,41332
182,SriLanka,762,11,9,1,213,540,1,36,0.4,26842,1254
183,St.Barth,6,0,0,0,6,0,0,607,0,0,0
184,St.VincentGrenadines,17,0,0,0,9,8,0,153,0,137,1235
185,Sudan,778,100,45,4,70,663,0,18,1,0,0
186,Suriname,10,0,1,0,9,0,0,17,2,404,689
187,Sweden,23216,495,2854,85,4074,16288,435,2299,283,148500,14704
188,Switzerland,30009,28,1790,6,25200,3019,141,3467,207,286403,33092
189,Syria,44,0,3,0,27,14,0,3,0.2,0,0
190,Taiwan,438,0,6,0,334,98,0,18,0.3,64958,2727
191,Tajikistan,293,63,5,2,0,288,0,31,0.5,0,0
192,Tanzania,480,0,16,0,167,297,7,8,0.3,0,0
193,Thailand,2988,1,54,0,2747,187,61,43,0.8,227860,3264
194,Timor-Leste,24,0,0,0,20,4,0,18,0,664,504
195,Togo,128,2,9,0,74,45,0,15,1,7896,954
196,TrinidadandTobago,116,0,8,0,102,6,0,83,6,2055,1468
197,Tunisia,1018,0,43,0,406,569,18,86,4,24853,2103
198,Turkey,129491,1832,3520,59,73285,52686,1338,1535,42,1204421,14281
199,TurksandCaicos,12,0,1,0,6,5,0,310,26,107,2764
200,UAE,15192,462,146,9,3153,11893,1,1536,15,1200000,121330
201,UK,194990,4406,29427,693,0,165219,1559,2872,433,1291591,19026
202,Uganda,97,0,0,0,55,42,0,2,0,41478,907
203,Ukraine,12697,366,316,13,1875,10506,167,290,7,139759,3196
204,Uruguay,657,0,17,0,447,193,10,189,5,22805,6565
205,Uzbekistan,2204,15,10,0,1501,693,8,66,0.3,325000,9710
206,VaticanCity,11,0,0,0,2,9,0,13733,0,0,0
207,Venezuela,361,4,10,0,158,193,1,13,0.4,482953,16984
208,Vietnam,271,0,0,0,232,39,8,3,0,261004,2681
209,WesternSahara,6,0,0,0,5,1,0,10,0,0,0
210,Yemen,21,9,3,1,1,17,0,0.7,0.1,120,4
211,Zambia,137,0,3,0,78,56,1,7,0.2,7277,396
212,Zimbabwe,34,0,4,0,5,25,0,2,0.3,7642,514
