,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
176,Slovenia,1268,20,61,0,174,1033,31,610,29,38137,18344
177,Somalia,80,0,5,0,2,73,2,5,0.3,0,0
178,SouthAfrica,2605,99,48,14,903,1654,7,44,0.8,95060,1603
179,SouthSudan,4,0,0,0,0,4,0,0.4,0,0,0
180,Spain,184948,4289,19315,503,74797,90836,7371,3956,413,930230,19896
181,SriLanka,238,0,7,0,68,163,1,11,0.3,4768,223
182,St.Barth,6,0,0,0,4,2,0,607,0,0,0
183,St.VincentGrenadines,12,0,0,0,1,11,0,108,0,87,784
184,Sudan,32,0,5,0,4,23,0,0.7,0.1,0,0
185,Suriname,10,0,1,0,6,3,0,17,2,0,0
186,Sweden,12540,613,1333,130,550,10657,522,1242,132,74600,7387
187,Switzerland,26732,396,1281,42,15900,9551,386,3089,148,206400,23849
188,Syria,33,0,2,0,5,26,0,2,0.1,0,0
189,Taiwan,395,0,6,0,155,234,0,17,0.3,50703,2129
190,Tanzania,94,6,4,0,11,79,0,2,0.07,0,0
191,Thailand,2672,29,46,3,1593,1033,61,38,0.7,100498,1440
192,Timor-Leste,18,10,0,0,1,17,0,14,0,0,0
193,Togo,81,0,5,2,45,31,0,10,0.6,3618,437
194,TrinidadandTobago,114,0,8,0,20,86,0,81,6,1282,916
195,Tunisia,822,42,37,2,43,742,89,70,3,13930,1179
196,Turkey,74193,4801,1643,125,7089,65461,1854,880,19,518143,6144
197,TurksandCaicos,11,1,1,0,0,10,0,284,26,71,1834
198,UAE,5825,460,35,2,1095,4695,1,589,4,767000,77550
199,UK,103093,4617,13729,861,0,89020,1559,1519,202,417649,6152
200,Uganda,55,0,0,0,20,35,0,1,0,7693,168
201,Ukraine,4161,397,116,8,186,3859,45,95,3,42823,979
202,Uruguay,502,9,9,0,286,207,13,145,3,11239,3235
203,Uzbekistan,1349,47,4,0,129,1216,8,40,0.1,100000,2988
204,VaticanCity,8,0,0,0,2,6,0,9988,0,0,0
205,Venezuela,197,0,9,0,111,77,6,7,0.3,225009,7913
206,Vietnam,268,0,0,0,177,91,8,3,0,206253,2119
207,WesternSahara,6,0,0,0,0,6,0,10,0,0,0
208,Yemen,1,0,0,0,0,1,0,0.03,0,0,0
209,Zambia,48,0,2,0,30,16,1,3,0.1,1696,92
210,Zimbabwe,23,0,3,0,1,19,0,2,0.2,716,48
