,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
62,Estonia,1635,30,46,0,228,1361,6,1233,35,47331,35680
63,Eswatini,56,20,1,0,10,45,0,48,0.9,714,615
64,Ethiopia,122,5,3,0,29,90,0,1,0.03,12688,110
65,FaeroeIslands,187,0,0,0,178,9,0,3827,0,6548,134007
66,FalklandIslands,13,1,0,0,11,2,0,3736,0,353,101437
67,Fiji,18,0,0,0,10,8,0,20,0,900,1004
68,Finland,4475,80,186,9,2500,1789,60,808,34,77800,14041
69,France,161488,1660,22614,369,44594,94280,4725,2474,346,463662,7103
70,FrenchGuiana,111,0,1,0,87,23,0,372,3,0,0
71,FrenchPolynesia,57,0,0,0,41,16,1,203,0,2069,7365
72,Gabon,172,0,3,0,26,143,1,77,1,572,257
73,Gambia,10,0,1,0,8,1,0,4,0.4,401,166
74,Georgia,456,12,5,0,139,312,6,114,1,9699,2431
75,Germany,155782,783,5843,83,109800,40139,2908,1859,70,2072669,24738
76,Ghana,1279,0,10,0,134,1135,4,41,0.3,88188,2838
77,Gibraltar,136,3,0,0,131,5,0,4037,0,2174,64528
78,Greece,2506,16,130,0,577,1799,47,240,12,63087,6053
79,Greenland,11,0,0,0,11,0,0,194,0,1200,21138
80,Grenada,15,0,0,0,7,8,4,133,0,92,818
81,Guadeloupe,149,0,12,0,82,55,11,372,30,0,0
82,Guatemala,430,46,11,0,30,389,5,24,0.6,7200,402
83,Guinea,954,0,6,0,191,757,0,73,0.5,0,0
84,Guinea-Bissau,52,0,0,0,3,49,0,26,0,1500,762
85,Guyana,73,0,7,0,12,54,5,93,9,375,477
86,Haiti,72,0,6,1,6,60,0,6,0.5,719,63
87,Honduras,591,29,55,8,58,478,10,60,6,3457,349
88,HongKong,1038,2,4,0,753,281,4,138,0.5,145640,19426
89,Hungary,2443,60,262,12,458,1723,61,253,27,60801,6294
90,Iceland,1790,1,10,0,1570,210,4,5246,29,45971,134716
91,India,26283,1836,825,45,5939,19519,0,19,0.6,579957,420
92,Indonesia,8607,396,720,31,1042,6845,0,31,3,67828,248
93,Iran,89328,1134,5650,76,68193,15485,3096,1064,67,410075,4882
94,Iraq,1763,55,86,0,1224,453,0,44,2,68224,1696
95,Ireland,18561,377,1063,49,9233,8265,142,3759,215,127319,25785
96,IsleofMan,308,0,18,0,243,47,22,3622,212,2796,32881
97,Israel,15148,90,198,4,6159,8791,130,1750,23,302691,34971
98,Italy,195351,2357,26384,415,63120,105847,2102,3231,436,1707743,28245
99,IvoryCoast,1077,0,14,0,419,644,0,41,0.5,0,0
100,Jamaica,288,31,7,0,28,253,0,97,2,2518,850
101,Japan,12829,117,345,0,1530,10954,263,101,3,141600,1120
102,Jordan,444,3,7,0,332,105,5,44,0.7,63737,6247
103,Kazakhstan,2601,185,25,0,646,1930,31,139,1,180502,9613
104,Kenya,343,7,14,0,98,231,2,6,0.3,17000,316
105,Kuwait,2892,278,19,4,656,2217,58,677,4,0,0
106,Kyrgyzstan,665,9,8,0,345,312,11,102,1,39615,6072
107,Laos,19,0,0,0,7,12,0,3,0,1661,228
108,Latvia,804,20,12,0,267,525,6,426,6,45743,24251
109,Lebanon,704,8,24,2,143,537,44,103,4,26467,3878
110,Liberia,120,3,11,3,25,84,0,24,2,0,0
111,Libya,61,0,2,0,18,41,0,9,0.3,1461,213
112,Liechtenstein,81,0,1,0,55,25,0,2124,26,900,23605
113,Lithuania,1426,16,41,1,460,925,17,524,15,98948,36347
114,Luxembourg,3711,16,85,0,3088,538,26,5928,136,38514,61526
115,MSZaandam,9,0,2,0,0,7,0,0,0,0,0
116,Macao,45,0,0,0,27,18,1,69,0,0,0
117,Madagascar,123,1,0,0,62,61,1,4,0,2357,85
118,Malawi,33,0,3,0,4,26,1,2,0.2,617,32
119,Malaysia,5742,51,98,2,3762,1882,36,177,3,126970,3923
120,Maldives,141,12,0,0,17,124,2,261,0,5296,9798
121,Mali,370,45,21,0,91,258,0,18,1,2172,107
122,Malta,448,1,4,1,249,195,2,1015,9,27981,63371
123,Martinique,170,0,14,0,77,79,6,453,37,0,0
124,Mauritania,7,0,1,0,6,0,0,2,0.2,1032,222
125,Mauritius,331,0,9,0,295,27,3,260,7,13374,10516
126,Mayotte,354,0,4,0,144,206,4,1298,15,2200,8064
127,Mexico,12872,1239,1221,152,7149,4502,378,100,9,51297,398
128,Moldova,3304,194,94,10,825,2385,212,819,23,11763,2916
129,Monaco,94,0,4,0,42,48,1,2395,102,0,0
130,Mongolia,37,1,0,0,9,28,0,11,0,7292,2224
131,Montenegro,320,1,6,0,153,161,7,510,10,5085,8096
132,Montserrat,11,0,1,1,2,8,1,2204,200,36,7212
133,Morocco,3897,139,159,1,537,3201,1,106,4,25443,689
134,Mozambique,70,5,0,0,12,58,0,2,0,1575,50
135,Myanmar,144,0,5,0,10,129,0,3,0.09,6256,115
136,Namibia,16,0,0,0,7,9,0,6,0,675,266
137,Nepal,49,0,0,0,12,37,0,2,0,49336,1693
138,Netherlands,37190,655,4409,120,0,32531,959,2170,257,187000,10913
139,NewCaledonia,18,0,0,0,17,1,1,63,0,3952,13842
140,NewZealand,1461,5,18,1,1118,325,1,303,4,115015,23851
141,Nicaragua,12,1,3,0,7,2,0,2,0.5,0,0
142,Niger,684,3,27,3,325,332,0,28,1,5013,207
143,Nigeria,1095,0,32,0,208,855,2,5,0.2,10061,49
144,NorthMacedonia,1367,41,59,2,374,934,14,656,28,14758,7084
145,Norway,7493,30,201,2,32,7260,50,1382,37,155125,28614
146,Oman,1905,115,10,0,329,1566,3,373,2,0,0
147,Pakistan,12644,704,268,15,2755,9621,111,57,1,138147,625
148,Palestine,495,11,4,0,92,399,0,97,0.8,27000,5293
149,Panama,5338,172,154,8,319,4865,87,1237,36,24304,5633
150,PapuaNewGuinea,8,0,0,0,0,8,0,0.9,0,604,68
151,Paraguay,223,3,9,0,78,136,1,31,1,6917,970
152,Peru,25331,3683,700,66,7797,16834,545,768,21,218195,6618
153,Philippines,7294,102,494,17,792,6008,1,67,5,81292,742
154,Poland,11273,381,524,30,2126,8623,160,298,14,278994,7372
155,Portugal,23392,595,880,26,1277,21235,186,2294,86,330512,32414
156,Qatar,9358,833,10,0,929,8419,72,3248,3,79705,27665
157,Romania,10635,218,601,34,2890,7144,235,553,31,126645,6583
158,Russia,74588,5966,681,66,6250,67657,2300,511,5,2721500,18649
159,Rwanda,176,0,0,0,87,89,0,14,0,6959,537
160,Réunion,412,0,0,0,300,112,2,460,0,0,0
161,S.Korea,10718,10,240,0,8635,1843,55,209,5,595161,11609
162,SaintKittsandNevis,15,0,0,0,2,13,0,282,0,260,4887
163,SaintLucia,15,0,0,0,15,0,0,82,0,364,1982
164,SaintMartin,38,0,3,0,24,11,3,983,78,0,0
165,SaintPierreMiquelon,1,0,0,0,0,1,0,173,0,0,0
166,SanMarino,513,0,40,0,64,409,3,15119,1179,1929,56851
167,SaoTomeandPrincipe,4,0,0,0,0,4,0,18,0,19,87
168,SaudiArabia,16299,1197,136,9,2215,13948,115,468,4,200000,5745
169,Senegal,614,69,7,0,276,331,1,37,0.4,466,28
170,Serbia,7779,296,151,7,1152,6476,91,890,17,59938,6860
171,Seychelles,11,0,0,0,6,5,0,112,0,0,0
172,SierraLeone,82,0,2,0,10,70,0,10,0.3,0,0
173,Singapore,12693,618,12,0,1002,11679,24,2170,2,121774,20815
174,SintMaarten,73,0,12,0,22,39,8,1703,280,266,6204
175,Slovakia,1373,13,17,0,386,970,7,251,3,66089,12105
176,Slovenia,1388,15,81,1,219,1088,23,668,39,48179,23175
177,Somalia,390,62,18,2,8,364,2,25,1,0,0
178,SouthAfrica,4361,141,86,7,1473,2802,36,74,1,161004,2715
179,SouthSudan,5,0,0,0,0,5,0,0.4,0,0,0
180,Spain,223759,3995,22902,378,95708,105149,7705,4786,490,930230,19896
181,SriLanka,452,35,7,0,118,327,2,21,0.3,13850,647
182,St.Barth,6,0,0,0,6,0,0,607,0,0,0
183,St.VincentGrenadines,14,0,0,0,5,9,0,126,0,108,973
184,Sudan,213,39,17,1,19,177,0,5,0.4,0,0
185,Suriname,10,0,1,0,7,2,0,17,2,404,689
186,Sweden,18177,610,2192,40,1005,14980,547,1800,217,94500,9357
187,Switzerland,28894,217,1599,10,21300,5995,204,3339,185,245300,28343
188,Syria,42,0,3,0,11,28,0,2,0.2,0,0
189,Taiwan,429,1,6,0,275,148,0,18,0.3,59840,2513
190,Tanzania,299,0,10,0,48,241,7,5,0.2,0,0
191,Thailand,2907,53,51,1,2547,309,61,42,0.7,142589,2043
192,Timor-Leste,24,0,0,0,2,22,0,18,0,322,244
193,Togo,96,6,6,0,62,28,0,12,0.7,5584,675
194,TrinidadandTobago,115,0,8,0,52,55,0,82,6,1501,1073
195,Tunisia,939,17,38,0,207,694,19,79,3,20408,1727
196,Turkey,107773,2861,2706,106,25582,79485,1782,1278,32,868565,10298
197,TurksandCaicos,11,0,1,0,4,6,0,284,26,83,2144
198,UAE,9813,532,71,7,1887,7855,1,992,7,1022326,103365
199,UK,148377,4913,20319,813,0,127714,1559,2186,299,640792,9439
200,Uganda,75,0,0,0,46,29,0,2,0,18921,414
201,Ukraine,8125,478,201,8,782,7142,104,186,5,83577,1911
202,Uruguay,563,0,12,0,369,182,9,162,3,15834,4558
203,Uzbekistan,1862,58,8,0,707,1147,8,56,0.2,210000,6274
204,VaticanCity,9,0,0,0,2,7,0,11236,0,0,0
205,Venezuela,318,0,10,0,132,176,4,11,0.4,394125,13860
206,Vietnam,270,0,0,0,225,45,8,3,0,206253,2119
207,WesternSahara,6,0,0,0,5,1,0,10,0,0,0
208,Yemen,1,0,0,0,1,0,0,0.03,0,120,4
209,Zambia,84,0,3,0,37,44,1,5,0.2,2586,141
210,Zimbabwe,29,0,4,0,2,23,0,2,0.3,5450,367
