,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
98,Italy,199414,0,26977,0,66624,105813,1956,3298,446,1789662,29600
99,IvoryCoast,1164,0,14,0,499,651,0,44,0.5,0,0
100,Jamaica,364,14,7,0,29,328,3,123,2,3621,1223
101,Japan,13614,0,385,0,1899,11330,300,108,3,150692,1191
102,Jordan,449,0,8,1,348,93,5,44,0.8,63737,6247
103,Kazakhstan,3019,184,25,0,754,2240,41,161,1,216276,11518
104,Kenya,374,11,14,0,124,236,2,7,0.3,17992,335
105,Kuwait,3440,152,23,1,1176,2241,67,806,5,179000,41915
106,Kyrgyzstan,708,13,8,0,416,284,13,109,1,45627,6994
107,Laos,19,0,0,0,7,12,0,3,0,1815,249
108,Latvia,836,18,13,0,267,556,4,443,7,51561,27336
109,Lebanon,717,7,24,0,145,548,44,105,4,30879,4524
110,Liberia,141,17,16,4,45,80,0,28,3,0,0
111,Libya,61,0,2,0,18,41,0,9,0.3,1623,236
112,Liechtenstein,82,0,1,0,55,26,0,2151,26,900,23605
113,Lithuania,1344,0,44,3,536,764,17,494,16,111809,41072
114,Luxembourg,3729,0,88,0,3123,518,20,5957,141,39102,62465
115,MSZaandam,9,0,2,0,0,7,0,0,0,0,0
116,Macao,45,0,0,0,32,13,1,69,0,0,0
117,Madagascar,128,0,0,0,82,46,1,5,0,2357,85
118,Malawi,36,0,3,0,4,29,1,2,0.2,690,36
119,Malaysia,5851,31,100,1,4032,1719,36,181,3,152142,4701
120,Maldives,245,19,0,0,17,228,2,453,0,5296,9798
121,Mali,424,16,24,1,122,278,0,21,1,2172,107
122,Malta,458,8,4,0,303,151,1,1037,9,30528,69139
123,Martinique,175,0,14,0,77,84,7,466,37,0,0
124,Mauritania,7,0,1,0,6,0,0,2,0.2,1032,222
125,Mauritius,334,0,10,0,303,21,3,263,8,14445,11358
126,Mayotte,460,59,4,0,235,221,4,1686,15,2700,9897
127,Mexico,15529,852,1434,83,9086,5009,378,120,11,71103,551
128,Moldova,3638,157,103,1,975,2560,212,902,26,11763,2916
129,Monaco,95,0,4,0,42,49,1,2421,102,0,0
130,Mongolia,38,0,0,0,10,28,0,12,0,7292,2224
131,Montenegro,321,0,7,0,199,115,7,511,11,6864,10929
132,Montserrat,11,0,1,0,2,8,1,2204,200,36,7212
133,Morocco,4246,126,163,1,739,3344,1,115,4,30368,823
134,Mozambique,76,0,0,0,12,64,0,2,0,1688,54
135,Myanmar,149,3,5,0,16,128,0,3,0.09,7215,133
136,Namibia,16,0,0,0,8,8,0,6,0,704,277
137,Nepal,54,2,0,0,16,38,0,2,0,54826,1882
138,Netherlands,38416,171,4566,48,0,33600,861,2242,266,209726,12240
139,NewCaledonia,18,0,0,0,17,1,1,63,0,4456,15608
140,NewZealand,1472,3,19,0,1214,239,1,305,4,126066,26143
141,Nicaragua,13,0,3,0,7,3,0,2,0.5,0,0
142,Niger,701,0,29,0,385,287,0,29,1,5013,207
143,Nigeria,1337,0,40,0,255,1042,2,6,0.2,10918,53
144,NorthMacedonia,1421,22,71,6,589,761,13,682,34,15771,7570
145,Norway,7599,0,206,1,32,7361,52,1402,38,164316,30310
146,Oman,2131,82,10,0,364,1757,3,417,2,0,0
147,Pakistan,14079,164,301,9,3233,10545,111,64,1,157223,712
148,Palestine,342,0,2,0,83,257,0,67,0.4,27000,5293
149,Panama,6021,242,167,2,455,5399,89,1395,39,27834,6451
150,PapuaNewGuinea,8,0,0,0,0,8,0,0.9,0,604,68
151,Paraguay,230,2,9,0,95,126,1,32,1,7925,1111
152,Peru,28699,0,782,0,8425,19492,598,870,24,239563,7266
153,Philippines,7958,181,530,19,975,6453,31,73,5,89889,820
154,Poland,12218,316,596,34,2655,8967,160,323,16,310744,8211
155,Portugal,24322,295,948,20,1389,21985,172,2385,93,360155,35321
156,Qatar,11921,677,10,0,1134,10777,72,4138,3,88607,30755
157,Romania,11616,277,663,22,3404,7549,243,604,34,150309,7813
158,Russia,93558,6411,867,73,8456,84235,2300,641,6,3139258,21511
159,Rwanda,207,0,0,0,93,114,0,16,0,6959,537
160,Réunion,418,0,0,0,300,118,2,467,0,0,0
161,S.Korea,10752,14,244,1,8854,1654,55,210,5,608514,11869
162,SaintKittsandNevis,15,0,0,0,4,11,0,282,0,293,5508
163,SaintLucia,15,0,0,0,15,0,0,82,0,446,2429
164,SaintMartin,38,0,3,0,24,11,3,983,78,0,0
165,SaintPierreMiquelon,1,0,0,0,0,1,0,173,0,0,0
166,SanMarino,538,0,41,0,64,433,4,15856,1208,2082,61360
167,SaoTomeandPrincipe,8,4,0,0,4,4,0,37,0,19,87
168,SaudiArabia,20077,1266,152,8,2784,17141,118,577,4,200000,5745
169,Senegal,823,87,9,0,296,518,1,49,0.5,466,28
170,Serbia,8497,222,168,6,1260,7069,79,972,19,73363,8396
171,Seychelles,11,0,0,0,6,5,0,112,0,0,0
172,SierraLeone,104,5,4,0,12,88,0,13,0.5,0,0
173,Singapore,14951,528,14,0,1128,13809,20,2556,2,121774,20815
174,SintMaarten,75,1,13,0,33,29,7,1749,303,302,7044
175,Slovakia,1384,3,20,2,423,941,6,253,4,75866,13896
176,Slovenia,1408,6,86,3,223,1099,24,677,41,50290,24190
177,Somalia,480,0,26,0,14,440,2,30,2,0,0
178,SouthAfrica,4793,0,90,0,1473,3230,36,81,2,178470,3009
179,SouthSudan,6,0,0,0,0,6,0,0.5,0,0,0
180,Spain,232128,2706,23822,301,123903,84403,7764,4965,510,1345560,28779
181,SriLanka,611,23,7,0,134,470,2,29,0.3,17715,827
182,St.Barth,6,0,0,0,6,0,0,607,0,0,0
183,St.VincentGrenadines,15,0,0,0,8,7,0,135,0,108,973
184,Sudan,318,43,25,3,31,262,0,7,0.6,0,0
185,Suriname,10,0,1,0,7,2,0,17,2,404,689
186,Sweden,19621,695,2355,81,1005,16261,524,1943,233,119500,11833
187,Switzerland,29264,100,1685,20,22200,5379,185,3381,195,256500,29637
188,Syria,43,0,3,0,19,21,0,2,0.2,0,0
189,Taiwan,429,0,6,0,307,116,0,18,0.3,61684,2590
190,Tanzania,299,0,10,0,48,241,7,5,0.2,0,0
191,Thailand,2938,7,54,2,2652,232,61,42,0.8,178083,2551
192,Timor-Leste,24,0,0,0,6,18,0,18,0,322,244
193,Togo,99,1,6,0,62,31,0,12,0.7,6141,742
194,TrinidadandTobago,116,0,8,0,59,49,0,83,6,1572,1123
195,Tunisia,967,0,39,0,279,649,18,82,3,21081,1784
196,Turkey,112261,0,2900,0,33791,75570,1736,1331,34,918885,10895
197,TurksandCaicos,12,0,1,0,5,6,0,310,26,83,2144
198,UAE,11380,541,89,7,2181,9110,1,1151,9,1057326,106904
199,UK,157149,0,21092,0,0,135713,1559,2315,311,719910,10605
200,Uganda,79,0,0,0,52,27,0,2,0,27432,600
201,Ukraine,9410,401,239,19,992,8179,121,215,5,98719,2257
202,Uruguay,620,14,15,0,386,219,11,178,4,17505,5039
203,Uzbekistan,1939,35,8,0,958,973,8,58,0.2,242536,7247
204,VaticanCity,9,0,0,0,2,7,0,11236,0,0,0
205,Venezuela,329,0,10,0,142,177,3,12,0.4,440966,15507
206,Vietnam,270,0,0,0,225,45,8,3,0,212965,2188
207,WesternSahara,6,0,0,0,5,1,0,10,0,0,0
208,Yemen,1,0,0,0,1,0,0,0.03,0,120,4
209,Zambia,95,6,3,0,42,50,1,5,0.2,5284,287
210,Zimbabwe,32,1,4,0,5,23,0,2,0.3,6834,460
