,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
168,SaudiArabia,15102,1172,127,6,2049,12926,93,434,4,200000,5745
169,Senegal,545,66,7,1,262,276,1,33,0.4,466,28
170,Serbia,7483,207,144,5,1094,6245,96,856,16,54887,6282
171,Seychelles,11,0,0,0,6,5,0,112,0,0,0
172,SierraLeone,82,18,2,1,10,70,0,10,0.3,0,0
173,Singapore,12075,897,12,0,924,11139,26,2064,2,94796,16203
174,SintMaarten,73,0,12,0,22,39,8,1703,280,266,6204
175,Slovakia,1360,35,17,2,355,988,8,249,3,61261,11221
176,Slovenia,1373,7,80,1,211,1082,23,660,38,45703,21984
177,Somalia,328,0,16,0,8,304,2,21,1,0,0
178,SouthAfrica,3953,0,75,0,1473,2405,36,67,1,143570,2421
179,SouthSudan,5,1,0,0,0,5,0,0.4,0,0,0
180,Spain,219764,6740,22524,367,92355,104885,7705,4700,482,930230,19896
181,SriLanka,416,48,7,0,109,300,2,19,0.3,13142,614
182,St.Barth,6,0,0,0,6,0,0,607,0,0,0
183,St.VincentGrenadines,14,1,0,0,5,9,0,126,0,108,973
184,Sudan,174,12,16,3,14,144,0,4,0.4,0,0
185,Suriname,10,0,1,0,6,3,0,17,2,404,689
186,Sweden,17567,812,2152,131,550,14865,547,1739,213,94500,9357
187,Switzerland,28677,181,1578,29,20600,6499,386,3313,182,235252,27182
188,Syria,42,0,3,0,6,33,0,2,0.2,0,0
189,Taiwan,428,1,6,0,264,158,0,18,0.3,59026,2478
190,Tanzania,284,0,10,0,48,226,7,5,0.2,0,0
191,Thailand,2854,15,50,0,2490,314,61,41,0.7,142589,2043
192,Timor-Leste,23,0,0,0,1,22,0,17,0,322,244
193,Togo,90,2,6,0,59,25,0,11,0.7,4733,572
194,TrinidadandTobago,115,0,8,0,48,59,0,82,6,1473,1053
195,Tunisia,918,0,38,0,190,690,32,78,3,19411,1642
196,Turkey,101790,0,2491,0,18491,80808,1816,1207,30,791906,9390
197,TurksandCaicos,11,0,1,0,4,6,0,284,26,83,2144
198,UAE,9281,525,64,8,1760,7457,1,938,6,790000,79875
199,UK,143464,5386,19506,768,0,123614,1559,2113,287,612031,9016
200,Uganda,74,0,0,0,46,28,0,2,0,17388,380
201,Ukraine,7647,477,193,6,601,6853,45,175,4,77752,1778
202,Uruguay,557,8,12,0,354,191,10,160,3,15142,4359
203,Uzbekistan,1778,20,8,1,598,1172,8,53,0.2,210000,6274
204,VaticanCity,9,0,0,0,2,7,0,11236,0,0,0
205,Venezuela,311,13,10,0,126,175,4,11,0.4,347236,12211
206,Vietnam,270,2,0,0,225,45,8,3,0,206253,2119
207,WesternSahara,6,0,0,0,5,1,0,10,0,0,0
208,Yemen,1,0,0,0,1,0,0,0.03,0,120,4
209,Zambia,76,0,3,0,37,36,1,4,0.2,2586,141
210,Zimbabwe,29,1,4,0,2,23,0,2,0.3,5450,367
