,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
40,ChannelIslands,525,0,35,0,332,158,0,3020,201,5342,30725
41,Chile,13331,0,189,0,7024,6118,418,697,10,155975,8159
42,China,82830,3,4633,1,77474,723,52,58,3,0,0
43,Colombia,5379,0,244,0,1133,4002,117,106,5,87199,1714
44,Congo,200,0,6,0,19,175,0,36,1,0,0
45,CostaRica,695,0,6,0,264,425,8,136,1,12467,2447
46,Croatia,2039,9,59,4,1166,814,21,497,14,32817,7994
47,Cuba,1369,0,54,0,501,814,12,121,5,39828,3516
48,Curaçao,16,0,1,0,11,4,0,98,6,304,1853
49,Cyprus,817,0,14,0,148,655,15,677,12,43542,36064
50,Czechia,7408,4,221,1,2600,4587,73,692,21,218474,20401
51,DRC,459,17,28,0,50,381,0,5,0.3,0,0
52,Denmark,8698,123,427,5,5959,2312,72,1502,74,155810,26900
53,DiamondPrincess,712,0,13,0,645,54,4,0,0,0,0
54,Djibouti,1023,0,2,0,411,610,0,1035,2,11741,11884
55,Dominica,16,0,0,0,13,3,0,222,0,383,5320
56,DominicanRepublic,6135,0,278,0,910,4947,144,566,26,22498,2074
57,Ecuador,22719,0,576,0,1366,20777,127,1288,33,56513,3203
58,Egypt,4534,0,317,0,1176,3041,0,44,3,90000,879
59,ElSalvador,323,25,8,0,89,226,4,50,1,20109,3100
60,EquatorialGuinea,258,0,1,0,8,249,0,184,0.7,854,609
61,Eritrea,39,0,0,0,13,26,0,11,0,0,0
62,Estonia,1647,4,50,1,233,1364,7,1242,38,48406,36491
63,Eswatini,59,0,1,0,10,48,0,51,0.9,714,615
64,Ethiopia,124,1,3,0,50,71,0,1,0.03,14588,127
65,FaeroeIslands,187,0,0,0,178,9,0,3827,0,6588,134826
66,FalklandIslands,13,0,0,0,11,2,0,3736,0,353,101437
67,Fiji,18,0,0,0,12,6,0,20,0,1007,1123
68,Finland,4695,119,193,3,2500,2002,56,847,35,82437,14878
69,France,162100,0,22856,0,44903,94341,4682,2483,350,463662,7103
70,FrenchGuiana,111,0,1,0,87,23,0,372,3,0,0
71,FrenchPolynesia,57,0,0,0,43,14,1,203,0,2266,8067
72,Gabon,176,0,3,0,30,143,1,79,1,572,257
73,Gambia,10,0,1,0,8,1,0,4,0.4,401,166
74,Georgia,496,10,6,0,149,341,6,124,2,11504,2884
75,Germany,157946,176,5984,8,114500,37462,2570,1885,71,2072669,24738
76,Ghana,1550,0,11,0,155,1384,4,50,0.4,100622,3238
77,Gibraltar,141,0,0,0,131,10,0,4185,0,2198,65240
78,Greece,2517,0,134,0,577,1806,46,241,13,64608,6199
79,Greenland,11,0,0,0,11,0,0,194,0,1200,21138
80,Grenada,18,0,0,0,7,11,4,160,0,175,1555
81,Guadeloupe,149,0,12,0,82,55,11,372,30,0,0
82,Guatemala,500,27,15,2,49,436,5,28,0.8,7200,402
83,Guinea,996,0,7,0,208,781,0,76,0.5,0,0
84,Guinea-Bissau,53,0,1,0,3,49,0,27,0.5,1500,762
85,Guyana,74,0,8,0,12,54,5,94,10,442,562
86,Haiti,74,0,6,0,7,61,0,6,0.5,769,67
87,Honduras,661,34,61,2,79,521,10,67,6,3643,368
88,HongKong,1038,0,4,0,787,247,4,138,0.5,145640,19426
89,Hungary,2583,83,280,8,498,1805,61,267,29,65625,6793
90,Iceland,1792,0,10,0,1608,174,3,5251,29,46352,135833
91,India,28380,490,886,5,6523,20971,0,21,0.6,665819,482
92,Indonesia,9096,214,765,22,1151,7180,0,33,3,75157,275
93,Iran,91472,991,5806,96,70933,14733,3011,1089,69,432329,5147
94,Iraq,1820,0,87,0,1263,470,0,45,2,71471,1777
95,Ireland,19262,0,1087,0,9233,8942,142,3901,220,127319,25785
96,IsleofMan,308,0,18,0,247,43,22,3622,212,2854,33563
97,Israel,15466,23,202,1,6796,8468,129,1787,23,302691,34971
98,Italy,197675,0,26644,0,64928,106103,2009,3269,441,1757659,29071
99,IvoryCoast,1150,0,14,0,468,668,0,44,0.5,0,0
100,Jamaica,350,45,7,0,28,315,3,118,2,3262,1102
101,Japan,13441,0,372,0,1809,11260,296,106,3,149074,1179
102,Jordan,447,0,7,0,337,103,5,44,0.7,63737,6247
103,Kazakhstan,2835,118,25,0,720,2090,35,151,1,205560,10948
104,Kenya,363,8,14,0,114,235,2,7,0.3,17992,335
105,Kuwait,3288,213,22,2,1012,2254,64,770,5,0,0
106,Kyrgyzstan,695,13,8,0,395,292,13,107,1,45627,6994
107,Laos,19,0,0,0,7,12,0,3,0,1796,247
108,Latvia,818,6,13,1,267,538,5,434,7,49235,26103
109,Lebanon,710,3,24,0,145,541,44,104,4,29367,4303
110,Liberia,124,0,12,0,25,87,0,25,2,0,0
111,Libya,61,0,2,0,18,41,0,9,0.3,1623,236
112,Liechtenstein,82,0,1,0,55,26,0,2151,26,900,23605
113,Lithuania,1449,11,41,0,474,934,17,532,15,106775,39223
114,Luxembourg,3723,0,88,0,3104,531,22,5947,141,39003,62307
115,MSZaandam,9,0,2,0,0,7,0,0,0,0,0
116,Macao,45,0,0,0,32,13,1,69,0,0,0
117,Madagascar,124,0,0,0,71,53,1,4,0,2357,85
118,Malawi,36,2,3,0,4,29,1,2,0.2,617,32
119,Malaysia,5820,40,99,1,3957,1764,37,180,3,144686,4470
120,Maldives,214,0,0,0,17,197,2,396,0,5296,9798
121,Mali,389,0,23,0,112,254,0,19,1,2172,107
122,Malta,450,2,4,0,286,160,1,1019,9,29456,66712
123,Martinique,175,0,14,0,77,84,7,466,37,0,0
124,Mauritania,7,0,1,0,6,0,0,2,0.2,1032,222
125,Mauritius,332,0,9,0,299,24,3,261,7,14445,11358
126,Mayotte,401,0,4,0,144,253,4,1470,15,2500,9164
127,Mexico,14677,835,1351,46,8354,4972,378,114,10,67635,525
128,Moldova,3408,0,101,5,925,2382,212,845,25,11763,2916
129,Monaco,94,0,4,0,42,48,1,2395,102,0,0
130,Mongolia,38,0,0,0,10,28,0,12,0,7292,2224
131,Montenegro,321,0,7,0,153,161,7,511,11,5085,8096
132,Montserrat,11,0,1,0,2,8,1,2204,200,36,7212
133,Morocco,4115,50,161,0,669,3285,1,111,4,28416,770
134,Mozambique,76,0,0,0,12,64,0,2,0,1644,53
135,Myanmar,146,0,5,0,10,131,0,3,0.09,6678,123
136,Namibia,16,0,0,0,8,8,0,6,0,704,277
137,Nepal,52,0,0,0,16,36,0,2,0,51367,1763
138,Netherlands,38245,400,4518,43,0,33477,934,2232,264,193950,11319
139,NewCaledonia,18,0,0,0,17,1,1,63,0,3952,13842
140,NewZealand,1469,0,19,1,1180,270,1,305,4,123920,25698
141,Nicaragua,13,0,3,0,7,3,0,2,0.5,0,0
142,Niger,696,0,29,0,350,317,0,29,1,5013,207
143,Nigeria,1273,0,40,0,239,994,2,6,0.2,10918,53
144,NorthMacedonia,1399,13,65,4,553,781,13,672,31,15120,7257
145,Norway,7527,0,202,1,32,7293,49,1388,37,155125,28614
146,Oman,2049,51,10,0,364,1675,3,401,2,0,0
147,Pakistan,13328,0,281,0,3029,10018,111,60,1,150756,682
148,Palestine,342,0,2,0,83,257,0,67,0.4,27000,5293
149,Panama,5779,241,165,6,369,5245,85,1339,38,26642,6175
150,PapuaNewGuinea,8,0,0,0,0,8,0,0.9,0,604,68
151,Paraguay,228,0,9,0,85,134,1,32,1,7630,1070
152,Peru,27517,0,728,0,8088,18701,554,835,22,232747,7059
153,Philippines,7777,198,511,10,932,6334,31,71,5,89889,820
154,Poland,11761,144,539,4,2466,8756,160,311,14,297859,7870
155,Portugal,24027,163,928,25,1357,21742,176,2356,91,330512,32414
156,Qatar,11244,957,10,0,1066,10168,72,3903,3,85709,29749
157,Romania,11339,303,631,12,3141,7567,227,589,33,143834,7477
158,Russia,87147,6198,794,47,7346,79007,2300,597,5,3019434,20690
159,Rwanda,191,0,0,0,92,99,0,15,0,6959,537
160,Réunion,417,0,0,0,300,117,2,466,0,0,0
161,S.Korea,10738,10,243,1,8764,1731,55,209,5,601660,11735
162,SaintKittsandNevis,15,0,0,0,2,13,0,282,0,260,4887
163,SaintLucia,15,0,0,0,15,0,0,82,0,446,2429
164,SaintMartin,38,0,3,0,24,11,3,983,78,0,0
165,SaintPierreMiquelon,1,0,0,0,0,1,0,173,0,0,0
166,SanMarino,538,0,41,0,64,433,4,15856,1208,2074,61124
167,SaoTomeandPrincipe,4,0,0,0,0,4,0,18,0,19,87
168,SaudiArabia,18811,1289,144,5,2531,16136,117,540,4,200000,5745
169,Senegal,736,65,9,0,284,443,1,44,0.5,466,28
170,Serbia,8275,233,162,6,1209,6904,85,947,19,67917,7773
171,Seychelles,11,0,0,0,6,5,0,112,0,0,0
172,SierraLeone,93,0,4,0,10,79,0,12,0.5,0,0
173,Singapore,14423,799,12,0,1060,13351,22,2465,2,121774,20815
174,SintMaarten,74,0,13,0,33,28,7,1726,303,266,6204
175,Slovakia,1381,2,18,0,403,960,7,253,3,74099,13572
176,Slovenia,1402,6,83,1,221,1098,22,674,40,49607,23862
177,Somalia,436,0,23,0,10,403,2,27,1,0,0
178,SouthAfrica,4546,0,87,0,1473,2986,36,77,1,168643,2843
179,SouthSudan,6,0,0,0,0,6,0,0.5,0,0,0
180,Spain,229422,2793,23521,331,120832,85069,7764,4907,503,1345560,28779
181,SriLanka,571,48,7,0,126,438,2,27,0.3,15240,712
182,St.Barth,6,0,0,0,6,0,0,607,0,0,0
183,St.VincentGrenadines,14,0,0,0,5,9,0,126,0,108,973
184,Sudan,237,0,21,0,20,196,0,5,0.5,0,0
185,Suriname,10,0,1,0,7,2,0,17,2,404,689
186,Sweden,18926,286,2274,80,1005,15647,399,1874,225,94500,9357
187,Switzerland,29164,103,1640,30,21800,5724,185,3370,189,245300,28343
188,Syria,43,0,3,0,14,26,0,2,0.2,0,0
189,Taiwan,429,0,6,0,290,133,0,18,0.3,60956,2559
190,Tanzania,299,0,10,0,48,241,7,5,0.2,0,0
191,Thailand,2931,9,52,1,2609,270,61,42,0.7,178083,2551
192,Timor-Leste,24,0,0,0,2,22,0,18,0,322,244
193,Togo,98,0,6,0,62,30,0,12,0.7,5951,719
194,TrinidadandTobago,116,1,8,0,59,49,0,83,6,1525,1090
195,Tunisia,949,0,38,0,216,695,20,80,3,20818,1761
196,Turkey,110130,0,2805,0,29140,78185,1776,1306,33,898742,10656
197,TurksandCaicos,11,0,1,0,4,6,0,284,26,83,2144
198,UAE,10349,0,76,0,1978,8295,1,1046,8,1057326,106904
199,UK,152840,0,20732,0,0,131764,1559,2251,305,669850,9867
200,Uganda,79,0,0,0,46,33,0,2,0,22318,488
201,Ukraine,9009,392,220,11,864,7925,110,206,5,93519,2138
202,Uruguay,606,10,15,1,375,216,10,174,4,17063,4912
203,Uzbekistan,1887,18,8,0,880,999,8,56,0.2,242536,7247
204,VaticanCity,9,0,0,0,2,7,0,11236,0,0,0
205,Venezuela,325,0,10,0,137,178,3,11,0.4,423592,14896
206,Vietnam,270,0,0,0,225,45,8,3,0,212965,2188
207,WesternSahara,6,0,0,0,5,1,0,10,0,0,0
208,Yemen,1,0,0,0,1,0,0,0.03,0,120,4
209,Zambia,88,0,3,0,42,43,1,5,0.2,2586,141
210,Zimbabwe,31,0,4,0,5,22,0,2,0.3,6395,430
