,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
114,Lithuania,1399,14,45,0,594,760,17,514,17,132768,48771
115,Luxembourg,3784,0,90,0,3213,481,23,6045,144,42643,68122
116,MSZaandam,9,0,2,0,0,7,0,0,0,0,0
117,Macao,45,0,0,0,37,8,1,69,0,0,0
118,Madagascar,132,4,0,0,94,38,1,5,0,3228,117
119,Malawi,37,0,3,0,9,25,1,2,0.2,831,43
120,Malaysia,6071,69,103,1,4210,1758,37,188,3,160296,4953
121,Maldives,475,7,1,0,17,457,2,879,2,8008,14815
122,Mali,490,0,26,0,135,329,0,24,1,2172,107
123,Malta,467,2,4,0,367,96,1,1058,9,32989,74713
124,Martinique,179,1,14,0,83,82,5,477,37,0,0
125,Mauritania,8,0,1,0,6,1,0,2,0.2,1032,222
126,Mauritius,332,0,10,0,310,12,3,261,8,16028,12603
127,Mayotte,539,0,4,0,235,300,4,1976,15,3000,10996
128,Mexico,19224,1425,1859,127,11423,5942,378,149,14,81912,635
129,Moldova,3897,0,122,6,1272,2503,237,966,30,11763,2916
130,Monaco,95,0,4,0,64,27,1,2421,102,0,0
131,Mongolia,38,0,0,0,10,28,0,12,0,7672,2340
132,Montenegro,322,0,7,0,219,96,2,513,11,6864,10929
133,Montserrat,11,0,1,0,2,8,1,2204,200,36,7212
134,Morocco,4529,106,171,1,1055,3303,1,123,5,35803,970
135,Mozambique,76,0,0,0,12,64,0,2,0,1896,61
136,Myanmar,151,1,6,0,28,117,0,3,0.1,8085,149
137,Namibia,16,0,0,0,8,8,0,6,0,704,277
138,Nepal,59,2,0,0,16,43,0,2,0,60374,2072
139,Netherlands,39791,475,4893,98,0,34648,783,2322,286,225899,13184
140,NewCaledonia,18,0,0,0,17,1,1,63,0,4456,15608
141,NewZealand,1479,3,19,0,1252,208,1,307,4,139898,29011
142,Nicaragua,14,0,3,0,7,4,0,2,0.5,0,0
143,Niger,719,0,32,0,452,235,0,30,1,5194,215
144,Nigeria,1932,0,58,0,319,1555,2,9,0.3,15759,76
145,NorthMacedonia,1494,29,81,4,807,606,13,717,39,16050,7704
146,Norway,7759,21,210,0,32,7517,37,1431,39,172586,31835
147,Oman,2447,99,11,0,495,1941,17,479,2,40459,7923
148,Pakistan,17439,966,391,30,4315,12733,111,79,2,182131,825
149,Palestine,344,0,2,0,76,266,0,67,0.4,32200,6312
150,Panama,6532,154,188,10,576,5768,86,1514,44,30749,7126
151,PapuaNewGuinea,8,0,0,0,0,8,0,0.9,0,604,68
152,Paraguay,266,17,10,1,113,143,1,37,1,9454,1325
153,Peru,36976,0,1051,0,10405,25520,651,1121,32,318252,9652
154,Philippines,8772,284,579,11,1084,7109,31,80,5,108680,992
155,Poland,13105,228,651,7,3491,8963,160,346,17,354628,9370
156,Portugal,25351,306,1007,18,1647,22697,154,2486,99,395771,38814
157,Qatar,14096,687,12,2,1436,12648,72,4893,4,97726,33920
158,Romania,12567,327,726,9,4328,7513,249,653,38,183688,9548
159,Russia,114431,7933,1169,96,13220,100042,2300,784,8,3700000,25354
160,Rwanda,243,0,0,0,104,139,0,19,0,9604,741
161,Réunion,420,0,0,0,300,120,2,469,0,0,0
162,S.Korea,10774,9,248,1,9072,1454,55,210,5,623069,12153
163,SaintKittsandNevis,15,0,0,0,6,9,0,282,0,293,5508
164,SaintLucia,17,0,0,0,15,2,0,93,0,446,2429
165,SaintMartin,38,0,3,0,27,8,3,983,78,0,0
166,SaintPierreMiquelon,1,0,0,0,0,1,0,173,0,0,0
167,SanMarino,580,11,41,0,82,457,5,17094,1208,2386,70319
168,SaoTomeandPrincipe,16,2,1,1,4,11,0,73,5,19,87
169,SaudiArabia,22753,0,162,0,3163,19428,123,654,5,200000,5745
170,Senegal,1024,91,9,0,356,659,1,61,0.5,466,28
171,Serbia,9009,0,179,0,1343,7487,71,1031,20,85645,9802
172,Seychelles,11,0,0,0,6,5,0,112,0,0,0
173,SierraLeone,136,12,7,0,21,108,0,17,0.9,0,0
174,Singapore,17101,932,15,0,1244,15842,21,2923,3,143919,24600
175,SintMaarten,76,1,13,0,44,19,7,1773,303,329,7673
176,Slovakia,1403,7,23,0,558,822,5,257,4,91072,16681
177,Slovenia,1434,5,92,1,233,1109,22,690,44,52948,25469
178,Somalia,601,0,28,0,31,542,2,38,2,0,0
179,SouthAfrica,5647,0,103,0,2073,3471,36,95,2,207530,3499
180,SouthSudan,35,0,0,0,0,35,0,3,0,0,0
181,Spain,239639,0,24543,0,137984,77112,2676,5125,525,1455306,31126
182,SriLanka,671,8,7,0,157,507,1,31,0.3,22418,1047
183,St.Barth,6,0,0,0,6,0,0,607,0,0,0
184,St.VincentGrenadines,16,0,0,0,8,8,0,144,0,108,973
185,Sudan,442,0,31,0,39,372,0,10,0.7,0,0
186,Suriname,10,0,1,0,8,1,0,17,2,404,689
187,Sweden,21520,428,2653,67,1005,17862,531,2131,263,119500,11833
188,Switzerland,29705,119,1737,0,23400,4568,167,3432,201,271500,31371
189,Syria,43,0,3,0,21,19,0,2,0.2,0,0
190,Taiwan,429,0,6,0,324,99,0,18,0.3,63340,2659
191,Tajikistan,15,0,0,0,0,15,0,2,0,0,0
192,Tanzania,480,0,16,0,167,297,7,8,0.3,0,0
193,Thailand,2960,6,54,0,2719,187,61,42,0.8,178083,2551
194,Timor-Leste,24,0,0,0,16,8,0,18,0,322,244
195,Togo,116,0,9,0,65,42,0,14,1,6882,831
196,TrinidadandTobago,116,0,8,0,73,35,0,83,6,1772,1266
197,Tunisia,994,0,41,0,305,648,24,84,3,22957,1942
198,Turkey,120204,0,3174,0,48886,68144,1514,1425,38,1033617,12255
199,TurksandCaicos,12,0,1,0,5,6,0,310,26,83,2144
200,UAE,13038,557,111,6,2543,10384,1,1318,11,1122000,113443
201,UK,171253,0,26771,0,0,144138,1559,2523,394,901905,13286
202,Uganda,83,0,0,0,52,31,0,2,0,31364,686
203,Ukraine,10861,455,272,11,1413,9176,143,248,6,118545,2711
204,Uruguay,643,0,17,0,417,209,10,185,5,19747,5685
205,Uzbekistan,2075,36,9,0,1182,884,8,62,0.3,242536,7247
206,VaticanCity,11,0,0,0,2,9,0,13733,0,0,0
207,Venezuela,333,0,16,0,142,175,2,12,0.6,458737,16132
208,Vietnam,270,0,0,0,219,51,8,3,0,261004,2681
209,WesternSahara,6,0,0,0,5,1,0,10,0,0,0
210,Yemen,6,0,2,0,1,3,0,0.2,0.07,120,4
211,Zambia,106,0,3,0,55,48,1,6,0.2,5284,287
212,Zimbabwe,40,0,4,0,5,31,0,3,0.3,7642,514
