Region,Places reporting cases,Cases,Deaths,Confirmed cases in the last 14 days
Europe,Lithuania,1423,46,158
Europe,Luxembourg,3840,96,222
Europe,Malta,482,5,39
Europe,Moldova,4363,136,1749
Europe,Monaco,95,4,1
Europe,Montenegro,324,8,11
Europe,Netherlands,41087,5168,6953
Europe,North_Macedonia,1526,86,295
Europe,Norway,7903,209,737
Europe,Poland,14431,716,4575
Europe,Portugal,25702,1074,4484
Europe,Romania,13837,827,4595
Europe,Russia,155370,1451,102607
Europe,San_Marino,589,41,113
Europe,Serbia,9677,200,2787
Europe,Slovakia,1421,25,222
Europe,Slovenia,1445,98,105
Europe,Spain,219329,25613,22187
Europe,Sweden,23216,2854,7894
Europe,Switzerland,29926,1482,1945
Europe,Ukraine,12697,316,6105
Europe,United_Kingdom,194990,29427,65946
Oceania,Australia,6849,96,202
Oceania,Fiji,18,0,0
Oceania,French_Polynesia,60,0,3
Oceania,Guam,149,5,13
Oceania,New_Caledonia,18,0,0
Oceania,New_Zealand,1138,21,26
Oceania,Northern_Mariana_Islands,14,2,0
Oceania,Papua_New_Guinea,8,0,1
Other,Cases_on_an_international_conveyance_Japan,696,7,0
